Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments,Sales Pressure,Flow Rate Sales,Flow Rate Flare
Wayne #1,4/19/2019,0,0,0,0,0,Unloaded well to tank turned well on,,,
Wendel Unit #1,4/19/2019,8,0,361,0,0,,,,
White Marlin #1,4/19/2019,8,0,0,0,0,,,,
Wittig Sisters #1,4/19/2019,0,0,0,0,0,,,,
Cl Moore 6,4/18/2019,3,541,48,0,0,,,,
Cl Moore 8,4/18/2019,0,0,0,0,0,Rig on well,,,
Dyer Unit #10,4/18/2019,0,35,27,0,0,,,,
Flying G #1,4/18/2019,0,0,0,0,0,,,,
Fridel #1,4/18/2019,5,11,35,0,0,,,,
Heitz #1,4/18/2019,0,0,0,0,0,,,,
Huber #1,4/18/2019,0,0,0,0,0,,,,
Joe #1,4/18/2019,0,0,17,0,0,,,,
Kirby #1,4/18/2019,5,245,5,0,0,,,,
Kresta #1,4/18/2019,0,0,0,0,0,,,,
Lloyd #1,4/18/2019,5,2,53,0,0,,,,
Mclean #1,4/18/2019,7,0,0,0,0,,,,
Montemayor #1,4/18/2019,10,0,0,0,0,,,,
Moreland #1,4/18/2019,0,0,0,0,30,,,,
Palm #1,4/18/2019,770,1707,0,0,0,,,,
Pecan Grove #1,4/18/2019,0,23,18,150,150,,,,
Pierce Ranch #4,4/18/2019,0,23,8,0,0,,,,
Preston #1,4/18/2019,20,317,32,0,0,,,,
Rhodes #1,4/18/2019,8,0,3,0,0,,,,
Terrell #1,4/18/2019,0,70,3,0,0,Enterprise Sales- 70 MCF,,,
Thalmann #1,4/18/2019,3,53,2,40,10,,,,
Vermillion #1,4/18/2019,10,105,15,0,0,,,,
Wayne #1,4/18/2019,0,130,28,0,0,Loaded up high line press,,,
Wendel Unit #1,4/18/2019,9,0,360,0,0,,,,
White Marlin #1,4/18/2019,10,0,0,0,0,,,,
Wittig Sisters #1,4/18/2019,0,0,0,0,0,,,,
Cl Moore 6,4/17/2019,5,500,45,0,0,,,,
Cl Moore 8,4/17/2019,0,0,2,0,0,,,,
Dyer Unit #10,4/17/2019,0,35,23,0,0,,,,
Flying G #1,4/17/2019,0,0,0,0,0,,,,
Fridel #1,4/17/2019,7,49,25,0,0,,,,
Heitz #1,4/17/2019,0,0,0,0,0,,,,
Huber #1,4/17/2019,0,0,0,0,0,,,,
Joe #1,4/17/2019,0,0,0,0,0,,,,
Kirby #1,4/17/2019,12,223,17,0,0,,,,
Kresta #1,4/17/2019,0,0,0,0,0,,,,
Lloyd #1,4/17/2019,25,5,40,0,0,,,,
Mclean #1,4/17/2019,7,0,0,0,0,,,,
Montemayor #1,4/17/2019,12,0,0,0,0,,,,
Moreland #1,4/17/2019,0,0,0,0,30,,,,
Palm #1,4/17/2019,724,1705,0,0,0,,,,
Pecan Grove #1,4/17/2019,0,3,28,150,150,,,,
Pierce Ranch #4,4/17/2019,0,26,10,0,0,,,,
Preston #1,4/17/2019,20,372,30,0,0,,,,
Rhodes #1,4/17/2019,10,0,0,0,0,,,,
Terrell #1,4/17/2019,0,69,5,0,0,Enterprise Sales- 69 MCF,,,
Thalmann #1,4/17/2019,0,58,0,40,10,,,,
Vermillion #1,4/17/2019,7,105,17,0,0,,,,
Wayne #1,4/17/2019,0,251,113,0,0,,,,
Wendel Unit #1,4/17/2019,7,0,362,0,0,,,,
White Marlin #1,4/17/2019,22,0,60,0,0,,,,
Wittig Sisters #1,4/17/2019,0,0,0,0,0,,,,
Cl Moore 6,4/16/2019,7,557,59,0,0,,,,
Cl Moore 8,4/16/2019,0,0,16,0,0,,,,
Dyer Unit #10,4/16/2019,0,25,5,0,0,,,,
Flying G #1,4/16/2019,0,0,0,0,0,,,,
Fridel #1,4/16/2019,7,57,23,0,0,CT,,,
Heitz #1,4/16/2019,0,0,0,0,0,,,,
Huber #1,4/16/2019,0,0,0,0,0,,,,
Joe #1,4/16/2019,10,0,12,0,0,,,,
Kirby #1,4/16/2019,8,214,20,0,0,,,,
Kresta #1,4/16/2019,0,0,0,0,0,,,,
Lloyd #1,4/16/2019,2,122,43,0,0,CT,,,
Mclean #1,4/16/2019,7,0,0,0,0,,,,
Montemayor #1,4/16/2019,5,0,0,0,0,,,,
Moreland #1,4/16/2019,0,0,0,0,30,,,,
Palm #1,4/16/2019,711,1725,0,0,0,,,,
Pecan Grove #1,4/16/2019,2,74,56,160,160,,,,
Pierce Ranch #4,4/16/2019,0,28,10,0,0,,,,
Preston #1,4/16/2019,22,369,28,0,0,,,,
Rhodes #1,4/16/2019,7,0,3,0,0,,,,
Terrell #1,4/16/2019,0,67,3,0,0,Enterprise Sales- 67 MCF,,,
Thalmann #1,4/16/2019,3,57,0,40,10,,,,
Vermillion #1,4/16/2019,7,102,18,0,0,,,,
Wayne #1,4/16/2019,0,258,96,0,0,,,,
Wendel Unit #1,4/16/2019,8,0,363,0,0,,,,
White Marlin #1,4/16/2019,0,0,0,0,0,Unit bol at 1:00pm,,,
Wittig Sisters #1,4/16/2019,0,0,0,0,0,,,,
Cl Moore 6,4/15/2019,5,623,65,0,0,,,,
Cl Moore 8,4/15/2019,0,0,17,0,0,,,,
Dyer Unit #10,4/15/2019,0,25,5,0,0,,,,
Flying G #1,4/15/2019,0,0,0,0,0,,,,
Fridel #1,4/15/2019,7,28,33,0,0,,,,
Heitz #1,4/15/2019,0,0,0,0,0,,,,
Huber #1,4/15/2019,0,0,0,0,0,,,,
Joe #1,4/15/2019,0,0,10,0,0,,,,
Kirby #1,4/15/2019,12,238,10,0,0,Compressor was down on low suction bol at 12:00pm,,,
Kresta #1,4/15/2019,0,0,0,0,0,,,,
Lloyd #1,4/15/2019,0,1,50,0,0,,,,
Mclean #1,4/15/2019,7,0,0,0,0,,,,
Montemayor #1,4/15/2019,3,0,0,0,0,,,,
Moreland #1,4/15/2019,0,0,0,0,30,,,,
Palm #1,4/15/2019,126,1725,0,0,0,,,,
Pecan Grove #1,4/15/2019,0,123,28,160,160,,,,
Pierce Ranch #4,4/15/2019,0,28,10,0,0,,,,
Preston #1,4/15/2019,13,376,27,0,0,,,,
Rhodes #1,4/15/2019,8,0,10,0,0,,,,
Terrell #1,4/15/2019,0,68,7,0,0,Enterprise Sales- 68 MCF,,,
Thalmann #1,4/15/2019,3,50,0,40,10,,,,
Vermillion #1,4/15/2019,7,103,28,0,0,,,,
Wayne #1,4/15/2019,0,263,90,0,0,,,,
Wendel Unit #1,4/15/2019,7,0,360,0,0,,,,
White Marlin #1,4/15/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/15/2019,0,0,0,0,0,,,,
Cl Moore 6,4/14/2019,10,841,66,0,0,,,,
Cl Moore 8,4/14/2019,0,0,16,0,0,,,,
Dyer Unit #10,4/14/2019,0,20,3,0,0,,,,
Flying G #1,4/14/2019,0,0,0,0,0,,,,
Fridel #1,4/14/2019,9,15,40,0,0,,,,
Heitz #1,4/14/2019,0,0,0,0,0,,,,
Huber #1,4/14/2019,0,0,0,0,0,,,,
Joe #1,4/14/2019,0,0,20,0,0,,,,
Kirby #1,4/14/2019,8,242,28,0,0,,,,
Kresta #1,4/14/2019,0,0,0,0,0,,,,
Lloyd #1,4/14/2019,5,1,70,0,0,,,,
Mclean #1,4/14/2019,7,0,0,0,0,,,,
Montemayor #1,4/14/2019,6,0,0,0,0,,,,
Moreland #1,4/14/2019,0,0,0,0,30,,,,
Palm #1,4/14/2019,576,1694,0,0,0,,,,
Pecan Grove #1,4/14/2019,15,45,81,130,130,,,,
Pierce Ranch #4,4/14/2019,0,26,8,0,0,,,,
Preston #1,4/14/2019,23,385,38,0,0,,,,
Rhodes #1,4/14/2019,8,0,8,0,0,Flare 6,,,
Terrell #1,4/14/2019,0,76,3,0,0,Enterprise Sales- 76 MVF,,,
Thalmann #1,4/14/2019,7,65,0,40,10,,,,
Vermillion #1,4/14/2019,12,113,23,0,0,,,,
Wayne #1,4/14/2019,0,215,79,0,0,,,,
Wendel Unit #1,4/14/2019,7,0,362,0,0,,,,
White Marlin #1,4/14/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/14/2019,0,0,0,0,0,,,,
Cl Moore 6,4/13/2019,0,938,96,0,0,,,,
Cl Moore 8,4/13/2019,0,0,1,0,0,,,,
Dyer Unit #10,4/13/2019,0,20,6,0,0,,,,
Flying G #1,4/13/2019,0,0,0,0,0,,,,
Fridel #1,4/13/2019,20,25,22,0,0,,,,
Heitz #1,4/13/2019,0,0,0,0,0,,,,
Huber #1,4/13/2019,0,0,0,0,0,,,,
Joe #1,4/13/2019,5,0,37,0,0,,,,
Kirby #1,4/13/2019,17,241,8,0,0,,,,
Kresta #1,4/13/2019,0,0,0,0,0,,,,
Lloyd #1,4/13/2019,20,6,42,0,0,,,,
Mclean #1,4/13/2019,5,0,0,0,0,,,,
Montemayor #1,4/13/2019,8,0,0,0,0,,,,
Moreland #1,4/13/2019,0,0,0,0,30,,,,
Palm #1,4/13/2019,567,1688,0,0,0,,,,
Pecan Grove #1,4/13/2019,10,48,7,130,130,,,,
Pierce Ranch #4,4/13/2019,0,27,10,0,0,,,,
Preston #1,4/13/2019,16,372,28,0,0,,,,
Rhodes #1,4/13/2019,7,0,3,0,0,Flare 8,,,
Terrell #1,4/13/2019,0,75,3,0,0,Enterprise Sales- 75 MCF,,,
Thalmann #1,4/13/2019,3,65,0,40,10,,,,
Vermillion #1,4/13/2019,10,109,17,0,0,,,,
Wayne #1,4/13/2019,0,215,84,0,0,,,,
Wendel Unit #1,4/13/2019,8,0,362,0,0,,,,
White Marlin #1,4/13/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/13/2019,0,0,0,0,0,,,,
Cl Moore 6,4/12/2019,0,28,119,0,0,,,,
Cl Moore 8,4/12/2019,0,0,16,0,0,,,,
Dyer Unit #10,4/12/2019,0,30,30,0,0,,,,
Flying G #1,4/12/2019,0,0,0,0,0,,,,
Fridel #1,4/12/2019,2,18,20,0,0,,,,
Heitz #1,4/12/2019,0,0,0,0,0,,,,
Huber #1,4/12/2019,0,0,0,0,0,,,,
Joe #1,4/12/2019,33,0,3,0,0,,,,
Kirby #1,4/12/2019,15,236,25,0,0,,,,
Kresta #1,4/12/2019,0,0,0,0,0,,,,
Lloyd #1,4/12/2019,5,108,40,0,0,,,,
Mclean #1,4/12/2019,5,0,0,0,0,,,,
Montemayor #1,4/12/2019,2,0,0,0,0,,,,
Moreland #1,4/12/2019,0,0,0,0,30,,,,
Palm #1,4/12/2019,536,1654,0,0,0,,,,
Pecan Grove #1,4/12/2019,22,149,0,90,90,,,,
Pierce Ranch #4,4/12/2019,0,29,8,0,0,,,,
Preston #1,4/12/2019,22,384,37,0,0,,,,
Rhodes #1,4/12/2019,7,0,7,0,0,Flare 8,,,
Terrell #1,4/12/2019,0,52,20,0,0,Enterprise Sales- 52 MCF,,,
Thalmann #1,4/12/2019,5,66,0,35,10,,,,
Vermillion #1,4/12/2019,7,110,22,0,0,,,,
Wayne #1,4/12/2019,0,209,84,0,0,,,,
Wendel Unit #1,4/12/2019,8,0,363,0,0,,,,
White Marlin #1,4/12/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/12/2019,0,0,0,0,0,,,,
Cl Moore 6,4/11/2019,0,0,7,0,0,Electricity off to unit,,,
Cl Moore 8,4/11/2019,2,0,12,0,0,,,,
Dyer Unit #10,4/11/2019,0,20,7,0,0,,,,
Flying G #1,4/11/2019,0,0,0,0,0,,,,
Fridel #1,4/11/2019,2,158,8,0,0,,,,
Heitz #1,4/11/2019,0,0,0,0,0,,,,
Huber #1,4/11/2019,0,0,0,0,0,,,,
Joe #1,4/11/2019,0,0,10,0,0,,,,
Kirby #1,4/11/2019,13,241,10,0,0,,,,
Kresta #1,4/11/2019,0,0,0,0,0,,,,
Lloyd #1,4/11/2019,9,2,50,0,0,,,,
Mclean #1,4/11/2019,7,0,0,0,0,,,,
Montemayor #1,4/11/2019,20,0,0,0,0,,,,
Moreland #1,4/11/2019,0,0,0,0,30,,,,
Palm #1,4/11/2019,594,1656,0,0,0,,,,
Pecan Grove #1,4/11/2019,47,0,7,150,150,,,,
Pierce Ranch #4,4/11/2019,0,30,8,0,0,,,,
Preston #1,4/11/2019,17,389,30,0,0,,,,
Rhodes #1,4/11/2019,8,0,3,0,0,,,,
Terrell #1,4/11/2019,0,54,17,0,0,Enterprise Sales- 54 MCF,,,
Thalmann #1,4/11/2019,5,53,0,40,15,,,,
Vermillion #1,4/11/2019,10,107,17,0,0,,,,
Wayne #1,4/11/2019,0,144,70,0,0,,,,
Wendel Unit #1,4/11/2019,8,0,361,0,0,,,,
White Marlin #1,4/11/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/11/2019,0,0,0,0,0,,,,
Cl Moore 6,4/10/2019,0,0,0,0,0,,,,
Cl Moore 8,4/10/2019,0,16,1,0,0,Electricity off at 8 pm Ct,,,
Dyer Unit #10,4/10/2019,0,30,20,0,0,,,,
Flying G #1,4/10/2019,0,0,0,0,0,,,,
Fridel #1,4/10/2019,7,15,35,0,0,,,,
Heitz #1,4/10/2019,0,0,0,0,0,,,,
Huber #1,4/10/2019,0,0,0,0,0,,,,
Joe #1,4/10/2019,3,0,15,0,0,,,,
Kirby #1,4/10/2019,10,245,10,0,0,,,,
Kresta #1,4/10/2019,0,0,0,0,0,,,,
Lloyd #1,4/10/2019,14,4,55,0,0,,,,
Mclean #1,4/10/2019,7,0,0,0,0,,,,
Moreland #1,4/10/2019,0,0,0,0,30,,,,
Palm #1,4/10/2019,708,1634,0,0,0,,,,
Pecan Grove #1,4/10/2019,15,6,0,60,110,,,,
Pierce Ranch #4,4/10/2019,0,27,10,0,0,,,,
Preston #1,4/10/2019,18,404,58,0,0,,,,
Rhodes #1,4/10/2019,3,0,8,0,0,,,,
Terrell #1,4/10/2019,0,43,23,0,0,Enterprise Sales- 43 MCF,,,
Thalmann #1,4/10/2019,3,69,2,30,10,,,,
Vermillion #1,4/10/2019,10,99,22,0,0,,,,
Wayne #1,4/10/2019,0,0,0,0,0,Well loaded up high line press unloaded well,,,
Wendel Unit #1,4/10/2019,7,0,360,0,0,,,,
White Marlin #1,4/10/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/10/2019,0,0,0,0,0,,,,
Cl Moore 6,4/9/2019,0,0,0,0,0,,,,
Cl Moore 8,4/9/2019,7,5,22,0,0,,,,
Dyer Unit #10,4/9/2019,0,20,0,0,0,,,,
Flying G #1,4/9/2019,0,0,0,0,0,,,,
Fridel #1,4/9/2019,7,22,40,0,0,CT,,,
Heitz #1,4/9/2019,0,0,0,0,0,,,,
Huber #1,4/9/2019,0,0,0,0,0,,,,
Joe #1,4/9/2019,0,0,2,0,0,,,,
Kirby #1,4/9/2019,15,260,5,0,0,,,,
Kresta #1,4/9/2019,0,0,0,0,0,,,,
Lloyd #1,4/9/2019,7,35,53,0,0,CT,,,
Mclean #1,4/9/2019,11,0,0,0,0,,,,
Moreland #1,4/9/2019,0,0,0,0,30,,,,
Palm #1,4/9/2019,657,1665,0,0,0,,,,
Pecan Grove #1,4/9/2019,28,114,56,50,30,,,,
Pierce Ranch #4,4/9/2019,0,31,10,0,0,,,,
Preston #1,4/9/2019,17,0,27,0,0,,,,
Rhodes #1,4/9/2019,12,0,7,0,0,,,,
Terrell #1,4/9/2019,0,71,23,0,0,Enterprise Sales- 71 MCF,,,
Thalmann #1,4/9/2019,5,70,0,30,10,,,,
Vermillion #1,4/9/2019,7,94,33,0,0,,,,
Wayne #1,4/9/2019,0,70,25,0,0,,,,
Wendel Unit #1,4/9/2019,5,0,351,0,0,,,,
White Marlin #1,4/9/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/9/2019,0,0,0,0,0,,,,
Cl Moore 6,4/8/2019,0,0,0,0,0,,,,
Cl Moore 8,4/8/2019,28,0,17,0,0,,,,
Dyer Unit #10,4/8/2019,0,25,3,0,0,,,,
Flying G #1,4/8/2019,0,0,0,0,0,,,,
Fridel #1,4/8/2019,5,39,30,0,0,,,,
Heitz #1,4/8/2019,0,0,0,0,0,,,,
Huber #1,4/8/2019,0,0,0,0,0,BOL @ 2:30pm,,,
Joe #1,4/8/2019,2,0,12,0,0,,,,
Kirby #1,4/8/2019,8,213,15,0,0,,,,
Kresta #1,4/8/2019,0,0,0,0,0,,,,
Lloyd #1,4/8/2019,5,81,60,0,0,,,,
Mclean #1,4/8/2019,9,0,0,0,0,,,,
Moreland #1,4/8/2019,0,0,0,0,30,,,,
Palm #1,4/8/2019,351,1701,0,0,0,,,,
Pecan Grove #1,4/8/2019,35,154,0,60,60,,,,
Pierce Ranch #4,4/8/2019,0,28,7,0,0,,,,
Preston #1,4/8/2019,20,398,27,0,0,,,,
Rhodes #1,4/8/2019,5,0,12,0,0,,,,
Terrell #1,4/8/2019,0,72,18,0,0,Enterprise Sales- 72 MCF,,,
Thalmann #1,4/8/2019,12,71,2,40,15,,,,
Vermillion #1,4/8/2019,10,104,13,0,0,,,,
Wayne #1,4/8/2019,0,117,61,0,0,Well loaded up high line press unloaded well to tank turned well on,,,
Wendel Unit #1,4/8/2019,0,0,0,0,0,Pumping unit back on gas supply turned back on,,,
White Marlin #1,4/8/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/8/2019,0,0,0,0,0,,,,
Cl Moore 6,4/7/2019,0,0,0,0,0,,,,
Cl Moore 8,4/7/2019,35,0,15,0,0,,,,
Dyer Unit #10,4/7/2019,0,25,10,0,0,,,,
Flying G #1,4/7/2019,0,0,0,0,0,,,,
Fridel #1,4/7/2019,12,29,32,0,0,,,,
Heitz #1,4/7/2019,0,0,0,0,0,,,,
Huber #1,4/7/2019,0,0,0,0,0,,,,
Joe #1,4/7/2019,27,0,15,0,0,,,,
Kirby #1,4/7/2019,10,223,8,0,0,Compressor was down on low suction bol at 1:00pm,,,
Kresta #1,4/7/2019,0,0,0,0,0,,,,
Lloyd #1,4/7/2019,18,3,28,0,0,,,,
Mclean #1,4/7/2019,7,0,0,0,0,,,,
Moreland #1,4/7/2019,0,0,0,0,30,,,,
Palm #1,4/7/2019,551,1750,0,0,0,,,,
Pecan Grove #1,4/7/2019,43,107,7,150,150,,,,
Pierce Ranch #4,4/7/2019,0,27,8,0,0,,,,
Preston #1,4/7/2019,15,408,30,0,0,,,,
Rhodes #1,4/7/2019,12,0,5,0,0,,,,
Terrell #1,4/7/2019,0,74,18,0,0,Enterprise Sales- 74 MCF,,,
Thalmann #1,4/7/2019,10,42,18,45,20,,,,
Vermillion #1,4/7/2019,7,96,25,0,0,,,,
Wayne #1,4/7/2019,0,219,77,0,0,,,,
Wendel Unit #1,4/7/2019,0,0,0,0,0,,,,
White Marlin #1,4/7/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/7/2019,0,0,0,0,0,,,,
Cl Moore 6,4/6/2019,0,0,0,0,0,,,,
Cl Moore 8,4/6/2019,25,0,28,0,0,,,,
Dyer Unit #10,4/6/2019,0,30,20,0,0,,,,
Flying G #1,4/6/2019,0,0,0,0,0,,,,
Fridel #1,4/6/2019,7,46,32,0,0,,,,
Heitz #1,4/6/2019,0,0,0,0,0,,,,
Huber #1,4/6/2019,0,0,0,0,0,,,,
Joe #1,4/6/2019,0,0,0,0,0,,,,
Kirby #1,4/6/2019,10,262,41,0,0,,,,
Kresta #1,4/6/2019,0,0,0,0,0,,,,
Lloyd #1,4/6/2019,0,2,32,0,0,MUHO,,,
Mclean #1,4/6/2019,7,0,0,0,0,,,,
Moreland #1,4/6/2019,0,0,0,0,30,,,,
Palm #1,4/6/2019,605,1705,0,0,0,,,,
Pecan Grove #1,4/6/2019,28,36,14,150,150,,,,
Pierce Ranch #4,4/6/2019,0,31,8,0,0,,,,
Preston #1,4/6/2019,17,346,65,0,0,,,,
Rhodes #1,4/6/2019,18,0,8,0,0,Flare 9,,,
Thalmann #1,4/6/2019,2,49,13,55,12,,,,
Vermillion #1,4/6/2019,7,102,20,0,0,,,,
Wayne #1,4/6/2019,0,210,80,0,0,,,,
Wendel Unit #1,4/6/2019,0,0,0,0,0,,,,
White Marlin #1,4/6/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/6/2019,0,0,0,0,0,,,,
Cl Moore 6,4/5/2019,0,0,0,0,0,,,,
Cl Moore 8,4/5/2019,10,0,0,0,0,,,,
Dyer Unit #10,4/5/2019,0,30,20,0,0,,,,
Flying G #1,4/5/2019,0,0,0,0,0,,,,
Fridel #1,4/5/2019,9,14,25,0,0,,,,
Heitz #1,4/5/2019,0,0,0,0,0,,,,
Huber #1,4/5/2019,0,0,0,0,0,,,,
Joe #1,4/5/2019,2,0,2,0,0,,,,
Kirby #1,4/5/2019,12,248,20,0,0,,,,
Kresta #1,4/5/2019,0,0,0,0,0,,,,
Lloyd #1,4/5/2019,9,46,43,0,0,H.O.,,,
Mclean #1,4/5/2019,9,0,0,0,0,,,,
Montemayor #1,4/5/2019,0,0,0,0,0,,,,
Moreland #1,4/5/2019,0,0,0,0,30,,,,
Palm #1,4/5/2019,735,1656,0,0,0,,,,
Pecan Grove #1,4/5/2019,13,44,0,150,150,,,,
Pierce Ranch #4,4/5/2019,0,32,10,0,0,,,,
Preston #1,4/5/2019,3,311,0,0,0,Pumping unit was down vibration switch was tripped bol at 10:00am,,,
Rhodes #1,4/5/2019,0,0,0,0,0,Working on unit,,,
Thalmann #1,4/5/2019,0,51,2,30,12,,,,
Vermillion #1,4/5/2019,7,94,18,0,0,,,,
Wayne #1,4/5/2019,0,198,79,0,0,,,,
Wendel Unit #1,4/5/2019,0,0,0,0,0,,,,
White Marlin #1,4/5/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/5/2019,0,0,0,0,0,,,,
Cl Moore 6,4/4/2019,0,0,0,0,0,,,,
Cl Moore 8,4/4/2019,37,0,75,0,0,,,,
Dyer Unit #10,4/4/2019,0,30,10,0,0,,,,
Flying G #1,4/4/2019,0,0,0,0,0,,,,
Fridel #1,4/4/2019,7,16,28,0,0,,,,
Heitz #1,4/4/2019,0,0,0,0,0,,,,
Huber #1,4/4/2019,0,0,0,0,0,,,,
Joe #1,4/4/2019,2,0,0,0,0,,,,
Kirby #1,4/4/2019,5,211,10,0,0,Compressor was down on low suction bol at 9:00am,,,
Kresta #1,4/4/2019,0,0,0,0,0,,,,
Lloyd #1,4/4/2019,5,72,51,0,0,,,,
Mclean #1,4/4/2019,11,0,0,0,0,,,,
Montemayor #1,4/4/2019,0,0,0,0,0,,,,
Moreland #1,4/4/2019,0,0,0,0,30,,,,
Palm #1,4/4/2019,704,1604,0,0,0,,,,
Pecan Grove #1,4/4/2019,2,5,14,80,80,,,,
Pierce Ranch #4,4/4/2019,0,48,10,0,0,,,,
Preston #1,4/4/2019,18,318,32,0,0,Compressor was down bol at 9:00am,,,
Rhodes #1,4/4/2019,0,0,0,0,0,Working on unit,,,
Terrell #1,4/4/2019,0,74,15,0,0,Enterprise Sales- 74 MCF,,,
Thalmann #1,4/4/2019,2,81,2,30,12,,,,
Vermillion #1,4/4/2019,0,113,55,0,0,Compressor was down on low suction bol at-12:0m,,,
Wayne #1,4/4/2019,0,229,79,0,0,,,,
Wendel Unit #1,4/4/2019,0,0,0,0,0,,,,
White Marlin #1,4/4/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/4/2019,0,0,0,0,0,,,,
Cl Moore 6,4/3/2019,0,0,0,0,0,Ct,,,
Cl Moore 8,4/3/2019,0,0,0,0,0,Put PU on @ 8:00am,,,
Dyer Unit #10,4/3/2019,0,20,10,0,0,,,,
Flying G #1,4/3/2019,0,0,0,0,0,,,,
Fridel #1,4/3/2019,7,69,22,0,0,,,,
Heitz #1,4/3/2019,0,0,0,0,0,,,,
Huber #1,4/3/2019,0,0,0,0,0,,,,
Joe #1,4/3/2019,12,0,28,0,0,,,,
Kirby #1,4/3/2019,12,247,13,0,0,,,,
Kresta #1,4/3/2019,0,0,0,0,0,,,,
Lloyd #1,4/3/2019,2,2,60,0,0,,,,
Mclean #1,4/3/2019,11,0,0,0,0,Back online,,,
Montemayor #1,4/3/2019,2,0,0,0,0,,,,
Moreland #1,4/3/2019,0,0,0,0,30,,,,
Palm #1,4/3/2019,1196,1766,0,0,0,,,,
Pecan Grove #1,4/3/2019,0,102,88,80,80,,,,
Pierce Ranch #4,4/3/2019,0,26,8,0,0,,,,
Preston #1,4/3/2019,18,395,40,0,0,,,,
Rhodes #1,4/3/2019,3,0,12,0,0,Flare 6,,,
Terrell #1,4/3/2019,0,75,12,0,0,Enterprise Sales- 75 MCF,,,
Thalmann #1,4/3/2019,2,42,0,50,15,,,,
Vermillion #1,4/3/2019,3,108,41,0,0,,,,
Wayne #1,4/3/2019,0,113,90,0,0,,,,
Wendel Unit #1,4/3/2019,0,0,0,0,0,No gas for fuel supply Energy Transfer has line shut in pigging main line,,,
White Marlin #1,4/3/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/3/2019,0,0,0,0,0,,,,
Cl Moore 6,4/2/2019,7,0,50,0,0,,,,
Cl Moore 8,4/2/2019,0,0,0,0,0,Rig on well,,,
Dyer Unit #10,4/2/2019,0,20,20,0,0,,,,
Flying G #1,4/2/2019,0,0,0,0,0,,,,
Fridel #1,4/2/2019,11,11,41,0,0,CT,,,
Heitz #1,4/2/2019,0,0,0,0,0,,,,
Huber #1,4/2/2019,0,0,0,0,0,,,,
Joe #1,4/2/2019,12,0,3,0,0,,,,
Kirby #1,4/2/2019,10,267,13,0,0,,,,
Kresta #1,4/2/2019,0,0,0,0,0,,,,
Lloyd #1,4/2/2019,16,2,50,0,0,CT,,,
Mclean #1,4/2/2019,11,0,0,0,0,,,,
Montemayor #1,4/2/2019,3,0,0,0,0,,,,
Moreland #1,4/2/2019,0,0,0,0,30,,,,
Palm #1,4/2/2019,805,1664,0,0,0,,,,
Pecan Grove #1,4/2/2019,10,132,7,180,160,,,,
Pierce Ranch #4,4/2/2019,0,69,10,0,0,,,,
Preston #1,4/2/2019,18,424,27,0,0,,,,
Rhodes #1,4/2/2019,8,0,5,0,0,,,,
Terrell #1,4/2/2019,0,73,10,0,0,Enterprise Sales-  73 MCF,,,
Thalmann #1,4/2/2019,0,10,0,30,20,,,,
Vermillion #1,4/2/2019,53,112,99,0,0,,,,
Wayne #1,4/2/2019,0,0,0,0,0,Unloaded well to tank turned well on to sales,,,
Wendel Unit #1,4/2/2019,1,0,76,0,0,Unit down no gas pressure for fuel pipeline closed and locked,,,
White Marlin #1,4/2/2019,0,0,0,0,0,,,,
Wittig Sisters #1,4/2/2019,0,0,0,0,0,,,,
Cl Moore 6,4/1/2019,0,0,0,0,0,,,,
Cl Moore 8,4/1/2019,0,0,0,0,0,,,,
Dyer Unit #10,4/1/2019,0,30,30,0,0,,,,
Flying G #1,4/1/2019,0,0,0,0,0,,,,
Fridel #1,4/1/2019,7,60,22,0,0,,,,
Heitz #1,4/1/2019,0,0,0,0,0,,,,
Huber #1,4/1/2019,0,0,0,0,0,,,,
Joe #1,4/1/2019,20,0,0,0,0,,,,
Kirby #1,4/1/2019,15,218,8,0,0,,,,
Kresta #1,4/1/2019,0,0,0,0,0,,,,
Lloyd #1,4/1/2019,14,37,46,0,0,,,,
Mclean #1,4/1/2019,14,0,0,0,0,,,,
Montemayor #1,4/1/2019,0,0,0,0,0,,,,
Moreland #1,4/1/2019,0,0,5,0,30,,,,
Palm #1,4/1/2019,741,1668,0,0,0,,,,
Pecan Grove #1,4/1/2019,15,43,35,90,80,,,,
Pierce Ranch #4,4/1/2019,0,0,0,0,0,Back on,,,
Preston #1,4/1/2019,17,400,33,0,0,,,,
Rhodes #1,4/1/2019,0,0,0,0,0,Well was down BOL,,,
Terrell #1,4/1/2019,0,69,12,0,0,Enterprise Sales- 69 MCF,,,
