Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments,Sales Pressure,Flow Rate Sales,Flow Rate Flare
Branton #1,9/15/2021,0,0,0,0,0,BOL,,,
Dyer Unit #10,9/15/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/15/2021,0,0,13,0,0,,,,
Kincaid #1,9/15/2021,20,0,0,0,0,,,,
Kirby #1,9/15/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,9/15/2021,72,0,122,0,0,,,,
Mcwf #1,9/15/2021,0,0,517,0,0,,,,
Montemayor #1,9/15/2021,10,0,13,0,0,,,,
Moreland #1,9/15/2021,5,0,2,60,5,,,,
Palm #1,9/15/2021,7,256,97,0,0,,,,
Pecan Grove #1,9/15/2021,0,27,44,120,150,,,,
Pierce Ranch #4,9/15/2021,0,0,0,0,0,,,,
Preston #1,9/15/2021,5,213,25,0,0,,,,
Rhodes #1,9/15/2021,7,0,21,0,0,,,,
Thalmann #1,9/15/2021,0,0,0,50,15,,,,
VRE Minerals #1,9/15/2021,61,329,10,0,50,unit down w/over,,,
Vermillion #1,9/15/2021,0,0,0,0,0,,,,
White Marlin #1,9/15/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,9/15/2021,0,0,0,0,0,,,,
BMMP #1,9/14/2021,45,1110,5,140,0,,,,
Branton #1,9/14/2021,8,0,10,0,0,,,,
Dyer Unit #10,9/14/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/14/2021,0,0,23,0,0,,,,
Kincaid #1,9/14/2021,7,0,0,0,0,,,,
Kirby #1,9/14/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,9/14/2021,57,0,0,0,0,,,,
Mcwf #1,9/14/2021,0,0,769,0,0,,,,
Montemayor #1,9/14/2021,0,0,0,0,0,BOL,,,
Moreland #1,9/14/2021,5,0,10,60,5,,,,
Palm #1,9/14/2021,7,251,107,0,0,,,,
Pecan Grove #1,9/14/2021,0,2,92,120,150,,,,
Pierce Ranch #4,9/14/2021,0,0,0,0,0,,,,
Preston #1,9/14/2021,10,163,35,0,0,,,,
Rhodes #1,9/14/2021,3,0,22,0,0,,,,
Thalmann #1,9/14/2021,0,0,0,50,15,hot watered,,,
VRE Minerals #1,9/14/2021,60,395,32,150,150,,,,
Vermillion #1,9/14/2021,0,0,0,0,0,,,,
White Marlin #1,9/14/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,9/14/2021,0,0,0,0,0,,,,
BMMP #1,9/13/2021,15,1065,22,140,0,,,,
Branton #1,9/13/2021,0,0,0,0,0,BOL,,,
Dyer Unit #10,9/13/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/13/2021,0,0,13,0,0,,,,
Kincaid #1,9/13/2021,8,0,0,0,0,,,,
Kirby #1,9/13/2021,0,0,0,0,0,,,,
Kleimann #3 RE,9/13/2021,53,0,95,0,0,,,,
Mcwf #1,9/13/2021,0,0,643,0,0,,,,
Montemayor #1,9/13/2021,7,0,5,0,0,SIBU,,,
Moreland #1,9/13/2021,0,0,0,60,5,BOL,,,
Palm #1,9/13/2021,7,258,120,0,0,,,,
Pecan Grove #1,9/13/2021,0,1,79,120,150,,,,
Pierce Ranch #4,9/13/2021,0,0,0,0,0,,,,
Preston #1,9/13/2021,0,22,22,0,0,,,,
Rhodes #1,9/13/2021,10,0,8,0,0,,,,
Thalmann #1,9/13/2021,0,0,0,50,15,bol ,,,
VRE Minerals #1,9/13/2021,87,377,28,100,200,,,,
Vermillion #1,9/13/2021,0,0,0,0,0,,,,
White Marlin #1,9/13/2021,0,0,0,0,0,sibu ,,,
Wittig Sisters #1,9/13/2021,0,0,0,0,0,,,,
BMMP #1,9/12/2021,35,1257,8,140,0,,,,
Branton #1,9/12/2021,0,0,0,0,0,SIBU,,,
Dyer Unit #10,9/12/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/12/2021,0,0,10,0,0,,,,
Kincaid #1,9/12/2021,0,0,0,0,0,SIBU,,,
Kirby #1,9/12/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/12/2021,60,0,87,0,0,,,,
Mcwf #1,9/12/2021,0,0,575,0,0,,,,
Montemayor #1,9/12/2021,0,0,0,0,0,BOL,,,
Moreland #1,9/12/2021,0,0,0,60,5,SIBU,,,
Palm #1,9/12/2021,3,256,122,0,0,,,,
Pecan Grove #1,9/12/2021,0,0,37,120,150,,,,
Pierce Ranch #4,9/12/2021,0,0,0,0,0,,,,
Preston #1,9/12/2021,3,186,47,0,0,,,,
Rhodes #1,9/12/2021,10,0,0,0,0,,,,
Thalmann #1,9/12/2021,3,0,0,50,15,,,,
VRE Minerals #1,9/12/2021,97,441,12,150,275,,,,
Vermillion #1,9/12/2021,0,0,20,0,0,,,,
White Marlin #1,9/12/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,9/12/2021,0,0,0,0,0,,,,
BMMP #1,9/11/2021,15,1260,0,140,0,,,,
Branton #1,9/11/2021,3,0,8,0,0,,,,
Dyer Unit #10,9/11/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/11/2021,0,0,17,0,0,,,,
Kincaid #1,9/11/2021,0,0,0,0,0,SIBU,,,
Kirby #1,9/11/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/11/2021,57,0,73,0,0,,,,
Mcwf #1,9/11/2021,0,0,657,0,0,,,,
Montemayor #1,9/11/2021,0,0,2,0,0,SIBU,,,
Moreland #1,9/11/2021,0,0,0,60,5,BOL,,,
Palm #1,9/11/2021,7,167,102,0,0,,,,
Pecan Grove #1,9/11/2021,0,1,17,120,150,,,,
Pierce Ranch #4,9/11/2021,0,0,0,0,0,,,,
Preston #1,9/11/2021,5,219,35,0,0,,,,
Rhodes #1,9/11/2021,0,0,0,0,0,BOL on Propane,,,
Thalmann #1,9/11/2021,5,1,0,50,15,,,,
VRE Minerals #1,9/11/2021,62,265,22,150,275,,,,
Vermillion #1,9/11/2021,5,0,25,0,0,,,,
White Marlin #1,9/11/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,9/11/2021,0,0,0,0,0,,,,
BMMP #1,9/10/2021,0,1254,0,140,0,,,,
Branton #1,9/10/2021,0,0,110,0,0,BOL pulled bottoms on frac tank,,,
Dyer Unit #10,9/10/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/10/2021,0,0,17,0,0,,,,
Kincaid #1,9/10/2021,5,0,5,0,0,,,,
Kirby #1,9/10/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/10/2021,50,0,67,0,0,,,,
Mcwf #1,9/10/2021,0,0,432,0,0,,,,
Montemayor #1,9/10/2021,0,0,0,0,0,BOL,,,
Moreland #1,9/10/2021,0,0,0,60,5,SIBU,,,
Palm #1,9/10/2021,7,100,97,0,0,bol,,,
Pecan Grove #1,9/10/2021,0,1,57,120,150,,,,
Pierce Ranch #4,9/10/2021,0,0,0,0,0,,,,
Preston #1,9/10/2021,5,220,48,0,0,,,,
Rhodes #1,9/10/2021,0,0,0,0,0,SIBU,,,
Thalmann #1,9/10/2021,3,4,0,50,15,,,,
VRE Minerals #1,9/10/2021,89,294,33,300,500,,,,
Vermillion #1,9/10/2021,0,0,50,0,0,,,,
White Marlin #1,9/10/2021,0,0,0,0,0,,,,
Wittig Sisters #1,9/10/2021,0,0,0,0,0,,,,
BMMP #1,9/9/2021,5,1244,0,150,0,,,,
Branton #1,9/9/2021,3,0,32,0,0,,,,
Dyer Unit #10,9/9/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/9/2021,0,0,17,0,0,,,,
Kincaid #1,9/9/2021,0,0,0,0,0,BOL,,,
Kirby #1,9/9/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/9/2021,107,0,87,0,0,,,,
Mcwf #1,9/9/2021,0,0,199,0,0,,,,
Montemayor #1,9/9/2021,0,0,0,0,0,SIBU,,,
Moreland #1,9/9/2021,0,0,0,60,5,BOL,,,
Palm #1,9/9/2021,7,110,95,0,0,,,,
Pecan Grove #1,9/9/2021,0,1,85,120,150,,,,
Pierce Ranch #4,9/9/2021,0,0,0,0,0,,,,
Preston #1,9/9/2021,7,217,30,0,0,,,,
Rhodes #1,9/9/2021,0,0,0,0,0,,,,
Thalmann #1,9/9/2021,8,11,2,50,15,,,,
VRE Minerals #1,9/9/2021,100,288,22,300,500,,,,
Vermillion #1,9/9/2021,0,0,15,0,0,,,,
White Marlin #1,9/9/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,9/9/2021,0,0,0,0,0,,,,
BMMP #1,9/8/2021,20,1237,17,150,0,,,,
Branton #1,9/8/2021,0,0,0,0,0,SIBU,,,
Dyer Unit #10,9/8/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/8/2021,0,0,22,0,0,,,,
Kincaid #1,9/8/2021,0,0,0,0,0,SIBU,,,
Kirby #1,9/8/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/8/2021,0,0,75,0,0,,,,
Mcwf #1,9/8/2021,0,0,354,0,0,,,,
Montemayor #1,9/8/2021,0,0,0,0,0,BOL,,,
Moreland #1,9/8/2021,0,0,0,60,5,BOL,,,
Palm #1,9/8/2021,7,262,120,0,0,,,,
Pecan Grove #1,9/8/2021,0,0,44,120,150,,,,
Pierce Ranch #4,9/8/2021,0,0,0,0,0,,,,
Preston #1,9/8/2021,3,222,43,0,0,,,,
Rhodes #1,9/8/2021,0,0,0,0,0,SIBU,,,
Thalmann #1,9/8/2021,0,10,0,50,15,BOL,,,
VRE Minerals #1,9/8/2021,115,297,35,500,550,,,,
Vermillion #1,9/8/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,9/8/2021,0,0,0,0,0,,,,
Wittig Sisters #1,9/8/2021,0,0,0,0,0,,,,
BMMP #1,9/7/2021,35,1253,3,150,0,,,,
Branton #1,9/7/2021,0,0,0,0,0,bol,,,
Dyer Unit #10,9/7/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/7/2021,0,0,31,0,0,,,,
Kincaid #1,9/7/2021,5,0,0,0,0,,,,
Kirby #1,9/7/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/7/2021,57,0,85,0,0,,,,
Mcwf #1,9/7/2021,0,0,1042,0,0,,,,
Montemayor #1,9/7/2021,2,0,5,0,0,,,,
Moreland #1,9/7/2021,0,0,0,60,5,bol,,,
Palm #1,9/7/2021,7,258,100,0,0,,,,
Pecan Grove #1,9/7/2021,0,0,30,120,150,,,,
Pierce Ranch #4,9/7/2021,0,0,0,0,0,,,,
Preston #1,9/7/2021,5,220,35,0,0,,,,
Rhodes #1,9/7/2021,10,0,0,0,0,,,,
Thalmann #1,9/7/2021,7,2,0,50,15,,,,
VRE Minerals #1,9/7/2021,139,57,2,500,550,well and comp turned off bol,,,
Vermillion #1,9/7/2021,3,0,5,0,0,,,,
White Marlin #1,9/7/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,9/7/2021,0,0,0,0,0,,,,
BMMP #1,9/6/2021,30,1251,0,150,0,,,,
Branton #1,9/6/2021,3,0,5,0,0,,,,
Dyer Unit #10,9/6/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/6/2021,0,0,28,0,0,,,,
Kincaid #1,9/6/2021,2,0,27,0,0,,,,
Kirby #1,9/6/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,9/6/2021,53,0,75,0,0,,,,
Mcwf #1,9/6/2021,0,0,395,0,0,,,,
Montemayor #1,9/6/2021,0,0,0,0,0,bol,,,
Moreland #1,9/6/2021,0,0,7,60,5,SIBU,,,
Palm #1,9/6/2021,7,257,113,0,0,,,,
Pecan Grove #1,9/6/2021,0,0,52,120,150,,,,
Pierce Ranch #4,9/6/2021,0,0,0,0,0,,,,
Preston #1,9/6/2021,3,221,58,0,0,,,,
Rhodes #1,9/6/2021,0,0,0,0,0,BOL,,,
Thalmann #1,9/6/2021,7,16,3,50,15,,,,
VRE Minerals #1,9/6/2021,165,394,50,500,550,,,,
Vermillion #1,9/6/2021,0,0,23,0,0,,,,
White Marlin #1,9/6/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,9/6/2021,0,0,0,0,0,,,,
BMMP #1,9/5/2021,60,1234,0,150,0,,,,
Branton #1,9/5/2021,2,0,20,0,0,,,,
Dyer Unit #10,9/5/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/5/2021,0,0,12,0,0,,,,
Kincaid #1,9/5/2021,0,0,0,0,0,,,,
Kirby #1,9/5/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,9/5/2021,74,0,70,0,0,,,,
Mcwf #1,9/5/2021,0,0,649,0,0,,,,
Montemayor #1,9/5/2021,0,0,0,0,0,sibu,,,
Moreland #1,9/5/2021,0,0,0,60,5,bol,,,
Palm #1,9/5/2021,7,260,99,0,0,,,,
Pecan Grove #1,9/5/2021,0,0,15,120,150,,,,
Pierce Ranch #4,9/5/2021,0,0,0,0,0,,,,
Preston #1,9/5/2021,3,221,58,0,0,,,,
Rhodes #1,9/5/2021,0,0,0,0,0,sibu,,,
Thalmann #1,9/5/2021,37,17,35,50,15,,,,
VRE Minerals #1,9/5/2021,212,39,28,500,550,,,,
Vermillion #1,9/5/2021,0,0,0,0,0,,,,
White Marlin #1,9/5/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,9/5/2021,0,0,0,0,0,,,,
BMMP #1,9/4/2021,0,1263,2,150,0,,,,
Branton #1,9/4/2021,7,0,0,0,0,sibu,,,
Dyer Unit #10,9/4/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/4/2021,3,0,17,0,0,,,,
Kincaid #1,9/4/2021,8,0,0,0,0,,,,
Kirby #1,9/4/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,9/4/2021,23,0,85,0,0,,,,
Mcwf #1,9/4/2021,0,0,1095,0,0,,,,
Montemayor #1,9/4/2021,0,0,0,0,0,sibu,,,
Moreland #1,9/4/2021,0,0,22,60,5,sibu,,,
Palm #1,9/4/2021,13,257,112,0,0,,,,
Pecan Grove #1,9/4/2021,0,1,94,120,150,,,,
Pierce Ranch #4,9/4/2021,0,0,0,0,0,,,,
Preston #1,9/4/2021,5,220,31,0,0,,,,
Rhodes #1,9/4/2021,0,0,0,0,0,sibu,,,
Thalmann #1,9/4/2021,47,11,67,50,15,,,,
VRE Minerals #1,9/4/2021,13,0,167,150,100,,,,
Vermillion #1,9/4/2021,0,0,0,0,0,,,,
White Marlin #1,9/4/2021,0,0,0,0,0,,,,
Wittig Sisters #1,9/4/2021,0,0,0,0,0,,,,
BMMP #1,9/3/2021,5,1345,5,150,0,,,,
Branton #1,9/3/2021,0,0,0,0,0,,,,
Dyer Unit #10,9/3/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/3/2021,5,0,18,0,0,,,,
Kincaid #1,9/3/2021,8,0,0,0,0,sibu ,,,
Kirby #1,9/3/2021,0,0,0,0,0,,,,
Kleimann #3 RE,9/3/2021,97,0,80,0,0,,,,
Mcwf #1,9/3/2021,0,0,797,0,0,,,,
Montemayor #1,9/3/2021,0,0,0,0,0,sibu ,,,
Moreland #1,9/3/2021,0,0,0,60,5,bol,,,
Palm #1,9/3/2021,0,276,80,0,0,,,,
Pecan Grove #1,9/3/2021,0,1,48,120,150,,,,
Pierce Ranch #4,9/3/2021,0,0,0,0,0,,,,
Preston #1,9/3/2021,5,219,35,0,0,,,,
Rhodes #1,9/3/2021,0,0,2,0,0,sibu ,,,
Thalmann #1,9/3/2021,3,0,5,50,15,,,,
VRE Minerals #1,9/3/2021,0,0,0,0,0,bol,,,
Vermillion #1,9/3/2021,0,0,0,0,0,,,,
White Marlin #1,9/3/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,9/3/2021,0,0,0,0,0,,,,
BMMP #1,9/2/2021,80,1329,12,150,0,,,,
Branton #1,9/2/2021,7,0,7,0,0,SIBU,,,
Dyer Unit #10,9/2/2021,0,0,0,0,0,S.i.,,,
Joe #1,9/2/2021,8,0,15,0,0,,,,
Kincaid #1,9/2/2021,10,0,0,0,0,,,,
Kirby #1,9/2/2021,0,0,0,0,0,,,,
Kleimann #3 RE,9/2/2021,65,0,57,0,0,,,,
Mcwf #1,9/2/2021,0,0,965,0,0,,,,
Montemayor #1,9/2/2021,3,0,0,0,0,sibu,,,
Moreland #1,9/2/2021,0,0,0,60,5,sibu,,,
Palm #1,9/2/2021,7,258,97,0,0,,,,
Pecan Grove #1,9/2/2021,0,0,31,120,150,,,,
Pierce Ranch #4,9/2/2021,0,0,0,0,0,,,,
Preston #1,9/2/2021,3,219,28,0,0,,,,
Rhodes #1,9/2/2021,0,0,0,0,0,,,,
Thalmann #1,9/2/2021,25,0,52,50,15,,,,
VRE Minerals #1,9/2/2021,0,0,0,0,0,sibu,,,
Vermillion #1,9/2/2021,0,0,7,0,0,,,,
White Marlin #1,9/2/2021,0,0,0,0,0,,,,
Wittig Sisters #1,9/2/2021,0,0,0,0,0,,,,
BMMP #1,9/1/2021,25,1619,10,150,0,,,,
Branton #1,9/1/2021,0,0,0,0,0,bol dn vibration,,,
Dyer Unit #10,9/1/2021,0,0,0,0,0,"S,I.",,,
Joe #1,9/1/2021,27,0,10,0,0,,,,
Kincaid #1,9/1/2021,8,0,0,0,0,,,,
Kirby #1,9/1/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,9/1/2021,0,0,85,0,0,,,,
Mcwf #1,9/1/2021,0,0,503,0,0,,,,
Montemayor #1,9/1/2021,0,0,0,0,0,sibu,,,
Moreland #1,9/1/2021,0,0,0,60,5,bol,,,
Palm #1,9/1/2021,3,246,72,0,0,,,,
Pecan Grove #1,9/1/2021,0,127,51,120,150,,,,
Pierce Ranch #4,9/1/2021,0,0,0,0,0,,,,
Preston #1,9/1/2021,30,218,0,0,0,,,,
Rhodes #1,9/1/2021,0,0,0,0,0,bol low fuel gas,,,
Thalmann #1,9/1/2021,0,0,0,50,15,bol vibration,,,
VRE Minerals #1,9/1/2021,0,0,0,0,0,w/over,,,
Vermillion #1,9/1/2021,0,0,0,0,0,,,,
White Marlin #1,9/1/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,9/1/2021,0,0,0,0,0,,,,
BMMP #1,8/31/2021,140,1583,10,150,0,,,,
Branton #1,8/31/2021,0,0,0,0,0,SIBU,,,
Dyer Unit #10,8/31/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/31/2021,18,0,60,0,0,,,,
Kincaid #1,8/31/2021,0,0,0,0,0,bol,,,
Kirby #1,8/31/2021,0,0,0,0,0,sibu,,,
Kleimann #3 RE,8/31/2021,43,0,78,0,0,,,,
Mcwf #1,8/31/2021,0,0,1134,0,0,,,,
Montemayor #1,8/31/2021,0,0,0,0,0,bol,,,
Moreland #1,8/31/2021,0,0,0,60,5,SIBU,,,
Palm #1,8/31/2021,7,256,92,0,0,,,,
Pecan Grove #1,8/31/2021,0,58,42,120,150,,,,
Pierce Ranch #4,8/31/2021,0,0,0,0,0,,,,
Preston #1,8/31/2021,5,216,0,0,0,,,,
Rhodes #1,8/31/2021,0,0,0,0,0,BOL,,,
Thalmann #1,8/31/2021,0,0,0,50,15,sibu,,,
VRE Minerals #1,8/31/2021,0,0,0,0,0,W/O on Location,,,
Vermillion #1,8/31/2021,0,0,0,0,0,bol,,,
White Marlin #1,8/31/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,8/31/2021,0,0,0,0,0,,,,
BMMP #1,8/30/2021,15,1321,7,150,0,,,,
Branton #1,8/30/2021,3,0,3,0,0,,,,
Dyer Unit #10,8/30/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/30/2021,0,0,23,0,0,,,,
Kincaid #1,8/30/2021,0,0,0,0,0,sibu,,,
Kirby #1,8/30/2021,0,0,0,0,0,,,,
Kleimann #3 RE,8/30/2021,40,0,28,0,0,,,,
Mcwf #1,8/30/2021,0,0,931,0,0,,,,
Montemayor #1,8/30/2021,8,0,0,0,0,sibu,,,
Moreland #1,8/30/2021,0,0,0,60,5,BOL,,,
Palm #1,8/30/2021,7,256,97,0,0,,,,
Pecan Grove #1,8/30/2021,0,0,1,120,150,,,,
Pierce Ranch #4,8/30/2021,0,0,0,0,0,,,,
Preston #1,8/30/2021,0,214,10,0,0,,,,
Rhodes #1,8/30/2021,5,0,0,0,0,,,,
Thalmann #1,8/30/2021,0,0,0,50,15,sibu,,,
VRE Minerals #1,8/30/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/30/2021,0,0,0,0,0,sibu,,,
White Marlin #1,8/30/2021,0,0,0,0,0,sibu,,,
Wittig Sisters #1,8/30/2021,0,0,0,0,0,,,,
BMMP #1,8/29/2021,15,1330,2,150,0,,,,
Branton #1,8/29/2021,0,0,0,0,0,SIBU,,,
Dyer Unit #10,8/29/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/29/2021,0,0,15,0,0,,,,
Kincaid #1,8/29/2021,0,0,0,0,0,SIBU,,,
Kirby #1,8/29/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,8/29/2021,57,0,58,0,0,,,,
Mcwf #1,8/29/2021,0,0,555,0,0,,,,
Montemayor #1,8/29/2021,0,0,0,0,0,BOL,,,
Moreland #1,8/29/2021,0,0,0,60,5,SIBU,,,
Palm #1,8/29/2021,5,257,120,0,0,,,,
Pecan Grove #1,8/29/2021,0,8,0,120,150,"BOL  on propane,low casing",,,
Pierce Ranch #4,8/29/2021,0,0,0,0,0,,,,
Preston #1,8/29/2021,0,215,30,0,0,,,,
Rhodes #1,8/29/2021,3,0,0,0,0,,,,
Thalmann #1,8/29/2021,0,0,0,50,15,SIBU,,,
VRE Minerals #1,8/29/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/29/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,8/29/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,8/29/2021,0,0,0,0,0,,,,
BMMP #1,8/28/2021,20,960,0,150,0,,,,
Branton #1,8/28/2021,0,0,0,0,0,BOL,,,
Dyer Unit #10,8/28/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/28/2021,0,0,20,0,0,,,,
Kincaid #1,8/28/2021,0,0,0,0,0,SIBU,,,
Kirby #1,8/28/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,8/28/2021,57,0,85,0,0,,,,
Mcwf #1,8/28/2021,0,0,575,0,0,,,,
Montemayor #1,8/28/2021,2,0,3,0,0,sibu,,,
Moreland #1,8/28/2021,0,0,0,60,5,SIBU,,,
Palm #1,8/28/2021,7,257,127,0,0,,,,
Pecan Grove #1,8/28/2021,0,45,41,120,150,,,,
Pierce Ranch #4,8/28/2021,0,0,0,0,0,,,,
Preston #1,8/28/2021,0,217,20,0,0,,,,
Rhodes #1,8/28/2021,2,0,0,0,0,,,,
Thalmann #1,8/28/2021,0,0,0,50,15,SIBU,,,
VRE Minerals #1,8/28/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/28/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,8/28/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,8/28/2021,0,0,0,0,0,,,,
BMMP #1,8/27/2021,80,710,0,150,0,,,,
Branton #1,8/27/2021,0,0,0,0,0,SIBU,,,
Dyer Unit #10,8/27/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/27/2021,0,0,13,0,0,,,,
Kincaid #1,8/27/2021,0,0,0,0,0,sibu,,,
Kirby #1,8/27/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,8/27/2021,13,0,48,0,0,,,,
Mcwf #1,8/27/2021,0,0,547,0,0,,,,
Montemayor #1,8/27/2021,0,0,0,0,0,BOL,,,
Moreland #1,8/27/2021,0,0,0,60,5,SIBU,,,
Palm #1,8/27/2021,7,259,102,0,0,,,,
Pecan Grove #1,8/27/2021,0,0,80,120,150,,,,
Pierce Ranch #4,8/27/2021,0,0,0,0,0,,,,
Preston #1,8/27/2021,0,152,25,0,0,,,,
Rhodes #1,8/27/2021,0,0,0,0,0,,,,
Thalmann #1,8/27/2021,0,0,0,50,15,SIBU,,,
VRE Minerals #1,8/27/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/27/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,8/27/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,8/27/2021,0,0,0,0,0,,,,
BMMP #1,8/26/2021,3,3575,0,150,0,SIBU,,,
Branton #1,8/26/2021,0,0,0,0,0,BOL,,,
Dyer Unit #10,8/26/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/26/2021,0,0,25,0,0,,,,
Kincaid #1,8/26/2021,2,0,20,0,0,,,,
Kirby #1,8/26/2021,0,0,0,0,0,SIBU,,,
Kleimann #3 RE,8/26/2021,37,0,107,0,0,,,,
Mcwf #1,8/26/2021,0,0,593,0,0,,,,
Montemayor #1,8/26/2021,0,0,0,0,0,SIBU,,,
Moreland #1,8/26/2021,0,0,8,60,5,,,,
Palm #1,8/26/2021,7,10,99,0,0,,,,
Pecan Grove #1,8/26/2021,0,0,44,120,150,,,,
Pierce Ranch #4,8/26/2021,0,0,0,0,0,,,,
Preston #1,8/26/2021,0,2,22,0,0,,,,
Rhodes #1,8/26/2021,7,0,0,0,0,,,,
Thalmann #1,8/26/2021,0,0,0,50,15,SIBU,,,
VRE Minerals #1,8/26/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/26/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,8/26/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,8/26/2021,0,0,0,0,0,,,,
BMMP #1,8/25/2021,0,3348,0,150,0,,,,
Branton #1,8/25/2021,3,0,0,0,0,,,,
Dyer Unit #10,8/25/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/25/2021,0,0,8,0,0,,,,
Kincaid #1,8/25/2021,2,0,58,0,0,,,,
Kirby #1,8/25/2021,0,0,0,0,0,,,,
Kleimann #3 RE,8/25/2021,37,0,43,0,0,,,,
Mcwf #1,8/25/2021,0,0,752,0,0,,,,
Montemayor #1,8/25/2021,0,0,0,0,0,BOL,,,
Moreland #1,8/25/2021,0,0,7,60,5,,,,
Palm #1,8/25/2021,7,252,90,0,0,,,,
Pecan Grove #1,8/25/2021,3,0,32,120,150,,,,
Pierce Ranch #4,8/25/2021,0,0,0,0,0,,,,
Preston #1,8/25/2021,0,217,31,0,0,,,,
Rhodes #1,8/25/2021,2,0,0,0,0,,,,
Thalmann #1,8/25/2021,0,0,0,50,15,SIBU,,,
VRE Minerals #1,8/25/2021,0,0,0,0,0,SIBU,,,
Vermillion #1,8/25/2021,0,0,0,0,0,SIBU,,,
White Marlin #1,8/25/2021,0,0,0,0,0,SIBU,,,
Wittig Sisters #1,8/25/2021,0,0,0,0,0,,,,
BMMP #1,8/24/2021,10,344,2,150,0,bol comp dn low suction,,,
Branton #1,8/24/2021,0,0,5,0,0,,,,
Dyer Unit #10,8/24/2021,0,0,0,0,0,S.i.,,,
Joe #1,8/24/2021,0,0,17,0,0,,,,
Kincaid #1,8/24/2021,10,0,90,0,0,,,,
Kirby #1,8/24/2021,0,0,0,0,0,,,,
Kleimann #3 RE,8/24/2021,32,0,25,0,0,,,,
Mcwf #1,8/24/2021,0,0,714,0,0,,,,
Montemayor #1,8/24/2021,0,0,0,0,0,sibu,,,
Moreland #1,8/24/2021,0,0,0,60,5,,,,
Palm #1,8/24/2021,7,251,103,0,0,,,,
Pecan Grove #1,8/24/2021,0,0,50,120,150,,,,
Pierce Ranch #4,8/24/2021,0,0,0,0,0,,,,
Preston #1,8/24/2021,5,216,38,0,0,,,,
Rhodes #1,8/24/2021,8,0,0,0,0,,,,
