Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2023-12-31,5.5,11,0.0,0,0,
Blair TXL 7 #2,2023-12-31,8.37,12,0.0,0,0,
Blair TXL 7 #3,2023-12-31,6.0,0,0.0,0,0,
Branton #1,2023-12-31,0.0,0,0.0,0,0,
Davis Lease,2023-12-31,0.0,0,107.25,0,0,Gauge 5-2
JM Moore 178,2023-12-31,5.01,0,0.0,0,0,Venting gas 113 mcf
JM Moore 192,2023-12-31,8.35,0,110.0,0,0,Well  dn electrical problem
Kleimann #3,2023-12-31,0.0,0,0.0,0,0,
MCWF #1,2023-12-31,0.0,0,222.63,0,0,
Paddy 19 State #1 & #5,2023-12-31,0.0,0,8.25,0,0,Power outage. South heater treater has oil in water dump valve. Switched to other treater.
Palm #1,2023-12-31,0.0,0,0.0,0,0,
Preston #1,2023-12-31,0.0,0,0.0,0,0,
Vermillion #1,2023-12-31,0.0,0,0.0,0,0,
White Marlin #1,2023-12-31,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-30,8.25,13,0.0,0,0,
Blair TXL 7 #2,2023-12-30,13.95,13,0.0,0,0,
Blair TXL 7 #3,2023-12-30,8.0,0,0.0,0,0,
Branton #1,2023-12-30,0.0,0,0.0,0,0,
Davis Lease,2023-12-30,0.0,0,13.75,0,0,Gauge 4-9
JM Moore 178,2023-12-30,5.01,0,1.67,0,0,Venting gas 111 mcf
JM Moore 192,2023-12-30,11.69,0,140.0,0,0,
Kleimann #3,2023-12-30,0.0,0,0.0,0,0,
MCWF #1,2023-12-30,0.0,0,302.18,0,0,
Montemayor #1,2023-12-30,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-30,0.0,0,87.25,0,0,
Palm #1,2023-12-30,0.0,0,0.0,0,0,
Preston #1,2023-12-30,0.0,0,0.0,0,0,
Vermillion #1,2023-12-30,0.0,0,0.0,0,0,
White Marlin #1,2023-12-30,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-29,8.25,12,0.0,0,0,
Blair TXL 7 #2,2023-12-29,13.95,11,0.0,0,0,
Blair TXL 7 #3,2023-12-29,8.0,0,0.0,0,0,
Branton #1,2023-12-29,0.0,0,0.0,0,0,
Davis Lease,2023-12-29,0.0,0,0.0,0,0,#3 running
JM Moore 178,2023-12-29,5.01,0,0.0,0,0,Venting gas 110 mcf
JM Moore 192,2023-12-29,13.36,0,135.0,0,0,
Kleimann #3,2023-12-29,0.0,0,0.0,0,0,
MCWF #1,2023-12-29,0.0,0,227.31,0,0,
Montemayor #1,2023-12-29,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-29,0.0,0,19.25,0,0,
Palm #1,2023-12-29,0.0,0,0.0,0,0,
Preston #1,2023-12-29,0.0,0,0.0,0,0,
Vermillion #1,2023-12-29,0.0,0,0.0,0,0,
White Marlin #1,2023-12-29,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-28,0.0,7,0.0,0,0,
Blair TXL 7 #2,2023-12-28,0.0,7,0.0,0,0,Back on late yesterday evening
Blair TXL 7 #3,2023-12-28,0.0,0,0.0,0,0,
Branton #1,2023-12-28,0.0,0,0.0,0,0,
Davis Lease,2023-12-28,0.0,0,0.0,0,0,
JM Moore 178,2023-12-28,6.68,0,1.67,0,0,Venting gas 116 mcf
JM Moore 192,2023-12-28,15.03,0,140.0,0,0,
Kleimann #3,2023-12-28,0.0,0,0.0,0,0,
MCWF #1,2023-12-28,0.0,0,328.51,0,0,
Montemayor #1,2023-12-28,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-28,0.0,0,11.0,0,0,
Palm #1,2023-12-28,0.0,0,0.0,0,0,
Preston #1,2023-12-28,0.0,0,0.0,0,0,
Vermillion #1,2023-12-28,0.0,0,0.0,0,0,
White Marlin #1,2023-12-28,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-27,0.0,9,0.0,0,0,All electricity was down. Called electrician 
Blair TXL 7 #2,2023-12-27,0.0,9,0.0,0,0,
Blair TXL 7 #3,2023-12-27,0.0,0,0.0,0,0,
Branton #1,2023-12-27,0.0,0,0.0,0,0,
Davis Lease,2023-12-27,0.0,0,0.0,0,0,
JM Moore 178,2023-12-27,5.01,0,1.67,0,0,Venting gas 113 mcf
JM Moore 192,2023-12-27,10.02,0,132.0,0,0,
Joe #1,2023-12-27,0.0,0,0.0,0,0,Well remains shut in
Kleimann #3,2023-12-27,0.0,0,0.0,0,0,
MCWF #1,2023-12-27,0.0,0,361.42,0,0,
Montemayor #1,2023-12-27,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-27,0.0,0,27.5,0,0,
Palm #1,2023-12-27,0.0,0,0.0,0,0,
Preston #1,2023-12-27,0.0,0,0.0,0,0,
Vermillion #1,2023-12-27,0.0,0,0.0,0,0,Unit remains down
White Marlin #1,2023-12-27,0.0,0,0.0,0,0,Unit remains down
Blair TXL 7 #1,2023-12-26,0.0,10,0.0,0,0,
Blair TXL 7 #2,2023-12-26,2.79,10,0.0,0,0,Electricity down
Blair TXL 7 #3,2023-12-26,0.0,0,0.0,0,0,
Branton #1,2023-12-26,0.0,0,0.0,0,0,
Davis Lease,2023-12-26,0.0,0,0.0,0,0,
JM Moore 178,2023-12-26,8.35,0,0.0,0,0,Venting gas 114 mcf
JM Moore 192,2023-12-26,10.02,0,135.0,0,0,
Joe #1,2023-12-26,0.0,0,0.0,0,0,Well shut in
Kleimann #3,2023-12-26,0.0,0,0.0,0,0,
MCWF #1,2023-12-26,0.0,0,415.58,0,0,
Montemayor #1,2023-12-26,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-26,0.0,0,13.75,0,0,Well 5 over gauged.
Palm #1,2023-12-26,0.0,0,0.0,0,0,
Preston #1,2023-12-26,0.0,0,0.0,0,0,
Vermillion #1,2023-12-26,0.0,0,0.0,0,0,Unit remains down
White Marlin #1,2023-12-26,0.0,0,0.0,0,0,Unit remains down
Blair TXL 7 #1,2023-12-25,1.37,12,0.0,0,0,
Blair TXL 7 #2,2023-12-25,8.37,12,0.0,0,0,
Blair TXL 7 #3,2023-12-25,0.0,0,0.0,0,0,
Branton #1,2023-12-25,0.0,0,0.0,0,0,
Davis Lease,2023-12-25,0.0,0,0.0,0,0,
JM Moore 178,2023-12-25,5.01,0,1.67,0,0,Venting gas 115 mcf
JM Moore 192,2023-12-25,5.01,0,130.0,0,0,
Joe #1,2023-12-25,0.0,0,0.0,0,0,Well shut in till further notice
Kleimann #3,2023-12-25,0.0,0,0.0,0,0,
MCWF #1,2023-12-25,0.0,0,117.18,0,0,
Montemayor #1,2023-12-25,0.0,0,0.0,0,0,
Paddy 19 State #1 & #5,2023-12-25,0.0,0,13.75,0,0,
Palm #1,2023-12-25,0.0,0,0.0,0,0,
Preston #1,2023-12-25,0.0,0,0.0,0,0,
Vermillion #1,2023-12-25,0.0,0,0.0,0,0,Remains down
White Marlin #1,2023-12-25,0.0,0,0.0,0,0,Remains down
Blair TXL 7 #1,2023-12-24,1.38,13,0.0,0,0,
Blair TXL 7 #2,2023-12-24,0.0,0,0.0,0,0,
Blair TXL 7 #3,2023-12-24,0.0,0,0.0,0,0,
Branton #1,2023-12-24,0.0,0,0.0,0,0,
Davis Lease,2023-12-24,0.0,0,0.0,0,0,
JM Moore 178,2023-12-24,5.01,0,0.0,0,0,Venting gas 112 mcf
JM Moore 192,2023-12-24,6.68,0,135.0,0,0,
Kleimann #3,2023-12-24,0.0,0,0.0,0,0,
MCWF #1,2023-12-24,0.0,0,323.24,0,0,
Paddy 19 State #1 & #5,2023-12-24,2.76,0,16.5,0,0,
Palm #1,2023-12-24,0.0,0,0.0,0,0,
Preston #1,2023-12-24,0.0,0,0.0,0,0,Well shut in
Vermillion #1,2023-12-24,0.0,0,0.0,0,0,
White Marlin #1,2023-12-24,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-23,1.38,13,0.0,0,0,
Blair TXL 7 #2,2023-12-23,8.37,12,0.0,0,0,
Blair TXL 7 #3,2023-12-23,0.0,0,0.0,0,0,
Branton #1,2023-12-23,0.0,0,0.0,0,0,
Davis Lease,2023-12-23,0.0,0,0.0,0,0,
JM Moore 178,2023-12-23,5.01,0,1.67,0,0,Venting gas 110 mcf
JM Moore 192,2023-12-23,5.01,0,132.0,0,0,
Kleimann #3,2023-12-23,0.0,0,0.0,0,0,
MCWF #1,2023-12-23,0.0,0,223.55,0,0,
Paddy 19 State #1 & #5,2023-12-23,0.0,0,22.0,0,0,
Palm #1,2023-12-23,0.0,0,0.0,0,0,
Preston #1,2023-12-23,0.0,0,0.0,0,0,
Vermillion #1,2023-12-23,0.0,0,0.0,0,0,
White Marlin #1,2023-12-23,0.0,0,0.0,0,0,
Blair TXL 7 #1,2023-12-22,1.65,12,0.0,0,0,
Blair TXL 7 #2,2023-12-22,5.58,12,0.0,0,0,
Blair TXL 7 #3,2023-12-22,0.0,0,0.0,0,0,
Branton #1,2023-12-22,0.0,0,0.0,0,0,Off
Davis Lease,2023-12-22,0.0,0,0.0,0,0,
JM Moore 178,2023-12-22,5.01,0,1.67,0,0,Venting gas 114 mcf
