Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2020-01-31,41.25,91.0,194.0,0,0,
Blair TXL 7 #2,2020-01-31,13.95,16.0,0.0,0,0,
Blair TXL 7 #3,2020-01-31,0.0,0.0,0.0,0,0,
CL Moore 6,2020-01-31,2.32,313.0,1.67,0,0,
CL Moore 8,2020-01-31,0.0,0.0,20.04,0,0,
Davis Lease,2020-01-31,11.16,0.0,145.0,0,0,
Dyer Unit #10,2020-01-31,1.16,25.0,9.78,0,0,
Fridel #1,2020-01-31,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-01-31,0.0,0.0,0.0,0,0,
JM Moore 178,2020-01-31,5.01,70.0,0.0,0,0,Comp. Down no speed signal mech on the way
JM Moore 192,2020-01-31,15.03,0.0,107.0,0,0,
Joe #1,2020-01-31,0.0,0.0,0.0,0,0,
Kincaid #1,2020-01-31,8.35,0.0,190.12,0,0,
Kirby #1,2020-01-31,0.0,206.9,5.01,0,0,
Kleimann #3,2020-01-31,20.04,0.0,281.77,0,0,
Lloyd #1,2020-01-31,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-01-31,6.81,0.0,26.72,0,0,
Montemayor #1,2020-01-31,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2020-01-31,5.52,0.0,19.25,0,0,
Palm #1,2020-01-31,4.64,909.3,189.9,0,0,
Pierce Ranch #4,2020-01-31,1.16,19.0,5.01,0,0,
Preston #1,2020-01-31,8.35,372.1,18.37,0,0,
Rhodes #1,2020-01-31,3.34,0.0,3.34,0,0,
Terrell #1,2020-01-31,0.0,49.0,1.67,0,0,Enterprise Sales- 49 MCF
Vermillion #1,2020-01-31,0.0,100.1,78.49,0,0,
Wayne #1,2020-01-31,0.0,231.0,0.0,0,0,
Wendel Unit #1,2020-01-31,0.0,0.0,0.0,0,0,
White Marlin #1,2020-01-31,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2020-01-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-01-30,44.0,87.0,201.0,0,0,
Blair TXL 7 #2,2020-01-30,13.95,17.0,0.0,0,0,
Blair TXL 7 #3,2020-01-30,0.0,0.0,0.0,0,0,
