Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2022-09-30,33.0,90.0,185.0,0,0,
Blair TXL 7 #2,2022-09-30,11.16,14.0,0.0,0,0,
Blair TXL 7 #3,2022-09-30,0.0,0.0,0.0,0,0,
Branton #1,2022-09-30,3.34,0.0,1.67,0,0,turned off
Davis Lease,2022-09-30,8.37,0.0,49.75,0,0,
JM Moore 178,2022-09-30,5.01,0.0,1.67,0,0,Flaring gas 168 mcf
JM Moore 192,2022-09-30,10.02,0.0,125.0,0,0,
Joe #1,2022-09-30,0.0,0.0,54.89,0,0,
Kleimann #3,2022-09-30,0.0,0.0,101.87,0,0,
MCWF #1,2022-09-30,0.0,0.0,237.61,0,0,
Montemayor #1,2022-09-30,0.0,0.0,0.0,0,0,Well down mechanical issues.
Paddy 19 State #1 & #5,2022-09-30,8.28,0.0,52.25,0,0,
Palm #1,2022-09-30,0.0,31.66,0.0,0,0,
Pfeiffer #2,2022-09-30,0.0,0.0,0.0,0,0,off
Preston #1,2022-09-30,0.0,0.0,0.0,0,0,
Rhodes #1,2022-09-30,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-09-30,3.34,0.0,0.0,0,0,Turned off for the weekend
White Marlin #1,2022-09-30,36.74,0.0,0.0,0,0,Off for the weekend
Blair TXL 7 #1,2022-09-29,30.25,87.0,136.0,0,0,
Blair TXL 7 #2,2022-09-29,8.37,7.0,0.0,0,0,
Blair TXL 7 #3,2022-09-29,0.0,0.0,0.0,0,0,
Branton #1,2022-09-29,0.0,0.0,0.0,0,0,turned on
Davis Lease,2022-09-29,11.16,0.0,57.75,0,0,
JM Moore 178,2022-09-29,5.01,0.0,1.67,0,0,Flaring gas 169 mcf
JM Moore 192,2022-09-29,11.69,0.0,120.0,0,0,
Joe #1,2022-09-29,5.01,0.0,60.12,0,0,
Kleimann #3,2022-09-29,0.0,0.0,36.48,0,0,
MCWF #1,2022-09-29,0.0,0.0,169.21,0,0,
Montemayor #1,2022-09-29,0.0,0.0,0.0,0,0,Well down mechanical issues.
Paddy 19 State #1 & #5,2022-09-29,5.52,0.0,54.5,0,0,
Palm #1,2022-09-29,0.0,51.89,0.0,0,0,
Pfeiffer #2,2022-09-29,0.0,0.0,0.0,0,0,
Preston #1,2022-09-29,0.0,0.0,1.41,0,0,
Rhodes #1,2022-09-29,0.0,0.0,0.0,0,0,"off
no csg gas or propane to run"
Vermillion #1,2022-09-29,3.34,0.0,0.0,0,0,
White Marlin #1,2022-09-29,0.0,0.0,8.35,0,0,Unit down/ BOL
Blair TXL 7 #1,2022-09-28,33.0,88.0,149.0,0,0,
Blair TXL 7 #2,2022-09-28,8.37,8.0,0.0,0,0,
Blair TXL 7 #3,2022-09-28,0.0,0.0,0.0,0,0,
Branton #1,2022-09-28,0.0,0.0,0.0,0,0,turned off
Davis Lease,2022-09-28,11.16,0.0,80.25,0,0,
JM Moore 178,2022-09-28,5.01,0.0,0.0,0,0,Flaring gas 170 mcf
JM Moore 192,2022-09-28,11.69,0.0,140.0,0,0,
Joe #1,2022-09-28,0.0,0.0,68.21,0,0,
Kleimann #3,2022-09-28,0.0,0.0,60.12,0,0,
MCWF #1,2022-09-28,0.0,0.0,114.39,0,0,
Montemayor #1,2022-09-28,0.0,0.0,0.0,0,0,Well down mechanical issues.
Paddy 19 State #1 & #5,2022-09-28,2.76,0.0,74.25,0,0,
Palm #1,2022-09-28,0.0,73.97,0.0,0,0,
Pfeiffer #2,2022-09-28,0.0,0.0,0.0,0,0,turned on
Preston #1,2022-09-28,0.0,0.0,0.0,0,0,
Rhodes #1,2022-09-28,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-09-28,25.05,0.0,21.71,0,0,
White Marlin #1,2022-09-28,0.0,0.0,0.0,0,0,Turned unit off
