Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2020-08-31,35.75,103.0,151.0,0,0,
Blair TXL 7 #2,2020-08-31,13.95,21.0,0.0,0,0,
Blair TXL 7 #3,2020-08-31,0.0,0.0,0.0,0,0,
Branton #1,2020-08-31,18.37,0.1,3.34,0,0,
CL Moore 6,2020-08-31,0.0,112.0,34.0,0,0,
CL Moore 8,2020-08-31,0.0,0.0,0.0,0,0,S.i.
Davis Lease,2020-08-31,13.95,0.0,67.5,0,0,
Dyer Unit #10,2020-08-31,0.0,0.0,0.0,0,0,S.i.
Huber #1,2020-08-31,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2020-08-31,6.68,135.0,0.0,0,0,
JM Moore 192,2020-08-31,13.36,0.0,100.0,0,0,
Joe #1,2020-08-31,0.0,0.0,20.04,0,0,
Kincaid #1,2020-08-31,6.68,0.0,20.04,0,0,
Kirby #1,2020-08-31,0.0,0.0,0.0,0,0,sibu
Kleimann #3,2020-08-31,6.68,0.0,6.68,0,0,dn no fuel
MCWF #1,2020-08-31,0.0,0.0,730.69,0,0,
McLean #1,2020-08-31,11.35,0.0,0.0,0,0,
Montemayor #1,2020-08-31,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2020-08-31,8.28,0.0,59.75,0,0,
Palm #1,2020-08-31,24.1,548.0,86.58,0,0,well off
Pierce Ranch #4,2020-08-31,1.16,16.0,5.01,0,0,
Preston #1,2020-08-31,9.4,242.6,15.03,0,0,
Rhodes #1,2020-08-31,23.38,0.0,6.68,0,0,
Vermillion #1,2020-08-31,3.34,33.9,26.72,0,0,
Wayne #1,2020-08-31,0.0,0.0,0.0,0,0,
White Marlin #1,2020-08-31,0.0,0.0,0.0,0,0,bol
Wittig Sisters #1,2020-08-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-08-30,27.5,109.0,0.0,0,0,
Blair TXL 7 #2,2020-08-30,13.95,22.0,0.0,0,0,
Blair TXL 7 #3,2020-08-30,0.0,0.0,0.0,0,0,
Branton #1,2020-08-30,2.16,0.0,130.0,0,0,SIBU
CL Moore 6,2020-08-30,0.0,111.0,30.0,0,0,
CL Moore 8,2020-08-30,0.0,0.0,0.0,0,0,S.i.
Davis Lease,2020-08-30,11.16,0.0,66.0,0,0,
Dyer Unit #10,2020-08-30,0.0,0.0,0.0,0,0,S.i.
Huber #1,2020-08-30,0.0,0.0,0.0,0,0,BOL
JM Moore 178,2020-08-30,6.68,130.0,1.67,0,0,
JM Moore 192,2020-08-30,15.03,0.0,117.0,0,0,
Joe #1,2020-08-30,0.0,0.0,35.07,0,0,
Kincaid #1,2020-08-30,5.01,0.0,21.71,0,0,
Kirby #1,2020-08-30,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2020-08-30,0.0,0.0,13.1,0,0,unit BOL going down ?
MCWF #1,2020-08-30,0.0,0.0,418.57,0,0,
McLean #1,2020-08-30,13.62,0.0,0.0,0,0,
Montemayor #1,2020-08-30,0.0,0.0,0.0,0,0,BOL
Paddy 19 State #1 & #5,2020-08-30,8.28,0.0,63.25,0,0,
Palm #1,2020-08-30,20.04,566.0,18.37,0,0,
Pierce Ranch #4,2020-08-30,1.16,17.0,5.01,0,0,
Preston #1,2020-08-30,3.34,255.6,1.51,0,0,
Rhodes #1,2020-08-30,0.0,0.0,0.0,0,0,BOL
