Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2019-10-31,1.38,17.0,0.0,0,0,#1 on today
Blair TXL 7 #2,2019-10-31,11.16,15.0,0.0,0,0,
Blair TXL 7 #3,2019-10-31,0.0,0.0,0.0,0,0,
CL Moore 6,2019-10-31,0.0,405.0,4.0,0,0,
CL Moore 8,2019-10-31,0.0,0.0,0.0,0,0,Well down
Davis Lease,2019-10-31,0.0,0.0,178.75,0,0,No gauge. Hot oiling the #3.
Dyer Unit #10,2019-10-31,1.16,25.0,10.02,0,0,
Fridel #1,2019-10-31,0.0,0.0,0.0,0,0,OFF
Huber #1,2019-10-31,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2019-10-31,6.68,0.0,0.0,0,0,Comp dn called mech
JM Moore 192,2019-10-31,13.36,0.0,145.0,0,0,
Joe #1,2019-10-31,0.0,0.0,0.0,0,0,
Kirby #1,2019-10-31,1.67,175.5,6.68,0,0,
Kleimann #3,2019-10-31,75.15,0.0,58.19,0,0,
Kresta #1,2019-10-31,0.0,0.0,0.0,0,0,
Lloyd #1,2019-10-31,0.0,0.0,0.0,0,0,OFF
McLean #1,2019-10-31,4.54,0.0,0.0,0,0,
Montemayor #1,2019-10-31,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2019-10-31,5.52,0.0,38.5,0,0,
Palm #1,2019-10-31,348.6,1199.6,296.74,0,0,
Pierce Ranch #4,2019-10-31,1.14,9.0,1.67,0,0,To 500 comp down low suc back on
Preston #1,2019-10-31,13.36,272.6,0.0,0,0,
Rhodes #1,2019-10-31,1.67,0.0,10.02,0,0,
Terrell #1,2019-10-31,0.0,63.0,5.01,0,0,Enterprise Sales- 62 MCF
Vermillion #1,2019-10-31,8.35,75.0,0.0,0,0,
Wayne #1,2019-10-31,0.0,233.0,0.0,0,0,
Wendel Unit #1,2019-10-31,6.96,0.0,357.0,0,0,
White Marlin #1,2019-10-31,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2019-10-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2019-10-30,1.38,18.0,0.0,0,0,
Blair TXL 7 #2,2019-10-30,13.95,16.0,0.0,0,0,
Blair TXL 7 #3,2019-10-30,0.0,0.0,0.0,0,0,
CL Moore 6,2019-10-30,0.0,396.0,4.0,0,0,
CL Moore 8,2019-10-30,0.0,0.0,0.0,0,0,Well down
Davis Lease,2019-10-30,19.53,0.0,181.75,0,0,
Dyer Unit #10,2019-10-30,0.0,30.0,20.04,0,0,
Fridel #1,2019-10-30,0.0,0.0,0.0,0,0,OFF
Huber #1,2019-10-30,0.0,0.0,0.0,0,0,unit off
