Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2022-05-31,33.0,86.0,156.0,0,0,
Blair TXL 7 #2,2022-05-31,11.16,14.0,0.0,0,0,
Blair TXL 7 #3,2022-05-31,0.0,0.0,0.0,0,0,
Branton #1,2022-05-31,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-31,5.58,0.0,49.5,0,0,
JM Moore 178,2022-05-31,6.68,0.0,0.0,0,0,Flaring gas 145 mcf
JM Moore 192,2022-05-31,13.36,0.0,151.0,0,0,
Joe #1,2022-05-31,6.68,0.0,73.18,0,0,
Kleimann #3,2022-05-31,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-31,0.0,0.0,484.74,0,0,
Montemayor #1,2022-05-31,1.67,0.0,1.67,0,0,
Paddy 19 State #1 & #5,2022-05-31,0.0,0.0,24.75,0,0,
Palm #1,2022-05-31,30.06,40.61,101.57,0,0,
Pfeiffer #2,2022-05-31,0.0,0.0,0.0,0,0,off
Preston #1,2022-05-31,1.67,0.0,3.34,0,0,
Rhodes #1,2022-05-31,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-05-31,0.0,3.42,0.0,0,0,
White Marlin #1,2022-05-31,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-05-30,33.0,90.0,156.0,0,0,
Blair TXL 7 #2,2022-05-30,13.95,15.0,0.0,0,0,
Blair TXL 7 #3,2022-05-30,0.0,0.0,0.0,0,0,
Branton #1,2022-05-30,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-30,8.37,0.0,37.0,0,0,
JM Moore 178,2022-05-30,5.01,0.0,1.67,0,0,Flaring gas 148 mcf
JM Moore 192,2022-05-30,15.03,0.0,135.0,0,0,
Joe #1,2022-05-30,10.02,0.0,71.81,0,0,
Kleimann #3,2022-05-30,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-30,0.0,0.0,532.36,0,0,
Montemayor #1,2022-05-30,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2022-05-30,5.52,0.0,33.0,0,0,
Palm #1,2022-05-30,50.1,28.77,91.85,0,0,
Pfeiffer #2,2022-05-30,47.67,0.0,24.36,0,0,on
Preston #1,2022-05-30,3.34,0.0,5.01,0,0,
Rhodes #1,2022-05-30,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-05-30,0.0,2.06,0.0,0,0,off
White Marlin #1,2022-05-30,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-05-29,30.25,89.0,153.0,0,0,
Blair TXL 7 #2,2022-05-29,13.95,15.0,0.0,0,0,
Blair TXL 7 #3,2022-05-29,0.0,0.0,0.0,0,0,
Branton #1,2022-05-29,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-29,8.37,0.0,55.0,0,0,
JM Moore 178,2022-05-29,5.01,0.0,1.67,0,0,Flaring gas 142 mcf
JM Moore 192,2022-05-29,13.36,0.0,140.0,0,0,
Joe #1,2022-05-29,13.36,0.0,38.11,0,0,
Kleimann #3,2022-05-29,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-29,0.0,0.0,445.85,0,0,
Montemayor #1,2022-05-29,3.34,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2022-05-29,8.28,0.0,35.75,0,0,
Palm #1,2022-05-29,6.68,61.27,101.61,0,0,
Pfeiffer #2,2022-05-29,0.0,0.0,0.0,0,0,off
Preston #1,2022-05-29,0.0,0.0,0.0,0,0,
Rhodes #1,2022-05-29,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-05-29,0.0,3.39,0.0,0,0,
White Marlin #1,2022-05-29,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-05-28,33.0,88.0,154.0,0,0,
Blair TXL 7 #2,2022-05-28,13.95,15.0,0.0,0,0,
Blair TXL 7 #3,2022-05-28,0.0,0.0,0.0,0,0,
Branton #1,2022-05-28,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-28,8.37,0.0,59.25,0,0,
JM Moore 178,2022-05-28,6.68,0.0,0.0,0,0,Flaring gas 150 mcf
JM Moore 192,2022-05-28,13.36,0.0,150.0,0,0,
Joe #1,2022-05-28,11.69,0.0,63.46,0,0,
Kleimann #3,2022-05-28,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-28,0.0,0.0,653.84,0,0,
Montemayor #1,2022-05-28,1.67,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2022-05-28,8.28,0.0,39.75,0,0,
Palm #1,2022-05-28,10.02,29.72,81.83,0,0,
Pfeiffer #2,2022-05-28,15.89,0.0,13.92,0,0,on
Preston #1,2022-05-28,0.0,0.0,8.35,0,0,
Rhodes #1,2022-05-28,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-05-28,0.0,0.0,0.0,0,0,
White Marlin #1,2022-05-28,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2022-05-27,27.5,62.0,151.0,0,0,
Blair TXL 7 #2,2022-05-27,8.37,12.0,0.0,0,0,
Blair TXL 7 #3,2022-05-27,0.0,0.0,0.0,0,0,
Branton #1,2022-05-27,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-27,11.16,0.0,66.0,0,0,
JM Moore 178,2022-05-27,6.68,0.0,1.67,0,0,Flaring gas 148 mcf
JM Moore 192,2022-05-27,12.94,0.0,140.0,0,0,C.t.
Joe #1,2022-05-27,10.02,0.0,55.11,0,0,
Kleimann #3,2022-05-27,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-27,0.0,0.0,825.63,0,0,
Montemayor #1,2022-05-27,1.67,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2022-05-27,5.52,0.0,43.5,0,0,
Palm #1,2022-05-27,3.34,32.81,61.79,0,0,unit on
Pfeiffer #2,2022-05-27,0.0,0.0,18.64,0,0,off
Preston #1,2022-05-27,1.67,0.0,11.69,0,0,
Rhodes #1,2022-05-27,0.0,0.0,0.0,0,0,off
Vermillion #1,2022-05-27,0.0,0.0,41.75,0,0,
White Marlin #1,2022-05-27,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-05-26,46.06,56.0,157.0,0,0,
Blair TXL 7 #2,2022-05-26,5.58,10.0,0.0,0,0,
Blair TXL 7 #3,2022-05-26,0.0,0.0,0.0,0,0,
Branton #1,2022-05-26,0.0,0.0,0.0,0,0,off
Davis Lease,2022-05-26,8.37,0.0,51.25,0,0,
JM Moore 178,2022-05-26,6.68,0.0,0.0,0,0,Flaring gas 150 mcf
JM Moore 192,2022-05-26,11.69,0.0,150.0,0,0,
Joe #1,2022-05-26,23.38,0.0,51.51,0,0,
Kleimann #3,2022-05-26,0.0,0.0,0.0,0,0,off
MCWF #1,2022-05-26,0.0,0.0,519.12,0,0,
Montemayor #1,2022-05-26,1.67,0.0,1.67,0,0,
