Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2018-12-31,46.75,135.0,209.0,0,0,
Blair TXL 7 #2,2018-12-31,11.16,18.0,0.0,0,0,
Blair TXL 7 #3,2018-12-31,4.0,0.0,0.0,0,0,
CL Moore 6,2018-12-31,9.65,480.0,165.0,0,0,
CL Moore 8,2018-12-31,11.69,419.0,0.0,0,0,
Clayton 1,2018-12-31,0.0,0.0,0.0,0,0,
Davis Lease,2018-12-31,34.88,0.0,229.0,0,0,
Dyer Unit #10,2018-12-31,0.0,30.0,20.04,0,0,
Flying G #1,2018-12-31,0.0,0.0,0.0,0,0,
Fridel #1,2018-12-31,22.7,32.0,21.71,0,0,
Haby #1,2018-12-31,0.0,0.0,0.0,0,0,
Heitz #1,2018-12-31,10.02,0.0,600.0,0,0,
Huber #1,2018-12-31,0.0,0.0,0.0,0,0,
JM Moore 178,2018-12-31,5.01,145.0,0.0,0,0,
JM Moore 192,2018-12-31,11.69,0.0,175.0,0,0,
Joe #1,2018-12-31,6.68,0.0,3.34,0,0,
Kirby #1,2018-12-31,10.02,354.0,3.34,0,0,
Kresta #1,2018-12-31,0.0,0.0,0.0,0,0,
Lloyd #1,2018-12-31,6.81,6.0,53.44,0,0,
McLean #1,2018-12-31,2.27,0.0,31.47,0,0,
Paddy 19 State #1 & #5,2018-12-31,2.76,0.0,48.75,0,0,
Palm #1,2018-12-31,25.05,1360.0,0.0,0,0,Well is shut in line psi is 1220
Pierce Ranch #4,2018-12-31,0.0,30.0,8.35,0,0,
Preston #1,2018-12-31,3.34,409.0,38.17,0,0,Compressor is down on 3rd stage discharge
Rhodes #1,2018-12-31,11.69,0.0,6.68,0,0,
Terrell #1,2018-12-31,0.0,111.0,23.38,0,0,Enterprise Sales- 100 MCF
Vermillion #1,2018-12-31,16.7,35.0,18.37,0,0,Compressor is down on 3rd stage discharge
Wayne #1,2018-12-31,0.0,266.0,63.8,0,0,
Wendel Unit #1,2018-12-31,8.12,0.0,360.0,0,0,Called in no oil picked up said tonight
White Marlin #1,2018-12-31,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2018-12-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2018-12-30,46.75,144.0,207.0,0,0,
Blair TXL 7 #2,2018-12-30,13.95,17.0,0.0,0,0,
Blair TXL 7 #3,2018-12-30,11.0,0.0,0.0,0,0,
CL Moore 6,2018-12-30,6.31,480.0,184.0,0,0,
CL Moore 8,2018-12-30,8.35,425.0,0.0,0,0,
Clayton 1,2018-12-30,0.0,0.0,0.0,0,0,
Davis Lease,2018-12-30,25.11,0.0,210.0,0,0,
Dyer Unit #10,2018-12-30,0.0,30.0,11.69,0,0,
Flying G #1,2018-12-30,0.0,0.0,0.0,0,0,
Fridel #1,2018-12-30,4.54,79.0,24.77,0,0,
Haby #1,2018-12-30,0.0,0.0,0.0,0,0,
Heitz #1,2018-12-30,6.68,0.0,130.0,0,0,
Huber #1,2018-12-30,0.0,0.0,0.0,0,0,
JM Moore 178,2018-12-30,5.01,130.0,0.0,0,0,
JM Moore 192,2018-12-30,14.61,0.0,176.0,0,0,
Joe #1,2018-12-30,0.0,0.0,20.04,0,0,
Kirby #1,2018-12-30,6.68,410.0,16.7,0,0,
Kresta #1,2018-12-30,0.0,0.0,0.0,0,0,
Lloyd #1,2018-12-30,4.54,77.0,55.11,0,0,
McLean #1,2018-12-30,4.54,0.0,38.41,0,0,
Paddy 19 State #1 & #5,2018-12-30,5.52,0.0,46.75,0,0,
Palm #1,2018-12-30,15.03,761.0,0.0,0,0,
Pierce Ranch #4,2018-12-30,0.0,29.0,6.68,0,0,
Preston #1,2018-12-30,10.02,443.0,38.41,0,0,
Rhodes #1,2018-12-30,11.69,0.0,5.01,0,0,
Terrell #1,2018-12-30,0.0,102.0,5.01,0,0,Enterprise Sales- 92 MCF
Vermillion #1,2018-12-30,13.36,33.0,16.7,0,0,Compressor was down on 3rd stage scrubber level bol 9:45am.
Wayne #1,2018-12-30,0.0,247.0,55.68,0,0,
Wendel Unit #1,2018-12-30,8.12,0.0,362.0,0,0,
White Marlin #1,2018-12-30,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2018-12-30,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2018-12-29,52.25,134.0,224.0,0,0,
Blair TXL 7 #2,2018-12-29,13.95,18.0,0.0,0,0,
Blair TXL 7 #3,2018-12-29,16.0,0.0,0.0,0,0,
CL Moore 6,2018-12-29,7.98,470.0,162.0,0,0,
CL Moore 8,2018-12-29,13.36,433.0,0.0,0,0,
Clayton 1,2018-12-29,0.0,0.0,0.0,0,0,
Davis Lease,2018-12-29,22.04,0.0,278.0,0,0,
Dyer Unit #10,2018-12-29,0.0,30.0,5.01,0,0,
Flying G #1,2018-12-29,0.0,0.0,0.0,0,0,
Fridel #1,2018-12-29,11.35,37.0,41.75,0,0,
Haby #1,2018-12-29,0.0,0.0,0.0,0,0,
Heitz #1,2018-12-29,16.7,0.0,740.28,0,0,
Huber #1,2018-12-29,0.0,0.0,0.0,0,0,
JM Moore 178,2018-12-29,1.67,40.0,0.0,0,0,Pumping unit down
JM Moore 192,2018-12-29,15.03,0.0,174.0,0,0,
Joe #1,2018-12-29,0.0,0.0,0.0,0,0,
Kirby #1,2018-12-29,0.0,121.0,15.03,0,0,Compressor was down on low compressor oil psi bol at 10.00 am.
Kresta #1,2018-12-29,0.0,0.0,0.0,0,0,
Lloyd #1,2018-12-29,2.27,2.0,66.5,0,0,
McLean #1,2018-12-29,4.54,0.0,30.06,0,0,
Montemayor #1,2018-12-29,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-12-29,8.28,0.0,20.25,0,0,
Palm #1,2018-12-29,10.02,861.0,0.0,0,0,
Pierce Ranch #4,2018-12-29,0.0,27.0,6.68,0,0,
Preston #1,2018-12-29,11.69,298.0,33.4,0,0,
Rhodes #1,2018-12-29,6.32,0.0,5.01,0,0,
Terrell #1,2018-12-29,0.0,99.0,13.36,0,0,Enterprise Sales- 91 mcf
Vermillion #1,2018-12-29,13.36,26.0,10.02,0,0,Compressor was down on 3rd stage scrubber level bol at 9:30am.
Wayne #1,2018-12-29,0.0,244.0,55.68,0,0,
Wendel Unit #1,2018-12-29,8.12,0.0,361.0,0,0,Called to check on oil pickup said will tomorrow
White Marlin #1,2018-12-29,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2018-12-29,0.0,3.0,17.4,0,0,
Blair TXL 7 #1,2018-12-28,35.75,133.0,215.0,0,0,
Blair TXL 7 #2,2018-12-28,11.16,20.0,0.0,0,0,
Blair TXL 7 #3,2018-12-28,0.0,0.0,0.0,0,0,
CL Moore 6,2018-12-28,10.81,450.0,195.0,0,0,
CL Moore 8,2018-12-28,10.02,440.0,0.0,0,0,
Clayton 1,2018-12-28,0.0,0.0,0.0,0,0,
Davis Lease,2018-12-28,25.11,0.0,231.0,0,0,
Dyer Unit #10,2018-12-28,0.0,30.0,16.7,0,0,
Flying G #1,2018-12-28,0.0,0.0,0.0,0,0,
Fridel #1,2018-12-28,34.05,26.0,15.03,0,0,
Haby #1,2018-12-28,0.0,0.0,0.0,0,0,
Heitz #1,2018-12-28,23.38,0.0,449.7,0,0,
Huber #1,2018-12-28,0.0,0.0,0.0,0,0,Well is off
JM Moore 178,2018-12-28,6.68,120.0,1.67,0,0,PU down for 6 hrs EOP
JM Moore 192,2018-12-28,15.03,0.0,160.0,0,0,
Joe #1,2018-12-28,0.0,0.0,0.0,0,0,
Kirby #1,2018-12-28,0.0,27.0,0.0,0,0,Compressor back online at 2:30pm.
Kresta #1,2018-12-28,0.0,0.0,0.0,0,0,
Lloyd #1,2018-12-28,20.43,4.0,43.42,0,0,
McLean #1,2018-12-28,4.54,0.0,30.06,0,0,
Montemayor #1,2018-12-28,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-12-28,2.76,0.0,51.75,0,0,
Palm #1,2018-12-28,0.0,0.0,0.0,0,0,Well is shut in.
Pierce Ranch #4,2018-12-28,0.0,29.0,6.68,0,0,
Preston #1,2018-12-28,10.02,44.0,35.07,0,0,Compressor back online at 3:30pm.
Rhodes #1,2018-12-28,5.01,0.0,5.01,0,0,
Terrell #1,2018-12-28,0.0,99.0,25.05,0,0,Enterprise Sales- 90 MCF
Vermillion #1,2018-12-28,13.36,12.0,18.17,0,0,Compressor back online at 2:30pm.
Wayne #1,2018-12-28,0.0,250.0,56.0,0,0,
