Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Ann #1,2017-07-31,0.0,0.0,0.0,0,0,
Betty #1,2017-07-31,3.34,0.0,0.0,0,0,
Boone Est GU #1,2017-07-31,0.0,13.0,0.0,0,0,
Box 1,2017-07-31,0.0,0.0,0.0,0,0,Well down. No casing gas.
Breco-Dyer #1,2017-07-31,0.0,25.0,0.0,0,0,
CL Moore #5,2017-07-31,0.0,25.0,0.0,0,0,
Carpenter #1,2017-07-31,0.0,103.0,3.48,0,0,
Clayton 1,2017-07-31,0.0,0.0,0.0,0,0,
Cornette #1,2017-07-31,0.0,0.0,0.0,0,0,
Dyer #1,2017-07-31,1.67,115.0,0.0,0,0,
Dyer #2,2017-07-31,0.0,99.0,120.0,0,0,
Dyer #7,2017-07-31,0.0,25.0,2.27,0,0,
Dyer Unit #10,2017-07-31,0.0,90.0,10.02,0,0,
Etta #1,2017-07-31,0.0,0.0,0.0,0,0,
Flying G #1,2017-07-31,0.0,0.0,0.0,0,0,
GB #1,2017-07-31,0.0,0.0,0.0,0,0,
Glaze #1,2017-07-31,0.0,0.0,0.0,0,0,
Haby #1,2017-07-31,0.0,0.0,0.0,0,0,
Hill #1,2017-07-31,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2017-07-31,0.0,26.0,0.0,0,0,
Huber #1,2017-07-31,1.67,0.0,0.0,0,0,
JM Moore 178,2017-07-31,0.0,270.0,3.34,0,0,
JM Moore 192,2017-07-31,13.36,0.0,120.0,0,0,
Joe #1,2017-07-31,3.34,0.0,6.68,0,0,
Kirby #1,2017-07-31,5.01,371.0,0.0,0,0,
Kresta #1,2017-07-31,0.0,342.0,0.0,0,0,
Lansford #1,2017-07-31,3.34,0.0,0.0,0,0,
Lee #1H,2017-07-31,0.0,58.6,0.0,0,0,16/64 choke
Lisa #1,2017-07-31,0.0,0.0,0.0,0,0,Unit still down mechanical issues
McLean #1,2017-07-31,6.81,0.0,0.0,0,0,
Montemayor #1,2017-07-31,5.01,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2017-07-31,5.52,0.0,81.0,0,0,
Pierce Ranch #4,2017-07-31,0.0,39.0,8.35,0,0,
Preston #1,2017-07-31,80.16,20.0,28.39,0,0,
Pritchett #1,2017-07-31,0.0,0.0,0.0,0,0,
Rhodes #1,2017-07-31,33.4,21.7,8.35,0,0,
Stange #1D,2017-07-31,0.0,0.0,0.0,0,0,
Terrell #1,2017-07-31,0.0,151.0,1.67,0,0,Enterprise Sales- 125 MCF
Vermillion #1,2017-07-31,18.37,422.0,0.0,0,0,
Wayne #1,2017-07-31,0.0,478.0,0.0,0,0,
Wendel Unit #1,2017-07-31,11.6,0.0,317.0,0,0,
Wendel-Rioux #1,2017-07-31,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2017-07-31,0.0,0.0,0.0,0,0,
Ann #1,2017-07-30,0.0,0.0,0.0,0,0,
Betty #1,2017-07-30,5.01,0.0,0.0,0,0,
Boone Est GU #1,2017-07-30,0.0,13.0,0.0,0,0,
Box 1,2017-07-30,0.0,0.0,0.0,0,0,Well down. No casing gas.
Breco-Dyer #1,2017-07-30,0.0,25.0,0.0,0,0,
CL Moore #5,2017-07-30,0.0,25.0,0.0,0,0,
Carpenter #1,2017-07-30,0.0,75.0,2.32,0,0,
Clayton 1,2017-07-30,0.0,0.0,0.0,0,0,
Cornette #1,2017-07-30,0.0,0.0,0.0,0,0,
Dyer #1,2017-07-30,0.0,110.0,0.0,0,0,
Dyer #2,2017-07-30,0.0,99.0,120.0,0,0,
Dyer #7,2017-07-30,0.0,25.0,4.54,0,0,
Dyer Unit #10,2017-07-30,0.0,90.0,10.02,0,0,
Etta #1,2017-07-30,0.0,0.0,0.0,0,0,
Flying G #1,2017-07-30,0.0,0.0,0.0,0,0,
GB #1,2017-07-30,0.0,0.0,0.0,0,0,
Glaze #1,2017-07-30,0.0,0.0,0.0,0,0,
Haby #1,2017-07-30,0.0,0.0,0.0,0,0,
Hill #1,2017-07-30,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2017-07-30,0.0,31.0,0.0,0,0,
Huber #1,2017-07-30,6.68,0.0,0.0,0,0,
JM Moore 178,2017-07-30,0.0,250.0,3.34,0,0,
JM Moore 192,2017-07-30,15.03,0.0,120.0,0,0,
Joe #1,2017-07-30,1.67,0.0,29.8,0,0,
Kirby #1,2017-07-30,13.36,257.0,0.0,0,0,
Kresta #1,2017-07-30,0.0,346.0,0.0,0,0,
Lansford #1,2017-07-30,1.67,0.0,6.68,0,0,
Lee #1H,2017-07-30,0.0,58.6,0.0,0,0,16/64 choke
Lisa #1,2017-07-30,0.0,0.0,0.0,0,0,"Unit was down found anti freeze spill. Contacted mechanic but no answer
Mechanical issue and shut in to BHP"
McLean #1,2017-07-30,9.08,0.0,0.0,0,0,
Montemayor #1,2017-07-30,8.35,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2017-07-30,13.8,0.0,85.0,0,0,
Pierce Ranch #4,2017-07-30,0.0,38.0,13.36,0,0,
Preston #1,2017-07-30,16.7,20.0,31.47,0,0,
Pritchett #1,2017-07-30,0.0,0.0,0.0,0,0,
