Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Allen 1,2016-12-31,0.0,0.0,0.0,0,0,
Ann #1,2016-12-31,0.0,0.0,0.0,0,0,
Betty #1,2016-12-31,1.67,0.0,0.0,0,0,
Boone Est GU #1,2016-12-31,0.0,13.0,0.0,0,0,
Bowman 1,2016-12-31,0.0,0.0,0.0,0,0,
Box 1,2016-12-31,0.0,0.0,0.0,0,0,
Breco-Dyer #1,2016-12-31,0.0,70.0,0.0,0,0,
CL Moore #5,2016-12-31,0.0,40.0,0.0,0,0,
Carpenter #1,2016-12-31,0.0,28.0,0.0,0,0,
Clayton 1,2016-12-31,0.0,0.0,0.0,0,0,
Cornette #1,2016-12-31,0.0,0.0,0.0,0,0,
Dyer #1,2016-12-31,0.0,90.0,1.67,0,0,
Dyer #2,2016-12-31,0.0,127.0,120.0,0,0,
Dyer #7,2016-12-31,0.0,24.0,2.27,0,0,
Dyer Unit #10,2016-12-31,0.0,90.0,15.03,0,0,
Etta #1,2016-12-31,0.0,0.0,0.0,0,0,
Flying G #1,2016-12-31,1.67,0.0,0.0,0,0,
Fridel #1,2016-12-31,2.27,38.0,42.8,0,0,
GB #1,2016-12-31,0.0,0.0,0.0,0,0,
Glaze #1,2016-12-31,0.0,318.0,352.7,0,0,
Haby #1,2016-12-31,0.0,0.0,0.0,0,0,
Hill #1,2016-12-31,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2016-12-31,0.0,31.0,0.0,0,0,
Huber #1,2016-12-31,0.0,0.0,0.0,0,0,
JM Moore 178,2016-12-31,11.69,212.0,0.0,0,0,
JM Moore 192,2016-12-31,16.7,0.0,120.0,0,0,
Joe #1,2016-12-31,3.34,0.0,0.0,0,0,
Kirby #1,2016-12-31,60.12,460.1,10.02,0,0,
Kresta #1,2016-12-31,0.0,188.0,0.0,0,0,
Lansford #1,2016-12-31,0.0,0.0,0.0,0,0,
Lee #1H,2016-12-31,0.0,45.5,0.0,0,0,16/64 choke
Lisa #1,2016-12-31,0.0,0.0,2.34,0,0,
Lloyd #1,2016-12-31,2.27,5.0,71.81,0,0,
McLean #1,2016-12-31,0.0,0.0,0.0,0,0,
Montemayor #1,2016-12-31,5.01,0.0,0.0,0,0,
Peters EE A,2016-12-31,2.27,0.0,3.48,0,0,
Pierce Ranch #4,2016-12-31,0.0,40.0,8.35,0,0,
Preston #1,2016-12-31,8.35,0.0,55.11,0,0,
Pritchett #1,2016-12-31,0.0,0.0,0.0,0,0,
Stange #1D,2016-12-31,0.0,119.0,3.48,0,0,
