Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2022-10-31,24.75,88.0,130.0,0,0,
Blair TXL 7 #2,2022-10-31,11.16,18.0,0.0,0,0,
Blair TXL 7 #3,2022-10-31,0.0,0.0,0.0,0,0,
Branton #1,2022-10-31,0.0,0.0,0.0,0,0,
Davis Lease,2022-10-31,8.37,0.0,56.75,0,0,
JM Moore 178,2022-10-31,6.68,0.0,3.34,0,0,Flaring gas 148 mcf
JM Moore 192,2022-10-31,11.69,0.0,163.0,0,0,
Joe #1,2022-10-31,3.34,0.0,81.57,0,0,
Kleimann #3,2022-10-31,0.0,0.0,74.89,0,0,
MCWF #1,2022-10-31,0.0,0.0,64.17,0,0,
Montemayor #1,2022-10-31,0.0,0.0,0.0,0,0,unit down
Paddy 19 State #1 & #5,2022-10-31,2.76,0.0,35.75,0,0,
Palm #1,2022-10-31,3.34,0.0,21.45,0,0,
Pfeiffer #2,2022-10-31,0.0,0.0,61.56,0,0,
Preston #1,2022-10-31,5.01,0.0,0.0,0,0,
Rhodes #1,2022-10-31,1.67,0.0,0.0,0,0,
Vermillion #1,2022-10-31,1.67,0.0,0.0,0,0,
White Marlin #1,2022-10-31,0.0,0.0,0.0,0,0,on
Blair TXL 7 #1,2022-10-30,27.5,85.0,134.0,0,0,
Blair TXL 7 #2,2022-10-30,13.95,15.0,0.0,0,0,
Blair TXL 7 #3,2022-10-30,0.0,0.0,0.0,0,0,
Branton #1,2022-10-30,0.0,0.0,0.0,0,0,
Davis Lease,2022-10-30,5.58,0.0,64.0,0,0,
JM Moore 178,2022-10-30,6.68,0.0,0.0,0,0,Flaring gas 150 mcf
JM Moore 192,2022-10-30,13.36,0.0,120.0,0,0,
Joe #1,2022-10-30,1.67,0.0,69.88,0,0,
Kleimann #3,2022-10-30,0.0,0.0,81.83,0,0,
MCWF #1,2022-10-30,0.0,0.0,231.03,0,0,
Montemayor #1,2022-10-30,0.0,0.0,0.0,0,0,unit down valve leaking on HT
Paddy 19 State #1 & #5,2022-10-30,5.52,0.0,70.25,0,0,
Palm #1,2022-10-30,1.67,0.0,130.0,0,0,
Pfeiffer #2,2022-10-30,0.0,0.0,29.0,0,0,
Preston #1,2022-10-30,5.01,0.0,3.34,0,0,
Rhodes #1,2022-10-30,0.0,0.0,0.0,0,0,
Vermillion #1,2022-10-30,1.67,0.0,0.0,0,0,
