Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2017-12-31,41.7603,190.0,162.0,0,0,
Blair TXL 7 #2,2017-12-31,11.16,0.0,17.0,0,0,
Blair TXL 7 #3,2017-12-31,17.0,0.0,0.0,0,0,
Boone Est GU #1,2017-12-31,0.0,0.0,0.0,0,0,
Carpenter #1,2017-12-31,2.32,105.0,3.48,0,0,
Clayton 1,2017-12-31,0.0,0.0,0.0,0,0,
Cornette #1,2017-12-31,0.0,0.0,0.0,0,0,
Etta #1,2017-12-31,0.0,0.0,0.0,0,0,
Flying G #1,2017-12-31,0.0,0.0,0.0,0,0,
Glaze #1,2017-12-31,0.0,0.0,0.0,0,0,
Haby #1,2017-12-31,0.0,0.0,1.67,0,0,
Huber #1,2017-12-31,21.71,0.0,0.0,0,0,
Joe #1,2017-12-31,1.67,0.0,0.0,0,0,
Kirby #1,2017-12-31,38.41,54.0,3.34,0,0,
Kresta #1,2017-12-31,0.0,0.0,0.0,0,0,
Lansford #1,2017-12-31,0.0,0.0,0.0,0,0,Shut in for weekend
Lee #1H,2017-12-31,0.0,65.9,0.0,0,0,16/64 choke
Lisa #1,2017-12-31,0.0,0.0,0.0,0,0,
McLean #1,2017-12-31,2.27,0.0,0.0,0,0,
Montemayor #1,2017-12-31,5.01,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2017-12-31,0.0,0.0,0.0,0,0,
Pierce Ranch #4,2017-12-31,0.0,29.0,8.35,0,0,
Preston #1,2017-12-31,0.0,0.0,0.0,0,0,
Rhodes #1,2017-12-31,26.72,14.0,3.34,0,0,
Terrell #1,2017-12-31,0.0,292.0,40.08,0,0,Enterprise Sales- 95 MCF
Vermillion #1,2017-12-31,20.04,794.0,10.02,0,0,FR 434 inj 430
Wendel Unit #1,2017-12-31,0.0,0.0,0.0,0,0,
Wendel-Rioux #1,2017-12-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2017-12-30,45.9746,251.0,154.0,0,0,
Blair TXL 7 #2,2017-12-30,13.95,0.0,20.0,0,0,
Blair TXL 7 #3,2017-12-30,3.0,0.0,0.0,0,0,
Boone Est GU #1,2017-12-30,0.0,0.0,0.0,0,0,
Carpenter #1,2017-12-30,2.32,108.0,3.48,0,0,
Clayton 1,2017-12-30,0.0,0.0,0.0,0,0,S/I for weekend
Cornette #1,2017-12-30,0.0,0.0,0.0,0,0,
Etta #1,2017-12-30,0.0,0.0,0.0,0,0,
Flying G #1,2017-12-30,0.0,0.0,0.0,0,0,
Glaze #1,2017-12-30,0.0,0.0,0.0,0,0,
Haby #1,2017-12-30,0.0,0.0,20.04,0,0,
