Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Bernice 1,2018-04-30,0.0,31.2,0.0,0,0,
Betty #1,2018-04-30,0.0,0.0,0.0,0,0,Shut in.
Blair TXL 7 #1,2018-04-30,44.0,110.0,203.0,0,0,
Blair TXL 7 #2,2018-04-30,13.95,23.0,0.0,0,0,
Blair TXL 7 #3,2018-04-30,0.0,0.0,0.0,0,0,
CL Moore 6,2018-04-30,11.69,0.0,0.0,0,0,
Clayton 1,2018-04-30,1.67,0.0,0.0,0,0,
Cornette #1,2018-04-30,0.0,0.0,0.0,0,0,Well is off
Dyer Unit #10,2018-04-30,0.0,49.0,13.36,0,0,
Flying G #1,2018-04-30,0.0,0.0,0.0,0,0,Well is off
Fridel #1,2018-04-30,4.54,36.0,43.42,0,0,
Haby #1,2018-04-30,0.0,0.0,0.0,0,0,Well is on
Heitz #1,2018-04-30,206.86,0.0,2270.12,0,0,"120 tp
130 cp
723 flared
600-800 flaring
649 ip"
Huber #1,2018-04-30,0.0,0.0,0.0,0,0,Well is on
JM Moore 178,2018-04-30,8.35,225.0,1.67,0,0,
JM Moore 192,2018-04-30,18.37,0.0,132.0,0,0,
Joe #1,2018-04-30,10.02,0.0,23.38,0,0,Blew csg down
Kirby #1,2018-04-30,13.36,430.0,3.34,0,0,
Kresta #1,2018-04-30,0.0,262.0,0.0,0,0,
Lansford #1,2018-04-30,0.0,0.0,0.0,0,0,Shut in for pressure buildup.
Lee #1H,2018-04-30,0.0,55.7,0.0,0,0,16/64 choke
Lloyd #1,2018-04-30,2.27,160.0,48.43,0,0,
McLean #1,2018-04-30,6.81,0.0,0.0,0,0,
Montemayor #1,2018-04-30,5.01,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-04-30,8.28,0.0,141.75,0,0,
Pierce Ranch #4,2018-04-30,0.0,30.0,8.35,0,0,
Preston #1,2018-04-30,18.37,0.0,0.0,0,0,
Rhodes #1,2018-04-30,10.02,11.0,5.01,0,0,
Terrell #1,2018-04-30,0.0,86.0,1.67,0,0,Enterprise Sales- 77 MCF
Vermillion #1,2018-04-30,20.04,0.0,11.69,0,0,Injection rate-478. Comp was down electrical problems
Wayne #1,2018-04-30,0.0,264.0,20.88,0,0,1010
Wendel Unit #1,2018-04-30,10.44,0.0,363.0,0,0,
White Marlin #1,2018-04-30,0.0,0.0,0.0,0,0,
Wittig Sisters #1,2018-04-30,0.0,0.0,0.0,0,0,
Betty #1,2018-04-29,0.0,0.0,0.0,0,0,Shut in for buildup.
Blair TXL 7 #1,2018-04-29,46.75,120.0,201.0,0,0,
Blair TXL 7 #2,2018-04-29,11.16,21.0,0.0,0,0,
Blair TXL 7 #3,2018-04-29,0.0,0.0,0.0,0,0,
CL Moore 6,2018-04-29,21.71,0.0,0.0,0,0,
Clayton 1,2018-04-29,1.67,0.0,0.0,0,0,
