Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2021-04-30,22.0,97.0,169.0,0,0,
Blair TXL 7 #2,2021-04-30,8.37,17.0,0.0,0,0,
Blair TXL 7 #3,2021-04-30,0.0,0.0,0.0,0,0,
Branton #1,2021-04-30,5.01,0.0,0.0,0,0,
Davis Lease,2021-04-30,8.37,0.0,49.5,0,0,
Dyer Unit #10,2021-04-30,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-04-30,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-04-30,5.01,165.0,2.46,0,0,
JM Moore 192,2021-04-30,16.7,0.0,150.0,0,0,C.t.
Joe #1,2021-04-30,1.67,0.0,38.11,0,0,
Kincaid #1,2021-04-30,13.36,0.0,41.75,0,0,
Kirby #1,2021-04-30,0.0,0.0,0.0,0,0,sibu
Kleimann #3,2021-04-30,0.0,0.0,0.0,0,0,down bad bearings in gear box
MCWF #1,2021-04-30,0.0,0.0,516.87,0,0,
McLean #1,2021-04-30,0.0,0.0,0.0,0,0,P&A
Montemayor #1,2021-04-30,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-04-30,5.52,0.0,35.75,0,0,
Palm #1,2021-04-30,0.0,0.0,0.0,0,0,bol hot oiled
Pierce Ranch #4,2021-04-30,0.0,8.0,5.01,0,0,Comp down low suc back on
Preston #1,2021-04-30,8.35,226.9,61.79,0,0,hot oiled
Rhodes #1,2021-04-30,5.01,0.0,1.67,0,0,
Vermillion #1,2021-04-30,1.67,1.3,0.0,0,0,
White Marlin #1,2021-04-30,8.35,0.0,0.0,0,0,
Wittig Sisters #1,2021-04-30,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-04-29,35.75,99.0,156.0,0,0,
Blair TXL 7 #2,2021-04-29,13.95,18.0,0.0,0,0,
Blair TXL 7 #3,2021-04-29,0.0,0.0,0.0,0,0,
Branton #1,2021-04-29,0.0,0.0,20.04,0,0,
Davis Lease,2021-04-29,11.16,0.0,63.5,0,0,
Dyer Unit #10,2021-04-29,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-04-29,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-04-29,1.67,161.0,2.6,0,0,
JM Moore 192,2021-04-29,15.03,0.0,151.0,0,0,
Joe #1,2021-04-29,1.67,0.0,16.7,0,0,
Kincaid #1,2021-04-29,6.68,0.0,20.04,0,0,
Kirby #1,2021-04-29,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-04-29,0.0,0.0,0.0,0,0,dn bad bearings in gear box
MCWF #1,2021-04-29,0.0,0.0,439.23,0,0,Power outage.
McLean #1,2021-04-29,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-04-29,3.34,0.0,1.67,0,0,
Paddy 19 State #1 & #5,2021-04-29,5.52,0.0,27.5,0,0,Power outage. Restored 10:30AM
Palm #1,2021-04-29,0.0,0.0,0.0,0,0,SIBU
Pierce Ranch #4,2021-04-29,1.16,13.0,8.35,0,0,
Preston #1,2021-04-29,5.01,0.0,1.55,0,0,
Rhodes #1,2021-04-29,18.37,0.0,0.0,0,0,
Vermillion #1,2021-04-29,0.0,0.0,38.41,0,0,
White Marlin #1,2021-04-29,6.68,0.0,0.0,0,0,
