Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2021-03-31,35.75,91.0,161.0,0,0,
Blair TXL 7 #2,2021-03-31,11.16,22.0,0.0,0,0,
Blair TXL 7 #3,2021-03-31,0.0,0.0,0.0,0,0,
Branton #1,2021-03-31,0.0,0.0,20.04,0,0,
Davis Lease,2021-03-31,0.0,0.0,16.5,0,0,hot oiled #3. Gauge at 3’ 2”
Dyer Unit #10,2021-03-31,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-03-31,3.34,151.0,1.67,0,0,
JM Moore 192,2021-03-31,12.94,0.0,160.0,0,0,
Joe #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Kincaid #1,2021-03-31,11.69,0.0,28.39,0,0,
Kirby #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-03-31,58.98,0.0,0.0,0,0,
MCWF #1,2021-03-31,0.0,0.0,798.57,0,0,
McLean #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Paddy 19 State #1 & #5,2021-03-31,5.52,0.0,44.0,0,0,
Palm #1,2021-03-31,10.02,212.61,118.31,0,0,
Pierce Ranch #4,2021-03-31,1.16,19.0,6.68,0,0,
Preston #1,2021-03-31,1.67,229.11,48.17,0,0,
Rhodes #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Vermillion #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
White Marlin #1,2021-03-31,0.0,0.0,0.0,0,0,SIBU
Wittig Sisters #1,2021-03-31,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-30,24.75,93.0,182.0,0,0,
Blair TXL 7 #2,2021-03-30,5.58,27.0,0.0,0,0,
Blair TXL 7 #3,2021-03-30,0.0,0.0,0.0,0,0,
Branton #1,2021-03-30,0.0,0.0,44.83,0,0,
Davis Lease,2021-03-30,11.16,0.0,41.25,0,0,
Dyer Unit #10,2021-03-30,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-30,0.0,0.0,0.0,0,0,sibu
JM Moore 178,2021-03-30,3.34,150.0,1.67,0,0,
JM Moore 192,2021-03-30,13.36,0.0,166.0,0,0,
Joe #1,2021-03-30,0.0,0.0,0.0,0,0,sibu
Kincaid #1,2021-03-30,0.0,0.0,1.67,0,0,
Kirby #1,2021-03-30,0.0,0.0,0.0,0,0,sibu
Kleimann #3,2021-03-30,60.12,0.0,0.0,0,0,
MCWF #1,2021-03-30,0.0,0.0,454.9,0,0,
McLean #1,2021-03-30,0.0,0.0,0.0,0,0,P&A
Montemayor #1,2021-03-30,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-03-30,5.52,0.0,38.5,0,0,
Palm #1,2021-03-30,10.02,211.3,106.66,0,0,
Pierce Ranch #4,2021-03-30,0.0,15.0,8.35,0,0,
Preston #1,2021-03-30,1.67,224.07,68.47,0,0,
Rhodes #1,2021-03-30,0.0,0.0,0.0,0,0,bol
Vermillion #1,2021-03-30,0.0,0.0,0.0,0,0,
White Marlin #1,2021-03-30,0.0,0.0,0.0,0,0,sibu
Wittig Sisters #1,2021-03-30,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-29,22.0,64.0,143.0,0,0,
Blair TXL 7 #2,2021-03-29,2.79,7.0,0.0,0,0,
Blair TXL 7 #3,2021-03-29,0.0,0.0,0.0,0,0,
Branton #1,2021-03-29,3.34,0.0,20.04,0,0,
Davis Lease,2021-03-29,11.16,0.0,61.5,0,0,
Dyer Unit #10,2021-03-29,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-29,0.0,0.0,0.0,0,0,sibu
JM Moore 178,2021-03-29,3.34,149.0,1.67,0,0,
JM Moore 192,2021-03-29,15.03,0.0,161.0,0,0,
Joe #1,2021-03-29,0.0,0.0,0.0,0,0,sibu
Kincaid #1,2021-03-29,0.0,0.0,0.0,0,0,bol
Kirby #1,2021-03-29,0.0,0.0,0.0,0,0,sibu
Kleimann #3,2021-03-29,56.78,0.0,0.0,0,0,
MCWF #1,2021-03-29,0.0,0.0,909.75,0,0,
McLean #1,2021-03-29,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-03-29,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-03-29,5.52,0.0,40.25,0,0,
Palm #1,2021-03-29,6.68,200.15,93.29,0,0,
Pierce Ranch #4,2021-03-29,1.16,18.0,8.35,0,0,
Preston #1,2021-03-29,5.01,224.36,61.53,0,0,
Rhodes #1,2021-03-29,0.0,0.0,0.0,0,0,SIBU
Vermillion #1,2021-03-29,0.0,0.0,0.0,0,0,bol
White Marlin #1,2021-03-29,0.0,0.0,0.0,0,0,sibu
Wittig Sisters #1,2021-03-29,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-28,33.0,91.0,149.0,0,0,
Blair TXL 7 #2,2021-03-28,11.16,18.0,0.0,0,0,
Blair TXL 7 #3,2021-03-28,0.0,0.0,0.0,0,0,
Branton #1,2021-03-28,3.34,0.0,16.7,0,0,
Davis Lease,2021-03-28,11.16,0.0,63.25,0,0,
Dyer Unit #10,2021-03-28,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-28,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-03-28,3.34,148.0,1.67,0,0,
JM Moore 192,2021-03-28,16.7,0.0,160.0,0,0,
Joe #1,2021-03-28,0.0,0.0,0.0,0,0,SIBU
Kincaid #1,2021-03-28,3.34,0.0,6.68,0,0,
Kirby #1,2021-03-28,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-03-28,60.12,0.0,0.0,0,0,
MCWF #1,2021-03-28,0.0,0.0,528.04,0,0,
McLean #1,2021-03-28,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-03-28,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-03-28,5.52,0.0,35.75,0,0,
Palm #1,2021-03-28,13.36,212.66,99.94,0,0,
Pierce Ranch #4,2021-03-28,1.16,16.0,8.35,0,0,
Preston #1,2021-03-28,6.68,234.95,41.75,0,0,
Rhodes #1,2021-03-28,0.0,0.0,0.0,0,0,BOL
Vermillion #1,2021-03-28,13.36,0.0,13.36,0,0,
White Marlin #1,2021-03-28,0.0,0.0,0.0,0,0,SIBU
Wittig Sisters #1,2021-03-28,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-27,35.75,93.0,155.0,0,0,
Blair TXL 7 #2,2021-03-27,11.16,17.0,0.0,0,0,
Blair TXL 7 #3,2021-03-27,0.0,0.0,0.0,0,0,
Branton #1,2021-03-27,0.0,0.0,16.7,0,0,
Davis Lease,2021-03-27,8.37,0.0,68.5,0,0,
Dyer Unit #10,2021-03-27,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-27,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-03-27,3.34,149.0,0.0,0,0,
JM Moore 192,2021-03-27,18.37,0.0,165.0,0,0,
Joe #1,2021-03-27,0.0,0.0,0.0,0,0,SIBU
Kincaid #1,2021-03-27,13.36,0.0,63.2,0,0,
Kirby #1,2021-03-27,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-03-27,54.24,0.0,0.0,0,0,
MCWF #1,2021-03-27,0.0,0.0,628.58,0,0,
McLean #1,2021-03-27,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-03-27,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-03-27,8.28,0.0,44.0,0,0,
Palm #1,2021-03-27,13.36,152.82,109.96,0,0,
Pierce Ranch #4,2021-03-27,0.54,16.0,6.68,0,0,
Preston #1,2021-03-27,6.68,242.28,90.02,0,0,
Rhodes #1,2021-03-27,3.34,0.0,5.01,0,0,SIBU
Vermillion #1,2021-03-27,15.03,0.0,33.4,0,0,
White Marlin #1,2021-03-27,0.0,0.0,0.0,0,0,SIBU
Wittig Sisters #1,2021-03-27,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-26,35.75,92.0,154.0,0,0,
Blair TXL 7 #2,2021-03-26,13.95,11.0,0.0,0,0,
Blair TXL 7 #3,2021-03-26,0.0,0.0,0.0,0,0,
Branton #1,2021-03-26,4.01,0.0,28.39,0,0,
Davis Lease,2021-03-26,8.37,0.0,60.5,0,0,
Dyer Unit #10,2021-03-26,0.0,0.0,0.0,0,0,S.i
Huber #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-03-26,3.34,147.0,1.67,0,0,
JM Moore 192,2021-03-26,13.36,0.0,160.0,0,0,
Joe #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
Kincaid #1,2021-03-26,10.02,0.0,53.44,0,0,
Kirby #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-03-26,56.78,0.0,0.0,0,0,
MCWF #1,2021-03-26,0.0,0.0,256.99,0,0,
McLean #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
Montemayor #1,2021-03-26,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2021-03-26,5.52,0.0,30.25,0,0,
Palm #1,2021-03-26,10.02,71.91,86.84,0,0,
Pierce Ranch #4,2021-03-26,0.0,16.0,8.35,0,0,
Preston #1,2021-03-26,8.35,222.78,101.61,0,0,
Rhodes #1,2021-03-26,0.0,0.0,0.0,0,0,BOL
Vermillion #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
White Marlin #1,2021-03-26,0.0,0.0,0.0,0,0,SIBU
Wittig Sisters #1,2021-03-26,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2021-03-25,33.0,94.0,152.0,0,0,
Blair TXL 7 #2,2021-03-25,11.16,16.0,0.0,0,0,
Blair TXL 7 #3,2021-03-25,0.0,0.0,0.0,0,0,
Branton #1,2021-03-25,3.34,0.0,5.01,0,0,
Davis Lease,2021-03-25,8.37,0.0,53.0,0,0,
Dyer Unit #10,2021-03-25,0.0,0.0,0.0,0,0,S.i.
Huber #1,2021-03-25,0.0,0.0,0.0,0,0,SIBU
JM Moore 178,2021-03-25,5.01,144.0,1.67,0,0,
JM Moore 192,2021-03-25,16.7,0.0,158.0,0,0,
Joe #1,2021-03-25,0.0,0.0,0.0,0,0,SIBU
Kincaid #1,2021-03-25,0.0,0.0,0.0,0,0,bol
Kirby #1,2021-03-25,0.0,0.0,0.0,0,0,SIBU
Kleimann #3,2021-03-25,56.78,0.0,1.67,0,0,
