Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2020-04-30,0.0,0.0,0.0,0,0,
Blair TXL 7 #2,2020-04-30,13.95,21.0,0.0,0,0,
Blair TXL 7 #3,2020-04-30,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-30,0.84,380.0,87.67,0,0,
CL Moore 8,2020-04-30,0.0,0.0,0.0,0,0,Bs.i.
Davis Lease,2020-04-30,0.0,0.0,196.5,0,0,
Dyer Unit #10,2020-04-30,0.0,30.0,20.04,0,0,
Fridel #1,2020-04-30,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-30,1.67,70.0,0.0,0,0,Comp dn low suc won’t start called mech
JM Moore 192,2020-04-30,15.03,0.0,115.0,0,0,
Joe #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Kincaid #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Kirby #1,2020-04-30,3.34,86.0,6.68,0,0,
Kleimann #3,2020-04-30,0.0,0.0,0.0,0,0,unit off
Lloyd #1,2020-04-30,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-30,0.0,0.0,0.0,0,0,
Palm #1,2020-04-30,26.94,706.8,124.99,0,0,
Pierce Ranch #4,2020-04-30,1.16,21.0,6.68,0,0,
Preston #1,2020-04-30,3.26,99.0,54.85,0,0,comp. BOL down on high disch.
Rhodes #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Terrell #1,2020-04-30,0.0,36.0,0.0,0,0,Enterprise Sales- 36 MCF
Vermillion #1,2020-04-30,1.67,41.0,13.36,0,0,
Wayne #1,2020-04-30,0.0,169.0,0.0,0,0,1 soap stick
Wendel Unit #1,2020-04-30,0.0,0.0,0.0,0,0,
White Marlin #1,2020-04-30,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-30,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-29,0.0,0.0,0.0,0,0,
Blair TXL 7 #2,2020-04-29,11.16,22.0,0.0,0,0,
Blair TXL 7 #3,2020-04-29,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-29,0.0,382.0,78.66,0,0,
CL Moore 8,2020-04-29,0.0,0.0,0.0,0,0,S.i.
Davis Lease,2020-04-29,0.0,0.0,206.0,0,0,
Dyer Unit #10,2020-04-29,0.0,25.0,8.35,0,0,
Fridel #1,2020-04-29,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-29,15.03,135.0,0.0,0,0,
JM Moore 192,2020-04-29,15.03,0.0,118.0,0,0,C.t.
Joe #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Kincaid #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Kirby #1,2020-04-29,1.67,57.0,5.01,0,0,
Kleimann #3,2020-04-29,0.0,0.0,0.0,0,0,unit off
Lloyd #1,2020-04-29,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-29,0.0,0.0,0.0,0,0,
Palm #1,2020-04-29,13.36,706.8,155.05,0,0,
Pierce Ranch #4,2020-04-29,1.16,19.0,5.01,0,0,
Preston #1,2020-04-29,0.0,277.0,31.73,0,0,
Rhodes #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Terrell #1,2020-04-29,0.0,34.0,5.01,0,0,Enterprise Sales- 34 MCF
Vermillion #1,2020-04-29,1.67,105.0,6.68,0,0,
Wayne #1,2020-04-29,0.0,231.0,0.0,0,0,
Wendel Unit #1,2020-04-29,0.0,0.0,0.0,0,0,Started up sw transfer pump to pump down tanks Inlands swd back in service
White Marlin #1,2020-04-29,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-29,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-28,0.0,22.0,0.0,0,0,
Blair TXL 7 #2,2020-04-28,11.16,18.0,0.0,0,0,
Blair TXL 7 #3,2020-04-28,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-28,2.51,399.0,82.32,0,0,
CL Moore 8,2020-04-28,0.0,0.0,0.0,0,0,S.i.
Davis Lease,2020-04-28,0.0,0.0,213.25,0,0,
Dyer Unit #10,2020-04-28,0.0,25.0,13.36,0,0,
Fridel #1,2020-04-28,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-28,5.01,135.0,2.32,0,0,1 load call in
JM Moore 192,2020-04-28,13.36,0.0,115.0,0,0,
Joe #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Kincaid #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Kirby #1,2020-04-28,1.67,86.0,0.0,0,0,
Kleimann #3,2020-04-28,0.0,0.0,0.0,0,0,unit off
Lloyd #1,2020-04-28,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-28,0.0,0.0,0.0,0,0,
Palm #1,2020-04-28,16.7,736.4,128.33,0,0,
Pierce Ranch #4,2020-04-28,1.16,20.0,5.01,0,0,
Preston #1,2020-04-28,1.67,280.0,8.35,0,0,
Rhodes #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Terrell #1,2020-04-28,0.0,45.0,0.0,0,0,Enterprise Sales-45 MCF
Vermillion #1,2020-04-28,1.67,101.1,18.37,0,0,
Wayne #1,2020-04-28,0.0,153.0,0.0,0,0,Rocked choke
Wendel Unit #1,2020-04-28,0.0,0.0,0.0,0,0,
White Marlin #1,2020-04-28,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-28,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-27,8.25,69.0,72.0,0,0,
Blair TXL 7 #2,2020-04-27,13.95,18.0,0.0,0,0,
Blair TXL 7 #3,2020-04-27,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-27,1.16,398.0,103.7,0,0,1 load call in
CL Moore 8,2020-04-27,0.0,0.0,0.0,0,0,
Davis Lease,2020-04-27,5.58,0.0,225.0,0,0,
Dyer Unit #10,2020-04-27,0.0,25.0,13.12,0,0,
Fridel #1,2020-04-27,0.0,0.0,0.0,0,0,
Huber #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-27,5.01,135.0,0.0,0,0,1 load call in
JM Moore 192,2020-04-27,18.37,0.0,113.0,0,0,
Joe #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Kincaid #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Kirby #1,2020-04-27,1.67,192.0,6.68,0,0,
Kleimann #3,2020-04-27,0.0,0.0,0.0,0,0,unit off
Lloyd #1,2020-04-27,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-27,0.0,0.0,0.0,0,0,
Palm #1,2020-04-27,23.38,700.7,113.3,0,0,
Pierce Ranch #4,2020-04-27,1.16,24.0,6.68,0,0,
Preston #1,2020-04-27,3.34,284.0,0.0,0,0,
Rhodes #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Terrell #1,2020-04-27,0.0,47.0,1.67,0,0,Enterprise Sales- 47 MCF
Vermillion #1,2020-04-27,0.0,80.0,1.67,0,0,
Wayne #1,2020-04-27,0.0,198.0,0.0,0,0,
Wendel Unit #1,2020-04-27,0.0,0.0,0.0,0,0,
White Marlin #1,2020-04-27,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-27,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-26,11.0,76.0,114.0,0,0,
Blair TXL 7 #2,2020-04-26,11.16,18.0,0.0,0,0,
Blair TXL 7 #3,2020-04-26,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-26,0.0,405.0,99.67,0,0,1 load call in
CL Moore 8,2020-04-26,0.0,0.0,0.0,0,0,Si.
Davis Lease,2020-04-26,11.16,0.0,253.75,0,0,
Dyer Unit #10,2020-04-26,0.0,30.0,15.26,0,0,
Fridel #1,2020-04-26,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-26,8.35,140.0,0.0,0,0,
JM Moore 192,2020-04-26,16.7,0.0,116.0,0,0,
Joe #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Kincaid #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Kirby #1,2020-04-26,3.34,215.0,6.68,0,0,
Kleimann #3,2020-04-26,0.0,0.0,13.1,0,0,unit off
Lloyd #1,2020-04-26,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-26,0.0,0.0,0.0,0,0,
Palm #1,2020-04-26,30.06,568.4,63.46,0,0,
Pierce Ranch #4,2020-04-26,2.27,28.0,6.68,0,0,
Preston #1,2020-04-26,3.34,283.9,0.0,0,0,
Rhodes #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Terrell #1,2020-04-26,0.0,49.0,0.0,0,0,Enterprise Sales- 49 MCF
Vermillion #1,2020-04-26,3.34,63.1,4.75,0,0,
Wayne #1,2020-04-26,0.0,210.0,0.0,0,0,
Wendel Unit #1,2020-04-26,0.0,0.0,0.0,0,0,
White Marlin #1,2020-04-26,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-26,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-25,22.0,89.0,129.0,0,0,
Blair TXL 7 #2,2020-04-25,11.16,17.0,0.0,0,0,
Blair TXL 7 #3,2020-04-25,0.0,0.0,0.0,0,0,
CL Moore 6,2020-04-25,1.16,422.0,92.67,0,0,1 load call in
CL Moore 8,2020-04-25,0.0,0.0,0.0,0,0,Si
Davis Lease,2020-04-25,11.16,0.0,249.0,0,0,
Dyer Unit #10,2020-04-25,0.0,30.0,25.05,0,0,Split load call in
Fridel #1,2020-04-25,0.0,0.0,0.0,0,0,OFF
Huber #1,2020-04-25,0.0,0.0,0.0,0,0,unit off
JM Moore 178,2020-04-25,8.35,140.0,0.0,0,0,
JM Moore 192,2020-04-25,18.37,0.0,136.0,0,0,
Joe #1,2020-04-25,6.68,0.0,8.35,0,0,unit off
Kincaid #1,2020-04-25,8.35,0.0,71.55,0,0,unit off
Kirby #1,2020-04-25,3.34,177.5,6.68,0,0,
Kleimann #3,2020-04-25,54.79,0.0,63.46,0,0,unit off
Lloyd #1,2020-04-25,0.0,0.0,0.0,0,0,OFF
McLean #1,2020-04-25,4.54,0.0,0.0,0,0,unit off
Montemayor #1,2020-04-25,0.0,0.0,0.0,0,0,unit off
Paddy 19 State #1 & #5,2020-04-25,0.0,0.0,0.0,0,0,
Palm #1,2020-04-25,29.42,300.4,68.21,0,0,sales and inject. BOL down on low suct.
Pierce Ranch #4,2020-04-25,1.16,11.0,5.01,0,0,Comp down low dis pressure back on
Preston #1,2020-04-25,3.34,287.3,0.0,0,0,
Rhodes #1,2020-04-25,8.35,0.0,0.0,0,0,unit off
Terrell #1,2020-04-25,0.0,46.0,0.0,0,0,Enterprise Sales- 46 MCF
Vermillion #1,2020-04-25,15.03,80.6,0.0,0,0,
Wayne #1,2020-04-25,0.0,202.0,0.0,0,0,
Wendel Unit #1,2020-04-25,0.0,0.0,0.0,0,0,
White Marlin #1,2020-04-25,0.0,0.0,0.0,0,0,unit off
Wittig Sisters #1,2020-04-25,0.0,0.0,0.0,0,0,
Blair TXL 7 #1,2020-04-24,27.5,97.0,137.0,0,0,
Blair TXL 7 #2,2020-04-24,13.95,17.0,0.0,0,0,
