Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Betty #1,2018-01-31,26.76,0.0,8.35,0,0,
Blair TXL 7 #1,2018-01-31,40.0615,206.0,127.0,0,0,
Blair TXL 7 #2,2018-01-31,13.95,0.0,21.0,0,0,
Blair TXL 7 #3,2018-01-31,8.0,0.0,0.0,0,0,
Carpenter #1,2018-01-31,0.0,0.0,0.0,0,0,
Clayton 1,2018-01-31,0.0,0.0,0.0,0,0,BOL at 11:30
Cornette #1,2018-01-31,0.0,0.0,21.06,0,0,
Etta #1,2018-01-31,0.0,0.0,0.0,0,0,
Flying G #1,2018-01-31,0.0,0.0,0.0,0,0,
Glaze #1,2018-01-31,0.0,0.0,0.0,0,0,
Haby #1,2018-01-31,0.0,0.0,0.0,0,0,Well is off
Huber #1,2018-01-31,6.68,0.0,0.0,0,0,
Joe #1,2018-01-31,38.41,0.0,20.04,0,0,
Kirby #1,2018-01-31,16.7,0.0,6.68,0,0,
Kresta #1,2018-01-31,0.0,286.0,0.0,0,0,
Lansford #1,2018-01-31,1.67,0.0,3.34,0,0,
Lee #1H,2018-01-31,0.0,61.7,0.0,0,0,16/64 choke
Lisa #1,2018-01-31,0.0,0.0,0.0,0,0,
McLean #1,2018-01-31,15.89,0.0,0.0,0,0,
Montemayor #1,2018-01-31,3.34,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-01-31,0.0,0.0,0.0,0,0,
Pierce Ranch #4,2018-01-31,0.0,193.0,8.35,0,0,
Preston #1,2018-01-31,25.05,0.0,20.04,0,0,
Rhodes #1,2018-01-31,6.68,13.0,8.35,0,0,
Terrell #1,2018-01-31,0.0,103.0,1.67,0,0,Enterprise Sales-85 mcf
Vermillion #1,2018-01-31,5.01,496.0,5.01,0,0,
Wendel Unit #1,2018-01-31,10.44,0.0,360.0,0,0,
Wendel-Rioux #1,2018-01-31,0.0,0.0,0.0,0,0,
Betty #1,2018-01-30,33.4,0.0,13.36,0,0,
Blair TXL 7 #1,2018-01-30,37.6769,202.0,126.0,0,0,
Blair TXL 7 #2,2018-01-30,16.74,0.0,21.0,0,0,
Blair TXL 7 #3,2018-01-30,10.0,0.0,0.0,0,0,
Carpenter #1,2018-01-30,0.0,0.0,0.0,0,0,
Clayton 1,2018-01-30,5.01,0.0,0.0,0,0,
Cornette #1,2018-01-30,0.0,0.0,0.0,0,0,Bol at 9:00 am.
Etta #1,2018-01-30,0.0,0.0,0.0,0,0,
Flying G #1,2018-01-30,0.0,0.0,0.0,0,0,
Glaze #1,2018-01-30,0.0,0.0,0.0,0,0,
Haby #1,2018-01-30,0.0,0.0,0.0,0,0,Well is off
Huber #1,2018-01-30,3.34,0.0,0.0,0,0,
Joe #1,2018-01-30,18.37,0.0,33.2,0,0,
Kirby #1,2018-01-30,21.71,15.0,3.34,0,0,Comp is down
Kresta #1,2018-01-30,0.0,286.0,0.0,0,0,
Lansford #1,2018-01-30,1.67,0.0,5.01,0,0,
Lee #1H,2018-01-30,0.0,61.9,0.0,0,0,16/64 choke
Lisa #1,2018-01-30,0.0,0.0,0.0,0,0,
McLean #1,2018-01-30,15.89,0.0,0.0,0,0,
Montemayor #1,2018-01-30,3.34,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-01-30,0.0,0.0,0.0,0,0,
Pierce Ranch #4,2018-01-30,0.0,33.0,8.35,0,0,
Preston #1,2018-01-30,25.05,0.0,23.38,0,0,
Rhodes #1,2018-01-30,14.66,15.0,5.01,0,0,
Terrell #1,2018-01-30,0.0,103.0,3.34,0,0,Enterprise Sales- 82 MCF
Vermillion #1,2018-01-30,5.01,440.0,6.68,0,0,
Wendel Unit #1,2018-01-30,10.44,0.0,357.0,0,0,
Wendel-Rioux #1,2018-01-30,0.0,0.0,0.0,0,0,
Betty #1,2018-01-29,13.36,0.0,5.01,0,0,
Blair TXL 7 #1,2018-01-29,39.8231,211.0,125.0,0,0,
Blair TXL 7 #2,2018-01-29,25.11,0.0,22.0,0,0,
Blair TXL 7 #3,2018-01-29,16.0,0.0,0.0,0,0,
Carpenter #1,2018-01-29,0.0,0.0,0.0,0,0,
Clayton 1,2018-01-29,0.0,0.0,0.0,0,0,BOL at 12:30
Cornette #1,2018-01-29,0.0,0.0,0.0,0,0,
Etta #1,2018-01-29,0.0,0.0,0.0,0,0,
Flying G #1,2018-01-29,0.0,0.0,0.0,0,0,
Glaze #1,2018-01-29,0.0,0.0,0.0,0,0,
Haby #1,2018-01-29,0.0,0.0,0.0,0,0,Well is off
Huber #1,2018-01-29,0.0,0.0,0.0,0,0,BOL @ 5:45pm
Joe #1,2018-01-29,40.08,0.0,48.43,0,0,
Kirby #1,2018-01-29,21.71,348.0,8.35,0,0,
Kresta #1,2018-01-29,0.0,287.0,0.58,0,0,
Lansford #1,2018-01-29,0.0,0.0,0.0,0,0,Back on line
Lee #1H,2018-01-29,0.0,62.2,0.0,0,0,16/64 choke
Lisa #1,2018-01-29,0.0,0.0,0.0,0,0,
McLean #1,2018-01-29,20.43,0.0,0.0,0,0,
Montemayor #1,2018-01-29,1.67,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-01-29,0.0,0.0,0.0,0,0,
Pierce Ranch #4,2018-01-29,0.0,29.0,8.35,0,0,
Preston #1,2018-01-29,31.73,0.0,21.71,0,0,
Rhodes #1,2018-01-29,26.72,13.0,8.35,0,0,
Terrell #1,2018-01-29,0.0,98.0,0.0,0,0,Enterprise Sales- 83 MCF
Vermillion #1,2018-01-29,0.0,226.0,14.77,0,0,
Wendel Unit #1,2018-01-29,10.44,0.0,362.0,0,0,
Wendel-Rioux #1,2018-01-29,0.0,0.0,0.0,0,0,
Betty #1,2018-01-28,8.35,0.0,14.77,0,0,
Blair TXL 7 #1,2018-01-28,40.0615,166.0,125.0,0,0,
Blair TXL 7 #2,2018-01-28,25.11,0.0,21.0,0,0,
Blair TXL 7 #3,2018-01-28,24.0,0.0,0.0,0,0,
Carpenter #1,2018-01-28,0.0,0.0,0.0,0,0,
Clayton 1,2018-01-28,0.0,0.0,0.0,0,0,
Cornette #1,2018-01-28,0.0,0.0,0.0,0,0,
Etta #1,2018-01-28,0.0,0.0,0.0,0,0,
Flying G #1,2018-01-28,0.0,0.0,0.0,0,0,
Glaze #1,2018-01-28,0.0,0.0,0.0,0,0,
Haby #1,2018-01-28,0.0,0.0,3.34,0,0,
Huber #1,2018-01-28,0.0,0.0,0.0,0,0,
Joe #1,2018-01-28,33.4,0.0,25.05,0,0,
Kirby #1,2018-01-28,30.08,408.0,5.01,0,0,
Kresta #1,2018-01-28,0.0,294.0,0.0,0,0,
Lansford #1,2018-01-28,0.0,0.0,0.0,0,0,Same well off weekend
Lee #1H,2018-01-28,0.0,62.2,0.0,0,0,16/64 choke
