Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
AL #1,2016-10-31,0.0,0.0,0.0,0,0,
Allen 1,2016-10-31,0.0,0.0,0.0,0,0,
Ann #1,2016-10-31,0.0,0.0,0.0,0,0,
Betty #1,2016-10-31,1.67,0.0,1.67,0,0,
Boone Est GU #1,2016-10-31,0.0,14.0,0.0,0,0,
Bowman 1,2016-10-31,0.0,0.0,0.0,0,0,
Box 1,2016-10-31,0.0,0.0,0.0,0,0,
Breco-Dyer #1,2016-10-31,0.0,70.0,0.0,0,0,
CL Moore #5,2016-10-31,0.0,40.0,0.0,0,0,
Carpenter #1,2016-10-31,0.0,143.0,3.48,0,0,
Clayton 1,2016-10-31,0.0,0.0,0.0,0,0,
Cornette #1,2016-10-31,0.0,0.0,0.0,0,0,
Dyer #1,2016-10-31,0.0,95.0,1.67,0,0,
Dyer #2,2016-10-31,0.0,137.0,120.0,0,0,
Dyer #7,2016-10-31,0.0,24.0,2.27,0,0,
Dyer Unit #10,2016-10-31,0.0,90.0,16.7,0,0,
Etta #1,2016-10-31,0.0,0.0,0.0,0,0,
Flying G #1,2016-10-31,0.0,0.0,1.16,0,0,
Fridel #1,2016-10-31,24.97,32.0,16.7,0,0,
GB #1,2016-10-31,0.0,0.0,0.0,0,0,Turned well on
Glaze #1,2016-10-31,0.0,302.0,351.54,0,0,
Haby #1,2016-10-31,1.67,0.0,0.0,0,0,
Hill #1,2016-10-31,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2016-10-31,0.0,29.0,0.0,0,0,
Huber #1,2016-10-31,43.42,0.0,0.0,0,0,
JM Moore 178,2016-10-31,10.02,200.0,0.0,0,0,
JM Moore 192,2016-10-31,16.7,0.0,120.0,0,0,
Joe #1,2016-10-31,15.19,0.0,0.0,0,0,
Kirby #1,2016-10-31,51.77,440.0,18.37,0,0,
Kresta #1,2016-10-31,0.0,188.0,0.0,0,0,
Lansford #1,2016-10-31,10.02,0.0,0.0,0,0,
Lee #1H,2016-10-31,0.0,48.4,0.0,0,0,16/64 choke
Lisa #1,2016-10-31,0.0,0.0,4.68,0,0,
Lloyd #1,2016-10-31,13.62,14.0,61.79,0,0,
McLean #1,2016-10-31,0.0,0.0,0.0,0,0,
Montemayor #1,2016-10-31,1.67,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2016-10-31,0.0,0.0,0.0,0,0,Started Paddy 19-1&4
Peters EE A,2016-10-31,2.27,0.0,0.0,0,0,#1 & #4 OFF
Pierce Ranch #4,2016-10-31,0.0,43.0,10.02,0,0,
Preston #1,2016-10-31,16.59,0.0,85.17,0,0,
Pritchett #1,2016-10-31,0.0,0.0,0.0,0,0,
Stange #1D,2016-10-31,0.0,140.0,2.32,0,0,
Terrell #1,2016-10-31,0.0,259.0,10.02,0,0,Enterprise Sales- 144 MCF
Wayne #1,2016-10-31,0.0,257.0,0.0,0,0,
Wendel Unit #1,2016-10-31,0.0,0.0,0.0,0,0,
Wendel-Rioux #1,2016-10-31,2.32,0.0,87.0,0,0,
Wittig Sisters #1,2016-10-31,0.0,0.0,0.0,0,0,
AL #1,2016-10-30,0.0,0.0,0.0,0,0,
Allen 1,2016-10-30,0.0,0.0,0.0,0,0,
