Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Blair TXL 7 #1,2022-07-31,33.0,94.0,161.0,0,0,
Blair TXL 7 #2,2022-07-31,11.16,14.0,0.0,0,0,
Blair TXL 7 #3,2022-07-31,0.0,0.0,0.0,0,0,
Branton #1,2022-07-31,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-31,8.37,0.0,41.25,0,0,
JM Moore 178,2022-07-31,5.01,0.0,1.67,0,0,Flaring gas 141 mcf
JM Moore 192,2022-07-31,15.03,0.0,141.0,0,0,
Joe #1,2022-07-31,3.34,0.0,86.58,0,0,
Kleimann #3,2022-07-31,0.0,0.0,0.0,0,0,
MCWF #1,2022-07-31,0.0,0.0,547.43,0,0,
Montemayor #1,2022-07-31,5.01,0.0,5.01,0,0,
Paddy 19 State #1 & #5,2022-07-31,8.04,0.0,33.0,0,0,
Palm #1,2022-07-31,0.0,27.86,70.14,0,0,
Pfeiffer #2,2022-07-31,0.0,0.0,0.0,0,0,off
Preston #1,2022-07-31,1.67,56.76,10.02,0,0,
Rhodes #1,2022-07-31,0.0,0.0,0.0,0,0,on
Vermillion #1,2022-07-31,0.0,0.05,0.0,0,0,
White Marlin #1,2022-07-31,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-07-30,33.0,94.0,152.25,0,0,
Blair TXL 7 #2,2022-07-30,8.37,14.0,0.0,0,0,
Blair TXL 7 #3,2022-07-30,0.0,0.0,0.0,0,0,
Branton #1,2022-07-30,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-30,5.58,0.0,55.0,0,0,
JM Moore 178,2022-07-30,6.68,0.0,1.67,0,0,Flaring gas 159 mcf
JM Moore 192,2022-07-30,13.36,0.0,130.0,0,0,
Joe #1,2022-07-30,0.0,0.0,65.13,0,0,
Kleimann #3,2022-07-30,0.0,0.0,39.82,0,0,
MCWF #1,2022-07-30,0.0,0.0,480.67,0,0,
Montemayor #1,2022-07-30,3.34,0.0,3.34,0,0,
Paddy 19 State #1 & #5,2022-07-30,2.76,0.0,35.75,0,0,
Palm #1,2022-07-30,0.0,35.18,98.23,0,0,
Pfeiffer #2,2022-07-30,0.0,0.0,0.0,0,0,off
Preston #1,2022-07-30,0.0,92.12,6.68,0,0,
Rhodes #1,2022-07-30,1.67,0.0,6.68,0,0,
Vermillion #1,2022-07-30,0.0,0.0,0.0,0,0,
White Marlin #1,2022-07-30,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-07-29,35.75,95.0,215.75,0,0,
Blair TXL 7 #2,2022-07-29,11.16,14.0,0.0,0,0,
Blair TXL 7 #3,2022-07-29,0.0,0.0,0.0,0,0,
Branton #1,2022-07-29,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-29,5.58,0.0,56.75,0,0,
JM Moore 178,2022-07-29,8.35,0.0,0.0,0,0,Flaring gas 149 mcf
JM Moore 192,2022-07-29,15.03,0.0,140.0,0,0,C.t.
Joe #1,2022-07-29,0.0,0.0,61.53,0,0,
Kleimann #3,2022-07-29,0.0,0.0,70.14,0,0,
MCWF #1,2022-07-29,0.0,0.0,481.37,0,0,
Montemayor #1,2022-07-29,0.0,0.0,0.0,0,0,off
Paddy 19 State #1 & #5,2022-07-29,5.52,0.0,24.75,0,0,
Palm #1,2022-07-29,0.0,96.41,71.81,0,0,
Pfeiffer #2,2022-07-29,0.1,0.0,0.0,0,0,off
Preston #1,2022-07-29,0.0,93.88,98.27,0,0,
Rhodes #1,2022-07-29,1.67,0.0,1.67,0,0,
Vermillion #1,2022-07-29,0.0,0.0,0.0,0,0,
White Marlin #1,2022-07-29,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-07-28,33.0,92.0,177.0,0,0,
Blair TXL 7 #2,2022-07-28,8.37,15.0,0.0,0,0,
Blair TXL 7 #3,2022-07-28,0.0,0.0,0.0,0,0,
Branton #1,2022-07-28,0.0,0.0,0.0,0,0,on
Davis Lease,2022-07-28,5.58,0.0,49.5,0,0,
JM Moore 178,2022-07-28,8.35,0.0,0.0,0,0,Flaring gas 150 mcf
JM Moore 192,2022-07-28,13.36,0.0,135.0,0,0,
Joe #1,2022-07-28,10.02,0.0,66.8,0,0,
Kleimann #3,2022-07-28,0.0,0.0,76.56,0,0,
MCWF #1,2022-07-28,0.0,0.0,554.64,0,0,
Montemayor #1,2022-07-28,3.34,0.0,5.01,0,0,
Paddy 19 State #1 & #5,2022-07-28,5.52,0.0,33.0,0,0,
Palm #1,2022-07-28,0.0,96.7,93.26,0,0,
Pfeiffer #2,2022-07-28,0.0,0.0,15.08,0,0,
Preston #1,2022-07-28,0.0,96.86,0.0,0,0,
Rhodes #1,2022-07-28,3.34,0.0,3.34,0,0,
Vermillion #1,2022-07-28,0.0,0.0,1.67,0,0,
White Marlin #1,2022-07-28,0.0,0.0,0.0,0,0,off
Blair TXL 7 #1,2022-07-27,33.0,94.0,217.0,0,0,
Blair TXL 7 #2,2022-07-27,8.37,15.0,0.0,0,0,
Blair TXL 7 #3,2022-07-27,0.0,0.0,0.0,0,0,
Branton #1,2022-07-27,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-27,5.58,0.0,66.0,0,0,
JM Moore 178,2022-07-27,10.02,0.0,1.21,0,0,Flaring gas 147 mcf
JM Moore 192,2022-07-27,13.36,0.0,136.0,0,0,
Joe #1,2022-07-27,11.69,0.0,69.88,0,0,
Kleimann #3,2022-07-27,0.0,0.0,71.81,0,0,
MCWF #1,2022-07-27,0.0,0.0,748.85,0,0,
Montemayor #1,2022-07-27,3.34,0.0,3.34,0,0,
Paddy 19 State #1 & #5,2022-07-27,5.52,0.0,37.5,0,0,
Palm #1,2022-07-27,1.67,98.35,83.24,0,0,
Pfeiffer #2,2022-07-27,31.78,0.0,62.72,0,0,
Preston #1,2022-07-27,0.0,71.4,0.0,0,0,
Rhodes #1,2022-07-27,3.34,0.0,0.0,0,0,
Vermillion #1,2022-07-27,1.67,0.01,1.67,0,0,
White Marlin #1,2022-07-27,1.67,0.0,0.0,0,0,
Blair TXL 7 #1,2022-07-26,35.75,93.0,198.02,0,0,
Blair TXL 7 #2,2022-07-26,8.37,15.0,0.0,0,0,
Blair TXL 7 #3,2022-07-26,0.0,0.0,0.0,0,0,
Branton #1,2022-07-26,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-26,8.37,0.0,30.25,0,0,
JM Moore 178,2022-07-26,5.01,0.0,1.67,0,0,Flaring gas 150 mcf
JM Moore 192,2022-07-26,15.03,0.0,132.0,0,0,
Joe #1,2022-07-26,8.35,0.0,46.76,0,0,
Kleimann #3,2022-07-26,0.0,0.0,69.88,0,0,
MCWF #1,2022-07-26,0.0,0.0,365.04,0,0,
Montemayor #1,2022-07-26,0.0,0.0,3.34,0,0,
Paddy 19 State #1 & #5,2022-07-26,2.76,0.0,13.75,0,0,
Palm #1,2022-07-26,10.02,97.36,75.15,0,0,
Pfeiffer #2,2022-07-26,43.13,0.0,4.64,0,0,
Preston #1,2022-07-26,0.0,99.34,3.34,0,0,
Rhodes #1,2022-07-26,1.67,0.0,1.67,0,0,
Vermillion #1,2022-07-26,0.0,0.0,0.0,0,0,
White Marlin #1,2022-07-26,0.0,0.0,6.68,0,0,
Blair TXL 7 #1,2022-07-25,33.0,93.0,110.0,0,0,
Blair TXL 7 #2,2022-07-25,8.37,15.0,0.0,0,0,
Blair TXL 7 #3,2022-07-25,0.0,0.0,0.0,0,0,
Branton #1,2022-07-25,0.0,0.0,0.0,0,0,on
Davis Lease,2022-07-25,8.37,0.0,44.0,0,0,
JM Moore 178,2022-07-25,6.68,0.0,1.67,0,0,Flaring gas 148 mcf
JM Moore 192,2022-07-25,15.03,0.0,148.0,0,0,
Joe #1,2022-07-25,16.7,0.0,79.9,0,0,
Kleimann #3,2022-07-25,0.0,0.0,80.16,0,0,
MCWF #1,2022-07-25,0.0,0.0,432.63,0,0,
Montemayor #1,2022-07-25,0.0,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2022-07-25,2.76,0.0,38.5,0,0,
Palm #1,2022-07-25,0.0,98.36,86.58,0,0,
Pfeiffer #2,2022-07-25,0.0,0.0,0.0,0,0,on
Preston #1,2022-07-25,0.0,98.68,0.0,0,0,
Rhodes #1,2022-07-25,1.67,0.0,1.67,0,0,
Vermillion #1,2022-07-25,0.0,0.0,0.0,0,0,
White Marlin #1,2022-07-25,0.0,0.0,0.0,0,0,on
Blair TXL 7 #1,2022-07-24,33.0,90.0,161.5,0,0,
Blair TXL 7 #2,2022-07-24,8.37,14.0,0.0,0,0,
Blair TXL 7 #3,2022-07-24,0.0,0.0,0.0,0,0,
Branton #1,2022-07-24,0.0,0.0,0.0,0,0,off
Davis Lease,2022-07-24,8.37,0.0,53.25,0,0,
JM Moore 178,2022-07-24,6.68,0.0,0.0,0,0,Flaring gas 144 mcf
JM Moore 192,2022-07-24,15.03,0.0,150.0,0,0,
