Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
Betty #1,2018-05-31,0.0,0.0,0.0,0,0,Remains shut in till further notice
Blair TXL 7 #1,2018-05-31,44.0,120.0,207.5,0,0,
Blair TXL 7 #2,2018-05-31,13.95,23.0,0.0,0,0,
Blair TXL 7 #3,2018-05-31,0.0,0.0,0.0,0,0,
CL Moore 6,2018-05-31,5.01,0.0,0.0,0,0,
Clayton 1,2018-05-31,0.0,0.0,0.0,0,0,on
Cornette #1,2018-05-31,0.0,0.0,0.0,0,0,Well is off
Dyer Unit #10,2018-05-31,0.0,50.0,13.36,0,0,
Flying G #1,2018-05-31,0.0,0.0,0.0,0,0,Well is off
Fridel #1,2018-05-31,4.54,87.0,41.45,0,0,
Haby #1,2018-05-31,0.0,0.0,0.0,0,0,Well is off
Heitz #1,2018-05-31,0.0,0.0,0.0,0,0,sibu
Huber #1,2018-05-31,0.0,0.0,0.0,0,0,Well made 1.67
JM Moore 178,2018-05-31,6.68,235.0,0.0,0,0,
JM Moore 192,2018-05-31,18.37,0.0,151.0,0,0,
Joe #1,2018-05-31,11.69,0.0,30.06,0,0,
Kirby #1,2018-05-31,26.72,375.0,50.1,0,0,
Kresta #1,2018-05-31,0.0,181.0,0.0,0,0,
Lansford #1,2018-05-31,0.0,0.0,0.0,0,0,
Lee #1H,2018-05-31,0.0,54.8,0.0,0,0,16/64 choke
Lloyd #1,2018-05-31,2.27,127.0,45.09,0,0,
McLean #1,2018-05-31,0.0,0.0,0.0,0,0,
Montemayor #1,2018-05-31,5.01,0.0,0.0,0,0,
Paddy 19 State #1 & #5,2018-05-31,8.28,0.0,55.0,0,0,
Pierce Ranch #4,2018-05-31,0.0,7.0,1.67,0,0,Si sep leak repaired back on
Preston #1,2018-05-31,18.37,0.0,51.51,0,0,
Rhodes #1,2018-05-31,16.7,9.0,6.68,0,0,
Terrell #1,2018-05-31,0.0,80.0,0.0,0,0,Enterprise Sales- 73 MCF
Vermillion #1,2018-05-31,23.38,643.0,20.04,0,0,
Wayne #1,2018-05-31,0.0,303.0,30.16,0,0,1025
