Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
AL #1,2016-02-29,0.0,35.1,0.0,0,0,16/64 choke
Allen 1,2016-02-29,0.0,0.0,0.0,0,0,
American Breco #3X-D&F,2016-02-29,0.0,0.0,0.0,0,0,
Ann #1,2016-02-29,0.0,0.0,0.0,0,0,
Baumbach #1,2016-02-29,0.0,0.0,0.0,0,0,Well / Shut in
Bernice 1,2016-02-29,0.0,0.0,0.0,0,0,Well / Shut down / gas flow rate 108mcf
Betty #1,2016-02-29,1.67,0.0,0.0,0,0,
Boone Est GU #1,2016-02-29,0.0,13.0,0.0,0,0,
Bowman 1,2016-02-29,0.0,0.0,0.0,0,0,
Box 1,2016-02-29,0.0,0.0,0.0,0,0,
Breco-Dyer #1,2016-02-29,0.0,0.0,0.0,0,0,
Carpenter #1,2016-02-29,0.0,63.0,0.0,0,0,
Clayton 1,2016-02-29,0.0,0.0,0.0,0,0,
Colvin #1,2016-02-29,0.0,0.0,0.0,0,0,Shut down
Cornette #1,2016-02-29,0.0,0.0,0.0,0,0,
Dyer #1,2016-02-29,0.0,66.0,0.0,0,0,
Dyer #2,2016-02-29,0.0,108.0,105.0,0,0,
Dyer #7,2016-02-29,0.0,45.0,0.0,0,0,
Dyer Unit #10,2016-02-29,0.0,87.0,20.04,0,0,
Etta #1,2016-02-29,0.0,0.0,0.0,0,0,
Flying G #1,2016-02-29,0.0,0.0,83.6,0,0,
Fridel #1,2016-02-29,6.81,25.0,43.42,0,0,
GB #1,2016-02-29,0.0,0.0,0.0,0,0,Turned well on
George Foundation #1 & SP,2016-02-29,3.97,99.0,2.92,0,0,
Glaze #1,2016-02-29,0.0,365.0,391.16,0,0,
Haby #1,2016-02-29,0.0,0.0,0.0,0,0,
Hill #1,2016-02-29,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2016-02-29,0.0,24.0,0.0,0,0,
Huber #1,2016-02-29,3.34,0.0,0.0,0,0,
JM Moore 178,2016-02-29,8.35,286.0,1.67,0,0,
JM Moore 192,2016-02-29,18.37,0.0,110.0,0,0,
Joe #1,2016-02-29,1.67,0.0,69.88,0,0,
Kirby #1,2016-02-29,86.84,0.0,79.9,0,0,
Knotts Unit #1H,2016-02-29,0.0,34.0,116.0,0,0,P/U OFF
Kresta #1,2016-02-29,0.0,279.0,0.0,0,0,
Lansford #1,2016-02-29,0.0,0.0,0.0,0,0,
Lastly Unit #1,2016-02-29,6.81,136.0,48.31,0,0,"1090 rpm
35 suc"
Lee #1H,2016-02-29,0.0,58.2,0.0,0,0,16/64 choke
Lisa #1,2016-02-29,1.67,13.0,11.7,0,0,
Lloyd #1,2016-02-29,13.62,54.0,0.0,0,0,
McLean #1,2016-02-29,13.62,0.0,0.0,0,0,
Montemayor #1,2016-02-29,0.0,0.0,0.0,0,0,
Peters EE A,2016-02-29,9.08,0.0,9.28,0,0,
Pierce Ranch #4,2016-02-29,0.0,15.0,10.02,0,0,
Preston #1,2016-02-29,0.0,0.0,0.0,0,0,
Pritchett #1,2016-02-29,0.0,0.0,3.48,0,0,
Stange #1D,2016-02-29,0.0,218.0,0.0,0,0,
Terrell #1,2016-02-29,0.0,360.0,8.35,0,0,
Wayne #1,2016-02-29,0.0,218.0,0.0,0,0,
Wendel Unit #1,2016-02-29,9.28,0.0,200.0,0,0,
Wendel-Rioux #1,2016-02-29,2.32,0.0,168.0,0,0,
Wittig Sisters #1,2016-02-29,0.0,2.0,38.28,0,0,
AL #1,2016-02-28,0.0,31.1,0.0,0,0,16/64 choke
Allen 1,2016-02-28,0.0,0.0,0.0,0,0,
American Breco #3X-D&F,2016-02-28,0.0,0.0,0.0,0,0,
Ann #1,2016-02-28,0.0,0.0,0.0,0,0,
Baumbach #1,2016-02-28,0.0,0.0,0.0,0,0,Well / Shut in
Bernice 1,2016-02-28,0.0,0.0,0.0,0,0,Well shut down
Betty #1,2016-02-28,1.67,0.0,0.0,0,0,
Boone Est GU #1,2016-02-28,0.0,13.0,0.0,0,0,
Bowman 1,2016-02-28,0.0,0.0,0.0,0,0,
Box 1,2016-02-28,0.0,0.0,0.0,0,0,
Breco-Dyer #1,2016-02-28,0.0,0.0,0.0,0,0,SIFBU
Carpenter #1,2016-02-28,0.0,113.0,1.16,0,0,
Clayton 1,2016-02-28,0.0,0.0,0.0,0,0,
Colvin #1,2016-02-28,0.0,0.0,0.0,0,0,Shut down
Cornette #1,2016-02-28,0.0,0.0,0.0,0,0,
Dyer #1,2016-02-28,0.0,59.0,0.0,0,0,
Dyer #2,2016-02-28,0.0,112.0,100.0,0,0,
Dyer #7,2016-02-28,4.54,42.0,18.16,0,0,
Dyer Unit #10,2016-02-28,0.0,77.0,40.08,0,0,
Etta #1,2016-02-28,0.0,0.0,0.0,0,0,
Flying G #1,2016-02-28,10.02,0.0,22.04,0,0,
Fridel #1,2016-02-28,31.78,166.0,10.02,0,0,
GB #1,2016-02-28,0.0,0.0,0.0,0,0,
George Foundation #1 & SP,2016-02-28,2.84,98.0,1.25,0,0,
Glaze #1,2016-02-28,0.0,360.0,391.67,0,0,
Haby #1,2016-02-28,0.0,0.0,0.0,0,0,
Hill #1,2016-02-28,0.0,0.0,0.0,0,0,
Hilmar Unit #2,2016-02-28,0.0,25.0,0.0,0,0,
Huber #1,2016-02-28,0.0,0.0,0.0,0,0,
JM Moore 178,2016-02-28,31.73,285.0,5.01,0,0,
JM Moore 192,2016-02-28,12.95,0.0,120.0,0,0,
Joe #1,2016-02-28,3.34,0.0,28.39,0,0,
Kirby #1,2016-02-28,21.71,0.0,160.32,0,0,
Knotts Unit #1H,2016-02-28,2.27,38.0,135.0,0,0,
Kresta #1,2016-02-28,0.0,276.0,0.0,0,0,
Lansford #1,2016-02-28,0.0,0.0,0.0,0,0,
Lastly Unit #1,2016-02-28,9.08,129.0,10.02,0,0,"1039 rpm
35 suc"
Lee #1H,2016-02-28,0.0,58.1,0.0,0,0,16/64 choke
Lisa #1,2016-02-28,0.0,2.0,10.53,0,0,
Lloyd #1,2016-02-28,0.0,0.0,0.0,0,0,P/U ON
McLean #1,2016-02-28,9.08,0.0,0.0,0,0,
Montemayor #1,2016-02-28,0.0,0.0,0.0,0,0,
Peters EE A,2016-02-28,9.08,0.0,9.28,0,0,
Pierce Ranch #4,2016-02-28,0.0,12.0,13.36,0,0,
Preston #1,2016-02-28,0.0,0.0,0.0,0,0,
Pritchett #1,2016-02-28,0.0,0.0,0.0,0,0,
Stange #1D,2016-02-28,0.0,219.0,0.0,0,0,
Terrell #1,2016-02-28,0.0,359.0,16.7,0,0,
Wayne #1,2016-02-28,0.0,220.0,0.0,0,0,
Wendel Unit #1,2016-02-28,6.96,0.0,203.0,0,0,
Wendel-Rioux #1,2016-02-28,4.64,0.0,174.0,0,0,
Wittig Sisters #1,2016-02-28,0.0,1.0,35.96,0,0,
AL #1,2016-02-27,0.0,29.7,0.0,0,0,16/64 choke
Allen 1,2016-02-27,0.0,0.0,0.0,0,0,
American Breco #3X-D&F,2016-02-27,0.0,0.0,0.0,0,0,"SIFBU
Tbg  60
Csg  245"
Ann #1,2016-02-27,0.0,0.0,0.0,0,0,
Baumbach #1,2016-02-27,0.0,0.0,0.0,0,0,Well / Shut in
Bernice 1,2016-02-27,0.0,71.2,1.43,0,0,Well shut down
Betty #1,2016-02-27,1.67,0.0,0.0,0,0,
Boone Est GU #1,2016-02-27,0.0,14.0,0.0,0,0,
Bowman 1,2016-02-27,0.0,0.0,0.0,0,0,
Box 1,2016-02-27,0.0,0.0,0.0,0,0,
Breco-Dyer #1,2016-02-27,0.0,0.0,0.0,0,0,
