Well Name,Last Production,Days since 2023-09-07
CL Moore 12,2023-09-07,0
Dyer #10,2021-11-01,675
Dyer 'D' #5,2023-09-07,0
JM Moore,2023-09-07,0
Lottie #1,2023-09-07,0
Mueller #1,2023-09-07,0
Pratka #1,2023-09-07,0
