id,name,type,capacity,multiplier,created_at,updated_at
15262,268924 remote,OIL,400,1.67,1522355531,1665496723
5108,268925,OIL,400,1.67,1440779367,1687901798
15263,268925 remote,OIL,400,1.67,1522355531,1665496723
5150,268998,OIL,436,2.27,1440780058,1687984992
16305,268998 Remote,OIL,436,2.27,1524673136,1665436926
5151,268999,OIL,436,2.27,1440780058,1687984992
5114,269057,OIL,400,1.67,1440779515,1687984984
5115,269058,OIL,400,1.67,1440779515,1687984984
5116,269059,OIL,400,1.67,1440779515,1687984984
5117,269060,OIL,400,1.67,1440779515,1687984985
5194,269066,OIL,436,2.27,1440782948,1687902673
5193,269067,OIL,436,2.27,1440782948,1687902674
5192,269068,OIL,436,2.27,1440782948,1687902673
5186,269070,OIL,400,1.67,1440782863,1552058588
15255,269070 remote,OIL,400,1.67,1522355410,1560281449
5187,269071,OIL,400,1.67,1440782863,1552058588
5188,269072,OIL,400,1.67,1440782863,1552058588
5189,269073,OIL,400,1.67,1440782863,1552058588
5191,269085,OIL/WATER,436,2.27,1440782948,1687987861
15251,269085 Remote,OIL,436,2.27,1522355254,1665496723
5153,269117,OIL,400,1.67,1440780123,1687902669
29896,269117 Remote,OIL,400,1.67,1604610644,1665496723
5154,269118,OIL,400,1.67,1440780123,1687902670
29897,269118 Remote,OIL,400,1.67,1604610644,1665496723
5155,269119,OIL,400,1.67,1440780123,1687902669
29898,269119 Remote,OIL,400,1.67,1604610644,1665496723
5156,269120,OIL,400,1.67,1440780123,1687902670
29899,269120 Remote,OIL,400,1.67,1604610644,1665496723
5158,269242,OIL,400,1.67,1440780189,1687984274
5159,269243,OIL,400,1.67,1440780189,1687984275
5160,269244,OIL,400,1.67,1440780189,1687984275
5161,269245,OIL,400,1.67,1440780189,1687984275
16374,269245 Remote,OIL,400,1.67,1526050744,1665496723
29873,26933 Remote,OIL,400,1.67,1604445244,1604445267
5124,269344,OIL,400,1.67,1440779668,1687901789
29859,269344 Remote,OIL,400,1.67,1604437343,1665496723
5125,269345,OIL,400,1.67,1440779668,1687901789
29860,269345 Remote,OIL,400,1.67,1604437343,1665496723
5126,269346,OIL,400,1.67,1440779668,1687901788
29861,269346 Remote,OIL,400,1.67,1604437343,1665496723
5127,269347,OIL,400,1.67,1440779668,1687901790
29862,269347 Remote,OIL,400,1.67,1604437343,1665496723
5139,269393,OIL,400,1.67,1440779871,1683236085
5140,269394,OIL,400,1.67,1440779871,1683236085
5141,269395,OIL,400,1.67,1440779871,1687984979
29870,269395 Remote,OIL,400,1.67,1604445045,1665496723
5328,269396,OIL,400,1.67,1442242326,1687984979
29871,269396 Remote,OIL,400,1.67,1604445195,1665496723
5085,269438,OIL,400,1.67,1440778979,1687901805
15268,269438 remote,OIL,400,1.67,1522355681,1686326011
5086,269439,OIL,400,1.67,1440778979,1687901805
15269,269439 remote,OIL,400,1.67,1522355681,1686326011
5087,269440,OIL,400,1.67,1440778979,1687901805
5088,269441,OIL,400,1.67,1440778979,1687901805
5163,269448,OIL,400,1.67,1440780250,1687902671
5164,269449,OIL,400,1.67,1440780250,1687902671
5165,269450,OIL,400,1.67,1440780250,1687902671
16371,269450 Remote,OIL,400,1.67,1526050282,1665496723
5166,269451,OIL,400,1.67,1440780250,1687902671
5134,269534,OIL,400,1.67,1440779815,1687901782
32069,269534 Remote,OIL,400,1.67,1612906782,1665496724
5135,269535,OIL,400,1.67,1440779815,1687901784
32070,269535 Remote,OIL,400,1.67,1612906782,1665496724
5136,269536,OIL,400,1.67,1440779815,1687901783
32071,269536 Remote,OIL,400,1.67,1612906782,1665496724
5137,269537,OIL,400,1.67,1440779815,1687901783
32072,269537 Remote,OIL,400,1.67,1612906782,1665496724
5243,269628,OIL,400,1.67,1440789910,1687902675
5244,269629,OIL,400,1.67,1440789910,1687902675
5245,269630,OIL,400,1.67,1440789910,1687902676
16373,269630 Remote,OIL,400,1.67,1526050640,1665496723
5252,269631,OIL,400,1.67,1440790077,1687902675
5247,269694,OIL,400,1.67,1440790037,1687901770
32102,269694 Remote,OIL,400,1.67,1612997987,1665496724
5248,269695,OIL,400,1.67,1440790037,1687901769
32103,269695 Remote,OIL,400,1.67,1612997987,1665496724
5249,269696,OIL,400,1.67,1440790037,1687901769
32104,269696 Remote,OIL,400,1.67,1612997987,1665496724
5250,269697,OIL,400,1.67,1440790037,1687901770
32105,269697 Remote,OIL,400,1.67,1612997987,1665496724
6760,269718,OIL,436,2.27,1449090281,1687902657
29905,269718 Remote,OIL,436,2.27,1604618603,1665496723
6761,269719,OIL,436,2.27,1449090281,1687902657
29906,269719 Remote,OIL,436,2.27,1604618603,1665496723
6762,269720,OIL,436,2.27,1449090281,1687902658
29907,269720 Remote,OIL,436,2.27,1604618603,1665496723
5648,269757,OIL,400,1.67,1444051478,1687984982
29865,269757 Remote,OIL,400,1.67,1604444373,1665496723
5649,269758,OIL,400,1.67,1444051478,1687984983
29866,269758 Remote,OIL,400,1.67,1604444373,1665496723
5650,269759,OIL,400,1.67,1444051478,1687984982
29867,269759 Remote,OIL,400,1.67,1604444373,1665496723
5651,269760,OIL,400,1.67,1444051478,1687984983
29868,269760 Remote,OIL,400,1.67,1604444373,1665496723
7630,269901,OIL,400,1.67,1452112568,1687901810
7631,269902,OIL,400,1.67,1452112568,1687901810
7632,269903,OIL,400,1.67,1452112568,1687901810
7633,269904,OIL,400,1.67,1452112568,1687901810
7635,269959,OIL,400,1.67,1452112644,1641913868
29874,269959 Remote,OIL,400,1.67,1604523065,1665496723
7636,269960,OIL,400,1.67,1452112644,1641913868
29875,269960 Remote,OIL,400,1.67,1604523065,1665496723
7637,269961,OIL,400,1.67,1452112644,1641913868
29876,269961 Remote,OIL,400,1.67,1604523065,1665496723
7638,269962,OIL,400,1.67,1452112644,1641913868
29877,269962 Remote,OIL,400,1.67,1604523065,1665496723
10376,271217,OIL,400,1.67,1479304920,1687902658
29901,271217 Remote,OIL,400,1.67,1604617172,1665496723
10377,271218,OIL,400,1.67,1479304920,1687902658
29902,271218 Remote,OIL,400,1.67,1604617172,1665496723
10378,271219,OIL,400,1.67,1479304920,1687902658
29903,271219 Remote,OIL,400,1.67,1604617172,1665496723
10596,271226,OIL,400,1.67,1481817766,1687984974
10597,271227,OIL,400,1.67,1481817767,1687984974
10674,271243,OIL,400,1.67,1483985040,1687901801
10675,271244,OIL,400,1.67,1483985040,1687901801
10676,271245,OIL,400,1.67,1483985040,1687901800
10678,271246,OIL,400,1.67,1483987077,1687901801
10670,271247,OIL,400,1.67,1483984982,1687984989
29920,271247 Remote,OIL,400,1.67,1604684720,1665496723
10671,271248,OIL,400,1.67,1483984982,1687984989
29921,271248 Remote,OIL,400,1.67,1604684720,1665496723
10672,271249,OIL,400,1.67,1483984982,1687984989
29922,271249 Remote,OIL,400,1.67,1604684720,1665496723
10679,271250,OIL,400,1.67,1483987156,1687984989
29923,271250 Remote,OIL,400,1.67,1604684720,1665496723
10934,271266,OIL,400,1.67,1487604553,1687901779
10935,271267,OIL,400,1.67,1487604553,1687817652
10936,271268,OIL,400,1.67,1487604553,1687817652
10908,271275,OIL,400,1.67,1486787598,1687967129
19935,271275 Remote,OIL/WATER,400,3.34,1553011814,1686326011
10909,271276,OIL,400,1.67,1486787598,1687967129
10910,271277,OIL,400,1.67,1486787598,1687967129
10911,271278,OIL,400,1.67,1486787598,1687967129
21942,271278 Remote,OIL/WATER,400,3.34,1561124684,1687986397
14633,271782,OIL,400,1.67,1519926331,1683236088
14634,271783,OIL,400,1.67,1519926331,1687984987
14635,271784,OIL,400,1.67,1519926331,1687984987
14636,271785,OIL,400,1.67,1519926331,1687984987
17649,271785 Remote,OIL/WATER,400,3.34,1536768792,1687986993
17650,271785 Remote - old,OIL,400,3.34,1536768792,1676475414
18084,271786 Remote,OIL/WATER,400,1.67,1540496999,1687986988
18086,271790 Remote,OIL/WATER,500,3.34,1540501692,1687986224
18087,271793 Remote,OIL,500,3.34,1540501692,1676475410
14843,271794,OIL,210,1.16,1520345733,1687902650
32074,271794 Remote,OIL,210,1.16,1612913812,1665496724
13385,271801,OIL,400,1.67,1512397775,1687901810
16166,271826,OIL,400,1.67,1524007363,1575559209
16303,271826 Remote,OIL,400,3.34,1524668734,1575559235
16167,271827,OIL,400,1.67,1524007363,1575559209
16168,271828,OIL,400,1.67,1524007363,1575559209
16302,271828 Remote,OIL,400,1.67,1524668734,1575559235
16169,271829,OIL,400,1.67,1524007363,1575559209
14837,271901,OIL,500,1.67,1520256971,1686326011
14838,271902,OIL,500,1.67,1520256992,1687901772
14839,271903,OIL,500,1.67,1520257015,1687901771
16353,271904,OIL,500,1.67,1525783306,1687901771
16497,271920,OIL,400,1.67,1528207548,1687984984
16605,271920 Remote,OIL,400,1.67,1530021179,1687986206
16498,271921,OIL,400,1.67,1528207548,1687984983
16499,271922,OIL,400,1.67,1528207548,1687984983
16500,271923,OIL,400,1.67,1528207548,1687984984
16604,271923 Remote,OIL,400,1.67,1530021179,1676475413
16502,271924,OIL,400,1.67,1528207714,1687901758
16608,271924 Remote,OIL,400,3.34,1530024617,1686326010
16503,271925,OIL,400,1.67,1528207714,1687901757
16504,271926,OIL,400,1.67,1528207714,1687901758
16505,271927,OIL,400,1.67,1528207714,1687901757
16825,271939 Remote,OIL,400,3.34,1531856807,1683236091
16744,271939x,OIL,400,1.67,1531231983,1683236091
16745,271940,OIL,400,1.67,1531231983,1687984991
16746,271941,OIL,400,1.67,1531231983,1687984991
16749,271942,OIL,400,1.67,1531232006,1687984991
16824,271942 Remote,OIL,400,1.67,1531856807,1683236091
17615,272129,OIL,400,1.67,1536252362,1687901808
17621,272129 Remote,OIL/WATER,400,1.67,1536252507,1687986212
17616,272130,OIL,400,1.67,1536252362,1687901807
17617,272131,OIL,400,1.67,1536252362,1687901808
17618,272132,OIL,400,1.67,1536252362,1687901808
17620,272132 Remote,OIL,400,1.67,1536252507,1676475416
16827,272141 Remote,OIL/WATER,400,1.67,1531856861,1687986345
17541,272142,OIL,400,1.67,1535638704,1687984977
24780,272142 Remote,OIL,400,1.67,1577997419,1676475415
17542,272143,OIL,400,1.67,1535638704,1687984977
17543,272144,OIL,400,1.67,1535638704,1687984977
17544,272145,OIL,400,1.67,1535638704,1687984976
18191,272170,OIL,400,1.67,1542810880,1578416929
18192,272171,OIL,400,1.67,1542810880,1578416929
18193,272172,OIL,400,1.67,1542810880,1578416929
18194,272173,OIL,400,1.67,1542810880,1578416929
18196,272214,OIL,400,1.67,1542810947,1687901781
18197,272215,OIL,400,1.67,1542810947,1687901781
18531,272215 Remote,OIL,400,3.34,1545157372,1686326010
18198,272216,OIL,400,1.67,1542810947,1687901781
18199,272217,OIL,400,1.67,1542810947,1687901782
18530,272217 Remote,OIL,400,3.34,1545157372,1686326010
19184,272282,OIL,400,1.67,1548690931,1683236088
19256,272282 Remote,OIL,400,5.01,1549295817,1676475414
19185,272283,OIL,400,1.67,1548690931,1687984986
19240,272284,OIL,400,1.67,1549030764,1687984986
19241,272285,OIL,400,1.67,1549030764,1687984986
19257,272285 Remote,OIL,400,1.67,1549295817,1676475414
19942,272354,OIL,400,1.67,1553033464,1620337251
19947,272354 Remote,OIL,400,1.67,1553087999,1665496723
19943,272355,OIL,400,1.67,1553033464,1620337251
19944,272356,OIL,400,1.67,1553033464,1620337251
19945,272357,OIL,400,1.67,1553033464,1620337251
19948,272357 Remote,OIL,400,3.34,1553087999,1665496723
20274,272396 Remote,OIL/WATER,400,1.67,1556739117,1687986232
20283,272399 Remote,OIL,400,1.67,1556739286,1676475409
21780,272481,OIL,400,1.67,1559596586,1686326010
21884,272481 Remote,OIL,400,3.34,1560352378,1686326010
21781,272482,OIL,400,1.67,1559596586,1687901780
21782,272483,OIL,400,1.67,1559596586,1687901779
21783,272484,OIL,400,1.67,1559596586,1687901780
21977,272484 Remote,OIL,400,3.34,1561662953,1686326010
22527,272526,OIL,400,1.67,1565361162,1687979979
22543,272526 Remote,OIL,400,3.34,1565639089,1676475411
22528,272527,OIL,400,1.67,1565361162,1687979979
22529,272528,OIL,400,1.67,1565361162,1687979979
22530,272529,OIL,400,1.67,1565361162,1687979979
22544,272529 Remote,OIL,400,3.34,1565639089,1676475411
6921,451193-1,OIL/WATER,436,2.27,1449244011,1523481832
6922,451193-2,OIL/WATER,436,2.27,1449244011,1523481832
6929,451200-1,OIL/WATER,400,1.67,1449244254,1683236086
6930,451200-2,OIL/WATER,400,1.67,1449244254,1683236086
6942,451776-1,OIL/WATER,210,1.16,1449244502,1523568367
7095,451871-1,OIL/WATER,436,2.27,1449271725,1535553695
6933,452503-1,OIL/WATER,300,1.67,1449244308,1524079640
6932,452503-2,OIL/WATER,436,2.27,1449244308,1524079640
6809,452661-1,OIL/WATER,436,2.27,1449169781,1545168802
6810,452661-2,OIL/WATER,436,2.27,1449169781,1545168802
6934,452922-1,OIL/WATER,210,1.16,1449244371,1633711230
6935,452922-2,OIL/WATER,210,1.16,1449244371,1633711230
6796,453209-1,OIL/WATER,210,1.16,1449115696,1523582936
6797,453209-2,OIL/WATER,210,1.16,1449115696,1523582936
8041,4640,OIL,500,2.8,1456343401,1569672321
8042,4641,OIL,500,2.8,1456343401,1569672321
8043,4652,OIL,500,2.8,1456343401,1569672321
14856,48205-1,OIL,500,2.75,1520525718,1687900500
14857,48205-2,OIL,500,2.75,1520525718,1687900500
14858,48205-3,OIL,500,2.75,1520525718,1687900501
8260,48205-4,OIL,500,2.79,1461006916,1687900419
8261,48205-5,OIL,500,2.79,1461006916,1687900420
8262,48205-6,OIL,500,2.79,1461006916,1687900421
14859,48208-1,OIL,500,2.76,1520525978,1687900443
14860,48208-2,OIL,500,2.79,1520525978,1687900444
8859,4829,OIL,500,2.75,1465315918,1469815201
8254,4830,OIL,500,2.75,1461006584,1469815201
8255,4831,OIL,500,2.75,1461006584,1469815201
8258,4843,OIL,500,2.76,1461006852,1469815179
8259,4844,OIL,500,2.79,1461006852,1469815179
8267,4845,OIL,599,2.79,1461009177,1469815512
14875,48455-1,OIL,500,2.79,1520529839,1687900372
14876,48455-2,OIL,500,2.79,1520529839,1687900373
8268,4846,OIL,500,2.79,1461009177,1469815512
8264,4858,OIL,500,2.79,1461009109,1469815496
8265,4859,OIL,500,2.79,1461009109,1469815496
14872,49250-1,OIL,500,2.79,1520529700,1687900338
14873,49250-2,OIL,500,2.79,1520529700,1687900339
8010,8243,OIL,300,1.67,1456342528,1687974844
8011,8244,OIL,300,1.67,1456342528,1680379131
8020,8247,OIL,300,1.67,1456342806,1687294501
8021,8248,OIL,300,1.67,1456342806,1684786798
8032,8492,OIL,500,2.79,1456343153,1687974845
8033,8493,OIL,500,2.79,1456343153,1687974845
8027,8494,OIL,300,1.67,1456343095,1687974844
8028,8495,OIL,300,1.67,1456343095,1687974844
8029,8496,OIL,300,1.67,1456343095,1680379130
8030,8497,OIL,300,1.67,1456343095,1680379130
20123,Aaron 1 Water,WATER,400,1.67,1555089443,1687984992
20284,Aaron1 Remote,OIL/WATER,400,1.67,1556739286,1687986231
8957,AB Pad Water,WATER,500,2.79,1466794650,1687903392
8273,Abnki 10 St 1 Water,WATER,500,2.75,1461009299,1687903392
8277,Abnki 10 St 2 Water,WATER,500,2.75,1461009408,1687748089
6764,AL 1 Oil 1,OIL/WATER,500,2.79,1449114645,1509116108
5179,Allen 1 Water,WATER,200,1.67,1440782649,1552058507
6919,American Breco Oil 1,OIL/WATER,210,1.16,1449243956,1509116108
6920,American Breco Water,WATER,210,1.16,1449243956,1509116108
6785,Anhaiser 1 Oil 1,OIL/WATER,400,1.67,1449115517,1509116108
6786,Anhaiser 1 Oil 2,OIL/WATER,400,1.67,1449115517,1509116108
6787,Anhaiser 1 Water 1,WATER,400,1.67,1449115518,1509116108
6788,Anhaiser 1 Water 2,WATER,400,1.67,1449115518,1509116108
6789,Anhaiser 1 Water 3,WATER,200,1.67,1449115518,1509116108
19914,Aniken 1 Remote,WATER,300,1.67,1552664328,1665436926
5152,Aniken 1 Water,WATER,300,1.67,1440780058,1687984991
6793,Ann 1 Oil 1,OIL/WATER,210,1.16,1449115618,1633713060
6794,Ann 1 Oil 2,OIL/WATER,210,1.16,1449115618,1633713060
6795,Ann 1 Water 1,WATER,210,1.16,1449115618,1633713060
19949,Anna Louisa Remote,WATER,400,1.67,1553087999,1665496723
19946,Anna Louisa Water,WATER,400,1.67,1553033464,1620337251
5100,Annpick Water,WATER,200,1.67,1440779173,1687901785
32100,Annpick Water Remote,WATER,200,1.67,1612990212,1665496433
35693,Balfour Oil 1,OIL,400,1.67,1643488179,1687984970
35694,Balfour Oil 2,OIL,400,1.67,1643488179,1687984971
35695,Balfour Oil 3,OIL,400,1.67,1643488179,1687984970
35696,Balfour Oil 4,OIL,400,1.67,1643488179,1687984970
36055,Balfour Remote Oil 1,OIL/WATER,400,1.67,1644530442,1687986284
36056,Balfour Remote Water,OIL/WATER,400,1.67,1644530442,1687986284
35697,Balfour Water 1,WATER,400,1.67,1643488179,1687984971
6763,Barrier Water,WATER,200,1.67,1449097005,1687902657
29908,Barrier Water Remote,WATER,200,1.67,1604618603,1665496723
6766,Baumbach 1 Oil 1,WATER,210,1.16,1449114725,1509116108
7079,Beal 1 Oil 3,OIL/WATER,436,2.27,1449270810,1687950551
7080,Beal 1 Water,WATER,300,1.67,1449270810,1687950551
8281,Beams 15 St 1 Water,WATER,500,2.75,1461009602,1687903394
8285,Beams 15 St 2 Water,WATER,500,2.75,1461009806,1687903394
8958,Beams 15 St. 5 Water,WATER,500,2.79,1466794805,1687903396
18088,Beeler 1H Remote,OIL/WATER,500,1.67,1540501692,1687986223
13810,Beeler 1H Water 1,WATER,400,1.67,1514903561,1687901809
7016,Benge 1H Water 1,WATER,200,1.67,1449264884,1687950531
4956,Bermuda 1 Water,WATER,200,1.67,1440770818,1687902662
6770,Bernice Water 1,WATER,200,1.67,1449114831,1535553662
4966,Betty 1 Water,WATER,200,1.67,1440771393,1634062955
22851,Big Sonny Remote Wat,WATER,200,1.67,1568666374,1665496723
5246,Big Sonny Water,WATER,200,1.67,1440789910,1687902675
9915,Blackmon Test Oil,OIL,400,1.67,1472570476,1523566431
9916,Blackmon Test Water,WATER,400,1.67,1472570476,1523566431
5652,Blackmon Water,WATER,400,1.67,1444051478,1687984982
29869,Blackmon Water Remot,WATER,400,1.67,1604444373,1665496723
8256,Blair 1 Water 1,WATER,500,2.75,1461006584,1687900502
8257,Blair 1 Water 2,WATER,500,2.75,1461006584,1469815192
14871,Blair 6 Water,WATER,500,2.75,1520529560,1687900421
8263,Blair 6 Water 1,WATER,500,2.79,1461006938,1469815188
16610,Blas Reyes Remote,WATER,210,1.16,1530049669,1665496723
5162,Blas Reyes Water,WATER,210,1.17,1440780189,1687984275
33399,BMMP Oil 1,OIL,400,1.67,1623418357,1687457457
33400,BMMP Oil 2,OIL,400,1.67,1623418357,1687457457
33401,BMMP Oil 3,OIL,400,1.67,1623418357,1687457457
33402,BMMP Oil 4,OIL,400,1.67,1623418357,1687457457
33403,BMMP Water 1,WATER,400,1.67,1623418357,1683236084
4961,Bond 1 Water,WATER,200,1.67,1440771316,1687902659
6805,Boone Oil 1,OIL/WATER,210,1.16,1449169612,1521214923
8327,Bougan 33 St 1 Water,WATER,500,2.75,1461077060,1682028402
4971,Bowman 1 Water,WATER,200,1.67,1440771482,1539184435
4974,Box 1 Water,WATER,200,1.67,1440771549,1552058554
39543,BR1 Tank 1,OIL,400,1.67,1667404061,1686752603
39544,BR1 Tank 2,OIL,400,1.67,1667404061,1686752603
39545,BR1 Tank 3,OIL,400,1.67,1667404061,1686752603
39546,BR1 Tank 4,OIL,400,1.67,1667404061,1686752603
39547,BR1 Water Tank,WATER,400,1.67,1667404061,1686752603
39539,BR2 OT 2,OIL,400,1.67,1667403950,1676475410
39540,BR2 OT 3,OIL,400,1.67,1667403951,1676475410
39541,BR2 OT 4,OIL,400,1.67,1667403951,1676475410
39538,BR2 RT 1,OIL/WATER,400,1.67,1667403950,1687275760
39542,BR2 RT 2,OIL/WATER,400,1.67,1667403951,1687275760
39721,BR2 Tank 1,OIL,400,1.67,1668620226,1687980314
39722,BR2 Tank 2,OIL,400,1.67,1668620226,1687980314
39723,BR2 Tank 3,OIL,400,1.67,1668620226,1687980314
39725,BR2 Tank 4,OIL,400,1.67,1668707301,1687980314
39885,BR2 Water Tank,WATER,400,1.67,1669757087,1687980314
7020,Bradshaw 1 Water 1,WATER,300,1.67,1449264981,1687950551
28763,Branton 1 Oil 1,OIL,400,1.67,1588771542,1687984990
28764,Branton 1 Oil 2,OIL,400,1.67,1588771542,1687984990
28765,Branton 1 Water,WATER,400,1.67,1588771542,1687984990
28901,Branton Water Remote,WATER,400,1.67,1591213631,1665496723
6923,Breco Dyer 1 Water 1,WATER,200,1.67,1449244011,1523481832
8062,Brmley SWD 1 Water 1,WATER,500,2.75,1456346006,1687974844
8063,Brmley SWD 1 Water 2,WATER,500,2.75,1456346006,1680379131
8014,Bro Horizon Water 1,WATER,500,2.75,1456342582,1687982202
36583,Bruce Weaver 2 Oil 1,OIL,436,2.27,1646686691,1687983350
36584,Bruce Weaver 2 Oil 2,OIL,436,2.27,1646686691,1687983350
36585,Bruce Weaver 2 Oil 3,OIL,436,2.27,1646686691,1687983350
36586,Bruce Weaver 2 Water,WATER,300,1.67,1646686691,1687983351
36580,Bruce Weaver Oil 1,OIL,400,1.67,1646686504,1687901804
36581,Bruce Weaver Oil 2,OIL,400,1.67,1646686504,1687901804
36582,Bruce Weaver Water,WATER,210,1.16,1646686504,1687901804
8031,Brumley Water 1,WATER,300,1.67,1456343095,1687974844
18195,Buck #1 Water 1,WATER,400,1.67,1542810880,1578416929
8034,Bullard Water 1,WATER,500,2.75,1456343190,1687974844
6968,Caldwell 1 Water 1,WATER,200,1.67,1449261938,1687950533
6969,Caldwell 1 Water 2,WATER,200,1.67,1449261938,1687950532
10305,Cameron Water #1,WATER,500,2.75,1479163838,1687903397
5051,Cannan 1 Water,WATER,200,1.67,1440778147,1687980070
29928,Cannan 1 Water Remot,WATER,200,1.67,1604686343,1665496723
12868,Cannon 1,OIL,208,1.16,1507219179,1531857067
5123,Carolpick 1 Water,WATER,400,1.67,1440779602,1687981906
32056,Carolpick 1 Water Re,WATER,400,1.67,1612902485,1665496724
12469,Carolyn Water,WATER,400,1.67,1502897641,1687901766
29938,Carolyn Water Remote,OIL/WATER,400,1.67,1604785982,1687986232
6798,Carpenter 1 Water 1,WATER,210,1.16,1449115696,1523582937
6970,Carroll 1 Oil 1,OIL/WATER,436,2.27,1449262540,1687950533
21976,Carroll 1 Oil 2,OIL/WATER,436,2.27,1561653749,1687950533
6971,Carroll 1 Water 1,WATER,200,1.67,1449262540,1687950533
10995,Cenizo Test Oil 1,OIL,400,1.67,1488549926,1523568167
10996,Cenizo Test Oil 2,OIL,400,1.67,1488549926,1523568167
5142,Cenizo Water,WATER,210,1.17,1440779871,1687984978
29872,Cenizo Water Remote,WATER,210,1.17,1604445195,1665496723
10997,CenizoTest Water,WATER,400,1.67,1488549926,1523568167
27752,Chad Remote Oil,OIL,400,1.67,1584370859,1687986198
27753,Chad Remote Water,WATER,400,1.67,1584370859,1687986198
11422,Chad Water,WATER,400,1.67,1490738513,1687901803
10379,Charles B Water,WATER,400,1.67,1479304920,1687902658
29904,Charles B Water Remo,WATER,400,1.67,1604617172,1665496723
6881,Christopher 1 Water,WATER,200,1.67,1449242808,1645743768
5173,Circle T1 Water,WATER,200,1.67,1440782524,1687979896
32080,Circle T1 Water Remo,WATER,200,1.67,1612934677,1665496724
7023,CK 1 Water1,WATER,200,1.67,1449265104,1687950534
7083,CLARY RB #1-3,OIL/WATER,436,2.27,1449271052,1687950534
7084,Clary RB 1 Water 1,WATER,300,1.67,1449271052,1687950534
5190,Clayton 1 Water,WATER,200,1.67,1440782863,1552058588
15259,Clayton 1 Water remt,WATER,200,1.67,1522355410,1641506529
7027,Coffman 1H Water 1,WATER,300,1.67,1449265374,1687950535
6773,Colvin 1 Oil 1,OIL/WATER,436,2.27,1449114982,1536672815
6774,Colvin 1 Oil 2,OIL/WATER,436,2.27,1449114982,1536672815
6775,Colvin 1 Water 1,WATER,210,1.16,1449114982,1536672815
6776,Colvin 1 Water 2,WATER,210,1.16,1449114982,1536672815
23913,Coranet SWD Remote,OIL/WATER,400,1.67,1571845518,1687986428
24544,Cornett SWD Skim,OIL,210,1.16,1575388872,1687984969
5146,Cornette 1 Water,WATER,210,1.17,1440779947,1661214523
32039,Cornette SWD Water 1,WATER,400,1.67,1612453558,1687984970
40900,Cornette SWD Water 2,WATER,400,1.67,1675459089,1687984970
40901,Cornette SWD Water 3,WATER,400,1.67,1675459089,1687984969
40902,Cornette SWD Water 4,WATER,400,1.67,1675459089,1687984969
40903,Cornette SWD Water 5,WATER,400,1.67,1675459089,1687984970
8289,Cp 24 F 2 SWD Water1,WATER,500,2.75,1461010044,1687903385
8290,Cp 24 F 2 SWD Water2,WATER,500,2.75,1461010044,1683951738
8288,Cp 24 Fd Com 1 Water,WATER,500,2.75,1461009931,1610121537
33498,CR 101 Oil 1,OIL,400,1.67,1623764071,1687985053
33499,CR 101 Oil 2,OIL,400,1.67,1623764071,1687985053
33500,CR 101 Oil 3,OIL,400,1.67,1623764071,1687985053
33501,CR 101 Oil 4,OIL,400,1.67,1623764071,1687985053
33502,CR 101 Water 1,WATER,400,1.67,1623764071,1687985053
29018,CR 201 OIl 1,OIL,400,1.67,1593524695,1687985054
29019,CR 201 Oil 2,OIL,400,1.67,1593524695,1687985054
29020,CR 201 Oil 3,OIL,400,1.67,1593524695,1687985054
29021,CR 201 Oil 4,OIL,400,1.67,1593524695,1683236085
29022,CR 201 Water,WATER,400,1.67,1593524695,1687985054
29023,CR 301 Oil 1,OIL,400,1.67,1593524782,1687985055
29024,CR 301 Oil 2,OIL,400,1.67,1593524782,1687985055
29025,CR 301 Oil 3,OIL,400,1.67,1593524782,1687985054
29026,CR 301 Oil 4,OIL,400,1.67,1593524782,1683236085
29027,CR 301 Water,WATER,400,1.67,1593524782,1687985055
30971,CR 302  Water 1,WATER,400,1.67,1610396932,1687985056
30968,CR 302 Oil 1,OIL,500,1.67,1610396932,1687985056
30969,CR 302 Oil 2,OIL,500,1.67,1610396932,1687985057
30970,CR 302 Oil 3,OIL,500,1.67,1610396932,1687985056
34351,CR 401 Oil 1,OIL,400,1.67,1633102121,1687985055
41276,CR 447 Oil 1,OIL,500,1.67,1677863620,1683663961
29460,CR 501 Oil 1,OIL,500,1.67,1597067304,1687985056
29929,CR 501 Oil 1 Remote,OIL,500,1.67,1604703666,1665496723
29461,CR 501 Oil 2,OIL,500,1.67,1597067304,1687985056
29930,CR 501 Oil 2 Remote,OIL,500,1.67,1604703666,1665496723
29462,CR 501 Oil 3,OIL,500,1.67,1597067304,1687985056
29931,CR 501 Oil 3 Remote,OIL,500,1.67,1604703666,1665496723
29463,CR 501 Oil 4,OIL,500,1.67,1597067304,1683236085
29932,CR 501 Oil 4 Remote,OIL,500,1.67,1604703666,1665496723
29464,CR 501 Water 1,WATER,400,1.67,1597067304,1687985056
29933,CR 501 Water 1 Remot,WATER,400,1.67,1604703666,1665496723
40874,CR 939 Oil Tank 1,OIL,436,2.27,1674493233,1687987570
40875,CR 939 Oil Tank 2,OIL,436,2.27,1674493233,1687987570
32101,CR Compressor Remote,OIL/WATER,400,1.67,1612991980,1665496724
30287,CR Compressor Statio,OIL/WATER,400,1.67,1608134609,1687985054
5176,Cross S 1 Water,WATER,200,1.67,1440782603,1687985049
22545,CT 1 Remote Water,WATER,400,1.67,1565639089,1676475411
22531,CT 1 Water 1,WATER,400,1.67,1565361162,1687979979
8330,CW 14 St 1 Water,WATER,500,2.75,1461077655,1687903396
