Well Name,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Date
CL Moore 12,796.0,0.0,21240.0,750.0,0.0,2022-09-01
Dyer 'D' #5,2.0,0.0,16.0,15895.0,0.0,2022-09-01
JM Moore #192,368.0,0.0,4077.0,1500.0,1500.0,2022-09-01
Mueller #1,13.0,9.0,282.0,1500.0,0.0,2022-09-01
Lottie #1,24.0,0.0,655.0,1500.0,0.0,2022-09-01
JM Moore,1199.0,0.0,20590.0,120.0,0.0,2022-09-01
Gulf Coast Total,2486.0,2420.0,46943.0,49765.0,1500.0,2022-09-01
Lottie #1,241.0,0.0,4616.0,1550.0,0.0,2022-10-01
JM Moore,1413.0,0.0,25678.0,124.0,0.0,2022-10-01
Mueller #1,4.0,0.0,219.0,1550.0,0.0,2022-10-01
JM Moore #192,366.0,0.0,4680.0,1550.0,1550.0,2022-10-01
Gulf Coast Total,3224.0,2385.0,64139.0,52089.0,1550.0,2022-10-01
Pratka #1,89.0,2385.0,70.0,29450.0,0.0,2022-10-01
Dyer 'D' #5,0.0,0.0,16.0,17090.0,0.0,2022-10-01
CL Moore 12,1111.0,0.0,28860.0,775.0,0.0,2022-10-01
Mueller #1,5.0,0.0,229.0,1500.0,0.0,2022-11-01
Gulf Coast Total,2879.0,2239.0,57235.0,60150.0,1500.0,2022-11-01
Dyer 'D' #5,0.0,0.0,0.0,26280.0,0.0,2022-11-01
Lottie #1,214.0,0.0,3627.0,1500.0,0.0,2022-11-01
CL Moore 12,923.0,0.0,26232.0,750.0,0.0,2022-11-01
JM Moore #192,358.0,0.0,4237.0,1500.0,1500.0,2022-11-01
JM Moore,1308.0,0.0,22842.0,120.0,0.0,2022-11-01
Pratka #1,71.0,2239.0,68.0,28500.0,0.0,2022-11-01
Mueller #1,0.0,0.0,0.0,1550.0,0.0,2022-12-01
JM Moore,1305.0,0.0,22204.0,124.0,0.0,2022-12-01
Gulf Coast Total,2842.0,1998.0,55558.0,69449.0,1550.0,2022-12-01
Dyer 'D' #5,0.0,0.0,0.0,33950.0,0.0,2022-12-01
Pratka #1,77.0,1998.0,72.0,29950.0,0.0,2022-12-01
JM Moore #192,338.0,0.0,4273.0,1550.0,1550.0,2022-12-01
Lottie #1,157.0,0.0,2309.0,1550.0,0.0,2022-12-01
CL Moore 12,965.0,0.0,26700.0,775.0,0.0,2022-12-01
JM Moore,1360.0,0.0,25056.0,124.0,0.0,2023-01-01
CL Moore 12,672.0,0.0,19569.0,775.0,0.0,2023-01-01
Pratka #1,80.0,2081.0,76.0,25200.0,0.0,2023-01-01
JM Moore #192,359.0,0.0,4234.0,1550.0,1550.0,2023-01-01
Dyer 'D' #5,0.0,0.0,0.0,34100.0,0.0,2023-01-01
Mueller #1,32.0,0.0,514.0,1550.0,0.0,2023-01-01
Lottie #1,291.0,0.0,4114.0,1550.0,0.0,2023-01-01
Gulf Coast Total,2794.0,2081.0,53563.0,64849.0,1550.0,2023-01-01
Gulf Coast Total,2441.0,1950.0,48807.0,69712.0,1400.0,2023-02-01
Dyer 'D' #5,0.0,0.0,0.0,30800.0,0.0,2023-02-01
CL Moore 12,1000.0,0.0,26043.0,700.0,0.0,2023-02-01
Mueller #1,20.0,0.0,390.0,1400.0,0.0,2023-02-01
JM Moore #192,101.0,0.0,1123.0,1400.0,1400.0,2023-02-01
Lottie #1,246.0,0.0,3626.0,1400.0,0.0,2023-02-01
JM Moore,992.0,0.0,17542.0,112.0,0.0,2023-02-01
Pratka #1,82.0,1950.0,83.0,33900.0,0.0,2023-02-01
Pratka #1,76.0,2209.0,87.0,31000.0,0.0,2023-03-01
JM Moore,1377.0,0.0,26210.0,124.0,0.0,2023-03-01
CL Moore 12,1049.0,0.0,28674.0,775.0,0.0,2023-03-01
Gulf Coast Total,3065.0,2209.0,64123.0,75089.0,1550.0,2023-03-01
Dyer 'D' #5,0.0,0.0,0.0,34100.0,0.0,2023-03-01
Mueller #1,8.0,0.0,301.0,5990.0,0.0,2023-03-01
JM Moore #192,286.0,0.0,4364.0,1550.0,1550.0,2023-03-01
Lottie #1,269.0,0.0,4487.0,1550.0,0.0,2023-03-01
Lottie #1,266.0,0.0,3864.0,1500.0,0.0,2023-04-01
Mueller #1,0.0,0.0,0.0,28330.0,0.0,2023-04-01
JM Moore,1366.0,0.0,23772.0,185.0,0.0,2023-04-01
Gulf Coast Total,3045.0,1983.0,59379.0,92365.0,1500.0,2023-04-01
JM Moore #192,353.0,0.0,4127.0,1500.0,1500.0,2023-04-01
Dyer 'D' #5,0.0,9.0,0.0,33000.0,0.0,2023-04-01
Pratka #1,76.0,1974.0,82.0,27100.0,0.0,2023-04-01
CL Moore 12,984.0,0.0,27534.0,750.0,0.0,2023-04-01
JM Moore #192,358.0,0.0,4324.0,1550.0,1550.0,2023-05-01
JM Moore,1355.0,0.0,24128.0,124.0,0.0,2023-05-01
Pratka #1,76.0,2077.0,81.0,27900.0,0.0,2023-05-01
Dyer 'D' #5,0.0,0.0,7.0,29475.0,0.0,2023-05-01
CL Moore 12,1018.0,0.0,28730.0,775.0,0.0,2023-05-01
Mueller #1,0.0,0.0,1.0,25380.0,0.0,2023-05-01
Gulf Coast Total,3035.0,2077.0,60925.0,86754.0,1550.0,2023-05-01
Lottie #1,228.0,0.0,3654.0,1550.0,0.0,2023-05-01
Lottie #1,251.0,0.0,3968.0,1500.0,0.0,2023-06-01
JM Moore #192,326.0,0.0,3801.0,1500.0,1500.0,2023-06-01
Mueller #1,0.0,0.0,0.0,21760.0,0.0,2023-06-01
CL Moore 12,454.0,0.0,13992.0,750.0,0.0,2023-06-01
Gulf Coast Total,2253.0,1984.0,45122.0,83480.0,1500.0,2023-06-01
JM Moore,1143.0,0.0,23277.0,120.0,0.0,2023-06-01
Pratka #1,76.0,1984.0,82.0,27000.0,0.0,2023-06-01
Dyer 'D' #5,3.0,0.0,2.0,30850.0,0.0,2023-06-01
JM Moore #192,378.0,0.0,4109.0,1550.0,1550.0,2023-07-01
Dyer 'D' #5,10.0,0.0,32.0,31380.0,0.0,2023-07-01
CL Moore 12,940.0,0.0,27894.0,775.0,375.0,2023-07-01
JM Moore,1125.0,0.0,25071.0,814.0,750.0,2023-07-01
Lottie #1,248.0,0.0,4446.0,1550.0,750.0,2023-07-01
Gulf Coast Total,2803.0,1979.0,61798.0,67859.0,3425.0,2023-07-01
Pratka #1,79.0,1979.0,80.0,27150.0,0.0,2023-07-01
Mueller #1,23.0,0.0,166.0,4640.0,0.0,2023-07-01
CL Moore 12,836.0,0.0,23680.0,775.0,775.0,2023-08-01
JM Moore,1351.0,0.0,23214.0,1550.0,1550.0,2023-08-01
Dyer 'D' #5,11.0,0.0,91.0,22873.0,0.0,2023-08-01
Lottie #1,251.0,0.0,4250.0,1550.0,1550.0,2023-08-01
Mueller #1,23.0,0.0,330.0,10870.0,0.0,2023-08-01
JM Moore #192,371.0,0.0,3926.0,1550.0,1550.0,2023-08-01
Pratka #1,74.0,1935.0,81.0,26350.0,0.0,2023-08-01
Gulf Coast Total,2917.0,1935.0,55572.0,65518.0,5425.0,2023-08-01
JM Moore,1104.0,0.0,22686.0,1500.0,1500.0,2023-09-01
Lottie #1,233.0,0.0,4110.0,1500.0,1500.0,2023-09-01
Gulf Coast Total,2703.0,1767.0,56563.0,68840.0,5250.0,2023-09-01
JM Moore #192,364.0,0.0,3907.0,1500.0,1500.0,2023-09-01
Pratka #1,59.0,1767.0,73.0,25100.0,0.0,2023-09-01
Mueller #1,8.0,0.0,105.0,19550.0,0.0,2023-09-01
Dyer 'D' #5,15.0,0.0,158.0,18940.0,0.0,2023-09-01
CL Moore 12,920.0,0.0,25524.0,750.0,750.0,2023-09-01
CL Moore 12,719.0,0.0,19138.0,775.0,775.0,2023-10-01
Gulf Coast Total,2029.0,1738.0,43825.0,84080.0,5425.0,2023-10-01
Pratka #1,72.0,1738.0,78.0,24025.0,0.0,2023-10-01
JM Moore #192,226.0,0.0,2874.0,1550.0,1550.0,2023-10-01
Mueller #1,2.0,0.0,84.0,29340.0,0.0,2023-10-01
Lottie #1,239.0,0.0,4298.0,1550.0,1550.0,2023-10-01
Dyer 'D' #5,4.0,0.0,87.0,25290.0,0.0,2023-10-01
JM Moore,767.0,0.0,17266.0,1550.0,1550.0,2023-10-01
Mueller #1,4.0,0.0,98.0,35400.0,0.0,2023-11-01
JM Moore,355.0,0.0,9755.0,1450.0,1450.0,2023-11-01
CL Moore 12,926.0,0.0,26568.0,725.0,725.0,2023-11-01
Dyer 'D' #5,2.0,0.0,90.0,21370.0,0.0,2023-11-01
Pratka #1,73.0,1384.0,79.0,23275.0,0.0,2023-11-01
Gulf Coast Total,1596.0,1384.0,40858.0,85170.0,5125.0,2023-11-01
Lottie #1,148.0,0.0,2630.0,1450.0,1450.0,2023-11-01
JM Moore #192,88.0,0.0,1638.0,1500.0,1500.0,2023-11-01
JM Moore #192,97.0,0.0,1562.0,1550.0,1550.0,2023-12-01
CL Moore 12,552.0,0.0,16976.0,775.0,775.0,2023-12-01
Pratka #1,72.0,1243.0,79.0,23250.0,0.0,2023-12-01
Lottie #1,55.0,0.0,1545.0,1550.0,1550.0,2023-12-01
JM Moore,295.0,0.0,9548.0,1550.0,1550.0,2023-12-01
Dyer 'D' #5,5.0,0.0,153.0,22550.0,0.0,2023-12-01
Gulf Coast Total,1088.0,1243.0,30055.0,84225.0,5425.0,2023-12-01
Mueller #1,12.0,0.0,192.0,33000.0,0.0,2023-12-01
Mueller #1,7.0,0.0,57.0,35700.0,0.0,2024-01-01
Pratka #1,61.0,970.0,72.0,27750.0,0.0,2024-01-01
JM Moore,829.0,0.0,21928.0,1550.0,1550.0,2024-01-01
Gulf Coast Total,2245.0,970.0,56163.0,90545.0,5425.0,2024-01-01
JM Moore #192,210.0,0.0,2978.0,1550.0,1550.0,2024-01-01
Lottie #1,176.0,0.0,3008.0,1550.0,1550.0,2024-01-01
CL Moore 12,954.0,0.0,27940.0,775.0,775.0,2024-01-01
Dyer 'D' #5,8.0,0.0,180.0,21670.0,0.0,2024-01-01
Pratka #1,62.0,965.0,74.0,24700.0,0.0,2024-02-01
Dyer 'D' #5,4.0,0.0,38.0,23150.0,0.0,2024-02-01
JM Moore #192,362.0,0.0,4042.0,1450.0,1450.0,2024-02-01
Mueller #1,7.0,0.0,51.0,33100.0,0.0,2024-02-01
Lottie #1,190.0,0.0,3188.0,1450.0,1450.0,2024-02-01
Gulf Coast Total,2525.0,965.0,47420.0,86025.0,5075.0,2024-02-01
JM Moore,1351.0,0.0,23782.0,1450.0,1450.0,2024-02-01
CL Moore 12,549.0,0.0,16245.0,725.0,725.0,2024-02-01
Dyer 'D' #5,4.0,0.0,23.0,25950.0,0.0,2024-03-01
JM Moore #192,330.0,0.0,4286.0,1550.0,1550.0,2024-03-01
Mueller #1,5.0,0.0,77.0,35090.0,0.0,2024-03-01
JM Moore,1337.0,0.0,25854.0,1550.0,1550.0,2024-03-01
CL Moore 12,928.0,0.0,28034.0,775.0,775.0,2024-03-01
Gulf Coast Total,2942.0,1214.0,62717.0,91265.0,5425.0,2024-03-01
Pratka #1,62.0,1214.0,85.0,24800.0,0.0,2024-03-01
Lottie #1,276.0,0.0,4358.0,1550.0,1550.0,2024-03-01
CL Moore 12,807.0,0.0,23478.0,750.0,750.0,2024-04-01
Pratka #1,65.0,1206.0,74.0,23200.0,0.0,2024-04-01
Dyer 'D' #5,2.0,0.0,110.0,25350.0,0.0,2024-04-01
JM Moore #192,293.0,0.0,4077.0,1500.0,1500.0,2024-04-01
Lottie #1,268.0,0.0,4115.0,1500.0,1500.0,2024-04-01
JM Moore,956.0,0.0,21247.0,1500.0,1500.0,2024-04-01
Mueller #1,3.0,0.0,55.0,34650.0,0.0,2024-04-01
Gulf Coast Total,2394.0,1206.0,53156.0,88450.0,5250.0,2024-04-01
CL Moore 12,437.0,0.0,14508.0,775.0,775.0,2024-05-01
JM Moore,795.0,0.0,25375.0,1550.0,1550.0,2024-05-01
Mueller #1,7.0,0.0,69.0,35140.0,0.0,2024-05-01
JM Moore #192,307.0,0.0,4190.0,1550.0,1550.0,2024-05-01
Dyer 'D' #5,2.0,0.0,41.0,27000.0,0.0,2024-05-01
Pratka #1,66.0,1338.0,76.0,24800.0,0.0,2024-05-01
Gulf Coast Total,1868.0,1338.0,48329.0,92365.0,5425.0,2024-05-01
Lottie #1,254.0,0.0,4070.0,1550.0,1550.0,2024-05-01
Pratka #1,59.0,1208.0,75.0,24300.0,0.0,2024-06-01
Mueller #1,5.0,0.0,80.0,36350.0,0.0,2024-06-01
CL Moore 12,835.0,0.0,26485.0,750.0,750.0,2024-06-01
JM Moore #192,327.0,0.0,4000.0,1500.0,1500.0,2024-06-01
JM Moore,997.0,0.0,23030.0,1500.0,1500.0,2024-06-01
Lottie #1,223.0,0.0,4014.0,1500.0,1500.0,2024-06-01
Gulf Coast Total,2450.0,1208.0,57729.0,91600.0,5250.0,2024-06-01
Dyer 'D' #5,4.0,0.0,45.0,25700.0,0.0,2024-06-01
Dyer 'D' #5,4.0,0.0,45.0,26700.0,0.0,2024-07-01
Pratka #1,65.0,1262.0,73.0,24200.0,0.0,2024-07-01
JM Moore,555.0,0.0,16390.0,1500.0,1500.0,2024-07-01
Lottie #1,143.0,0.0,2536.0,1500.0,1500.0,2024-07-01
Mueller #1,6.0,0.0,77.0,33900.0,0.0,2024-07-01
CL Moore 12,188.0,0.0,5354.0,750.0,750.0,2024-07-01
Gulf Coast Total,1136.0,1262.0,27075.0,90100.0,5300.0,2024-07-01
JM Moore #192,175.0,0.0,2600.0,1550.0,1550.0,2024-07-01
CL Moore 12,0.0,0.0,0.0,775.0,775.0,2024-08-01
Lottie #1,215.0,0.0,3908.0,1550.0,1550.0,2024-08-01
Dyer 'D' #5,2.0,0.0,40.0,31400.0,0.0,2024-08-01
JM Moore,1169.0,0.0,25880.0,1550.0,1550.0,2024-08-01
Gulf Coast Total,1799.0,1412.0,34088.0,106325.0,5425.0,2024-08-01
JM Moore #192,339.0,0.0,4118.0,1550.0,1550.0,2024-08-01
Mueller #1,6.0,0.0,57.0,44700.0,0.0,2024-08-01
Pratka #1,68.0,1412.0,85.0,24800.0,0.0,2024-08-01
JM Moore,1341.0,0.0,27226.0,1500.0,1500.0,2024-09-01
JM Moore #192,310.0,0.0,3793.0,1500.0,1500.0,2024-09-01
Gulf Coast Total,1987.0,1080.0,36030.0,101605.0,5250.0,2024-09-01
Pratka #1,58.0,1080.0,76.0,23825.0,0.0,2024-09-01
Dyer 'D' #5,4.0,0.0,53.0,29350.0,0.0,2024-09-01
Mueller #1,8.0,0.0,85.0,43180.0,0.0,2024-09-01
Lottie #1,241.0,0.0,3785.0,1500.0,1500.0,2024-09-01
CL Moore 12,25.0,0.0,1012.0,750.0,750.0,2024-09-01
JM Moore #192,348.0,0.0,3906.0,1550.0,1550.0,2024-10-01
Pratka #1,62.0,826.0,77.0,22575.0,0.0,2024-10-01
Dyer 'D' #5,20.0,0.0,63.0,33750.0,0.0,2024-10-01
JM Moore,1204.0,0.0,27405.0,1550.0,1550.0,2024-10-01
Lottie #1,243.0,0.0,3951.0,1550.0,1550.0,2024-10-01
Gulf Coast Total,1889.0,826.0,35456.0,104200.0,5425.0,2024-10-01
Mueller #1,12.0,0.0,54.0,42450.0,0.0,2024-10-01
CL Moore 12,0.0,0.0,0.0,775.0,775.0,2024-10-01
Mueller #1,0.0,0.0,0.0,48000.0,0.0,2024-11-01
JM Moore #192,268.0,0.0,3827.0,1500.0,1500.0,2024-11-01
JM Moore,541.0,0.0,13945.0,1500.0,1500.0,2024-11-01
Gulf Coast Total,1123.0,738.0,21755.0,110450.0,5250.0,2024-11-01
Pratka #1,61.0,738.0,81.0,22350.0,0.0,2024-11-01
Dyer 'D' #5,4.0,0.0,45.0,34850.0,0.0,2024-11-01
Lottie #1,249.0,0.0,3857.0,1500.0,1500.0,2024-11-01
CL Moore 12,0.0,0.0,0.0,750.0,750.0,2024-11-01
JM Moore,432.0,0.0,14228.0,1550.0,1550.0,2024-12-01
Mueller #1,0.0,0.0,0.0,49600.0,0.0,2024-12-01
JM Moore #192,250.0,0.0,3965.0,1550.0,1550.0,2024-12-01
Dyer 'D' #5,4.0,0.0,45.0,33820.0,0.0,2024-12-01
Lottie #1,257.0,0.0,3801.0,1550.0,1550.0,2024-12-01
Pratka #1,61.0,516.0,84.0,23950.0,0.0,2024-12-01
CL Moore 12,0.0,0.0,0.0,775.0,775.0,2024-12-01
Gulf Coast Total,1004.0,516.0,22123.0,112795.0,5425.0,2024-12-01
Mueller #1,0.0,0.0,0.0,49600.0,0.0,2025-01-01
JM Moore,656.0,0.0,23984.0,1550.0,1550.0,2025-01-01
JM Moore #192,253.0,0.0,3992.0,1550.0,1550.0,2025-01-01
Lottie #1,245.0,0.0,3808.0,1550.0,1550.0,2025-01-01
Dyer 'D' #5,0.0,0.0,0.0,38750.0,0.0,2025-01-01
Gulf Coast Total,1208.0,541.0,31859.0,123050.0,5425.0,2025-01-01
Pratka #1,54.0,541.0,75.0,29275.0,0.0,2025-01-01
CL Moore 12,0.0,0.0,0.0,775.0,775.0,2025-01-01
Gulf Coast Total,1279.0,443.0,31540.0,113000.0,4900.0,2025-02-01
JM Moore,761.0,0.0,24310.0,1400.0,1400.0,2025-02-01
JM Moore #192,280.0,0.0,3604.0,1400.0,1400.0,2025-02-01
Pratka #1,49.0,443.0,63.0,28300.0,0.0,2025-02-01
Mueller #1,0.0,0.0,0.0,44800.0,0.0,2025-02-01
CL Moore 12,5.0,0.0,212.0,700.0,700.0,2025-02-01
Lottie #1,184.0,0.0,3351.0,1400.0,1400.0,2025-02-01
Dyer 'D' #5,0.0,0.0,0.0,35000.0,0.0,2025-02-01
Pratka #1,61.0,584.0,83.0,23250.0,0.0,2025-03-01
Gulf Coast Total,1518.0,584.0,27234.0,116725.0,5125.0,2025-03-01
Dyer 'D' #5,40.0,0.0,0.0,38750.0,0.0,2025-03-01
Mueller #1,0.0,0.0,0.0,49600.0,0.0,2025-03-01
CL Moore 12,0.0,0.0,0.0,775.0,775.0,2025-03-01
JM Moore,1064.0,0.0,21424.0,1250.0,1250.0,2025-03-01
Lottie #1,71.0,0.0,1825.0,1550.0,1550.0,2025-03-01
JM Moore #192,282.0,0.0,3902.0,1550.0,1550.0,2025-03-01
JM Moore,852.0,0.0,22859.0,0.0,0.0,2025-04-01
Dyer 'D' #5,0.0,0.0,0.0,37500.0,0.0,2025-04-01
Lottie #1,196.0,0.0,3635.0,1500.0,1500.0,2025-04-01
CL Moore 12,5.0,0.0,225.0,750.0,750.0,2025-04-01
Mueller #1,0.0,0.0,0.0,48000.0,0.0,2025-04-01
Gulf Coast Total,1419.0,719.0,30814.0,111000.0,3750.0,2025-04-01
Pratka #1,56.0,719.0,70.0,21750.0,0.0,2025-04-01
JM Moore #192,310.0,0.0,4025.0,1500.0,1500.0,2025-04-01
CL Moore 12,8.0,0.0,331.0,775.0,775.0,2025-05-01
Dyer 'D' #5,2.0,0.0,10.0,35750.0,0.0,2025-05-01
Pratka #1,52.0,663.0,77.0,23560.0,0.0,2025-05-01
Gulf Coast Total,1370.0,663.0,31414.0,109885.0,3875.0,2025-05-01
JM Moore,713.0,0.0,22900.0,0.0,0.0,2025-05-01
JM Moore #192,340.0,0.0,4045.0,1550.0,1550.0,2025-05-01
Lottie #1,253.0,0.0,4039.0,1550.0,1550.0,2025-05-01
Mueller #1,2.0,0.0,12.0,46700.0,0.0,2025-05-01
JM Moore,51.0,0.0,1672.0,0.0,0.0,2025-06-01
Pratka #1,4.0,47.0,5.0,1520.0,0.0,2025-06-01
CL Moore 12,0.0,0.0,0.0,50.0,50.0,2025-06-01
JM Moore #192,25.0,0.0,260.0,100.0,100.0,2025-06-01
Lottie #1,15.0,0.0,260.0,100.0,100.0,2025-06-01
Mueller #1,0.0,0.0,0.0,3000.0,0.0,2025-06-01
Dyer 'D' #5,0.0,0.0,0.0,2400.0,0.0,2025-06-01
Gulf Coast Total,95.0,47.0,2197.0,7170.0,250.0,2025-06-01
