API14,Well Name,Well Number
42127383820000,BMMP 3,1
42127383700200,JIC,1
42127383700100,JIC,1
42127383700000,JIC,1
42127383680100,LOCHTE,1A
42127383680000,LOCHTE,1A
42127383670100,LOCHTE,1
42127383670000,LOCHTE,1
42127383660100,VRE MINERALS,1GT
42127383660000,VRE MINERALS,1GT
42127383630400,BMMP,1
42127383630300,BMMP,1
42127383630200,BMMP,1
42127383630100,BMMP,1
42127383630000,BMMP,1
42127383470100,FMMP,1
42127383470000,FMMP,1
42127383380200,CR,101
42127383380100,CR,101
42127383380000,CR,101
42127383310100,CR,201
42127383310000,CR,201
42127381570100,CT,1
42127381570000,CT,1
42127373160000,VERMILLION,1
42127373140300,CHARLES B,1
42127373140200,CHARLES B,1
42127373140100,CHARLES B,1
42127373140000,CHARLES B,1
42127373080000,WHITE MARLIN,1
42127371290200,BARRIER,1
42127371290100,BARRIER,1
42127371290000,BARRIER,1
42127369720400,BIG SONNY,1
42127369720300,BIG SONNY,1
42127369720200,BIG SONNY,1
42127369720100,BIG SONNY,1
42127369720000,BIG SONNY,1
42127368610100,RUSSELL,1
42127368610000,RUSSELL,1
42127366010100,J.J.,1
42127366010000,J.J.,1
42127365460100,BLAS-REYES,1
42127365460000,BLAS-REYES,1
42127365290100,DILLARD,1
42127365290000,DILLARD,1
42127359170700,JRED,1
42127359170600,JRED,1
42127359170500,JRED,1
42127359170400,JRED,1
42127359170300,JRED,1
42127359170200,JRED,1
42127359170100,JRED,1
42127359170000,JRED,1
42127357670400,CLAYTON,1
42127357670300,CLAYTON,1
42127357670200,CLAYTON,1
42127357670100,CLAYTON,1
42127357670000,CLAYTON,1
42127352090500,MONTEMAYOR,1
42127352090400,MONTEMAYOR,1
42127352090300,MONTEMAYOR,1
42127352090200,MONTEMAYOR,1
42127352090100,MONTEMAYOR,1
42127352090000,MONTEMAYOR,1
42127345069000,DUNLAP,1
42127345060300,DUNLAP,1
42127345060200,DUNLAP,1
42127345060100,DUNLAP,1
42127345060000,DUNLAP,1
42127342870300,CAZA,1
42127342870200,CAZA,1
42127342870100,CAZA,1
42127342870000,CAZA,1
42127342530300,RICHARDSON,1
42127342530200,RICHARDSON,1
42127342530100,RICHARDSON,1
42127342530000,RICHARDSON,1
42127339630000,ELAINE,1
42127338160300,RUTH,1
42127338160200,RUTH,1
42127338160100,RUTH,1
42127338160000,RUTH,1
42127338110200,LANSFORD,1
42127338110100,LANSFORD,1
42127338110000,LANSFORD,1
42127337880300,BOND,1
42127337880200,BOND,1
42127337880100,BOND,1
42127337880000,BOND,1
42127337510100,THALMANN,1
42127337510000,THALMANN,1
42127337470000,TEBO,1
42127337270300,GIL,1
42127337270200,GIL,1
42127337270100,GIL,1
42127337270000,GIL,1
42127337260200,TROTTER,1
42127337260100,TROTTER,1
42127337260000,TROTTER,1
42127336880400,BOX,1
42127336880300,BOX,1
42127336880200,BOX,1
42127336880100,BOX,1
42127336880000,BOX,1
42127336830200,EVERGREEN,1
42127336830100,EVERGREEN,1
42127336830000,EVERGREEN,1
42127336750400,BETTY,1
42127336750300,BETTY,1
42127336750200,BETTY,1
42127336750100,BETTY,1
42127336750000,BETTY,1
42127336630100,VERNA,1
42127336630000,VERNA,1
42127336510100,OPA UNIT,1
42127336510000,OPA UNIT,1
42127336490200,BERMUDA,1
42127336490100,BERMUDA,1
42127336490000,BERMUDA,1
42127336350300,TRIPLITT UNIT,1H
42127336350200,TRIPLITT UNIT,1H
42127336350100,TRIPLITT UNIT,1H
42127336350000,TRIPLITT UNIT,1H
42127336320100,SUGARLAND,1
42127336320000,SUGARLAND,1
42127336230200,MOLAK,1
42127336230100,MOLAK,1
42127336230000,MOLAK,1
42127336170200,MORELAND,1
42127336170100,MORELAND,1
42127336170000,MORELAND,1
42127336060100,FGP,1
42127336060000,FGP,1
42127336030200,RUSSELL,1
42127336030100,RUSSELL,1
42127336030000,RUSSELL,1
42127335860900,LA ROSITA,1
42127335860800,LA ROSITA,1
42127335860700,LA ROSITA,1
42127335860600,LA ROSITA,1
42127335860500,LA ROSITA,1
42127335860400,LA ROSITA,1
42127335860300,LA ROSITA,1
42127335860200,LA ROSITA,1
42127335860100,LA ROSITA,1
42127335860000,LA ROSITA,1
42127335830000,STRAIT,1
42127335600300,CIRCLE 'T',1
42127335600200,CIRCLE 'T',1
42127335600100,CIRCLE 'T',1
42127335600000,CIRCLE 'T',1
42127335270200,FLYING G,1
42127335270100,FLYING G,1
42127335270000,FLYING G,1
42127334340200,BOWMAN,1
42127334340100,BOWMAN,1
42127334340000,BOWMAN,1
42127332920000,CANNAN,1
42127328360300,LITTLE 179,1H
42127328360200,LITTLE 179,1H
42127328360100,LITTLE 179,1H
42127328360000,LITTLE 179,1H
42103359460000,EE '12',1
42103356940000,"EDWARDS ""12""",1
42103356640000,BLAIR-TXL,6
42103356270000,BLAIR - TXL B,5
42103355700001,BLAIR-TXL,4
42103355700000,BLAIR-TXL,4
42103354900000,BLAIR-TXL,3
42103352150000,"BLAIR-TXL ""7""",2
42103350340001,BLAIR - TXL,1
42103350340000,BLAIR - TXL,1
42051337580000,OWEN,2
42051337570100,OWEN,1H
42051337570000,OWEN,1H
42051336930000,OWEN,1
42051336210100,MARTIN,1
42051336210000,MARTIN,1
42041326490000,URSO,1
42041321110100,PETERS UNIT,7
42041321110000,PETERS UNIT,7
42041320900000,PETERS,6
42041319820100,PETERS,5
42041319820000,PETERS,5
42041319750200,WILSON,1
42041319750100,WILSON,1
42041319750000,WILSON,1
42041319730100,CALDWELL,1
42041319730000,CALDWELL,1
42041319620100,LLOYD,1
42041319620000,LLOYD,1
42041319560100,FEATHER CREST FARMS,1
42041319560000,FEATHER CREST FARMS,1
42041319550100,MURPHEY-SMITH,1
42041319550000,MURPHEY-SMITH,1
42041319500100,FRIDEL UNIT,1
42041319500000,FRIDEL UNIT,1
42041319440200,WARREN,H 1
42041319440100,WARREN,H 1
42041319440000,WARREN,H 1
42041319320000,CARROLL UNIT,1
42041319260100,MOSLEY,1
42041319260000,MOSLEY,1
42041319050100,WICKSON UNIT,1
42041319050000,WICKSON UNIT,1
42041310880000,"ODOM, W.F. UNIT V",1
42041310230001,"BUCHANAN, R. UNIT 1",1
42041310230000,"BUCHANAN, R. UNIT 1",1
42041303880001,"JONES, E.E. UNIT 1",1
42041303880000,"JONES, E.E. UNIT 1",1
42041303620000,"PETERS, E.E.-A-",4
42041303540000,"PETERS, E.E.-A-",3
42041303430000,"PETERS, E.E.-A-",2
42041303260000,"PETERS, E.E.-A-",1
42033320680000,NEWTON 38,1
42033320480000,LLB 15,1
42033320460000,GUILLIAMS 22,1
42033320410000,LLB 21,1
42033320060000,NEWTON 28,1
42033319990001,BAIRD-NEWTON,1
42033319990000,BAIRD-NEWTON,1
42033317900000,"KOONSMAN ""677""",2
42033317730000,"KOONSMAN ""677""",1
42033315800001,MULESHOE RANCH,1
42033315800000,MULESHOE RANCH,1
42033312610001,"PARKS ""677""",1
42033312610000,"PARKS ""677""",1
42033307850002,HUDSON HORNETT,1
42033307850001,HUDSON HORNETT,1
42033307850000,HUDSON HORNETT,1
30025515290000,IVY 4 STATE,1
30025441230000,RAIDER 9 STATE,3
30025438740001,RAIDER 9 STATE,2
30025438740000,RAIDER 9 STATE,2
30025435590000,RAIDER 9 STATE,1
30025434310000,TECH 16 STATE,1
30025432410000,CAMERON 22 STATE,1
30025429780000,AB PAD 10 STATE,1
30025427180001,BEAMS 15 STATE,5
30025427180000,BEAMS 15 STATE,5
30025425110000,PADDY 13 STATE,2
30025421770000,BEAMS 15 STATE,4
30025418900000,ABENAKI 10 STATE,3
30025416260000,ABENAKI 10 STATE,2
30025414070000,BEAMS 15 STATE,3
30025413650000,HARRIS,1
30025411510000,CW 14 STATE,1
30025409100000,MARTIN 11 STATE,1
30025407280000,PADDY 23,1
30025405620000,HENRY 24,2
30025405610000,PADDY 20 STATE,1
30025404000000,WC 35 STATE,1
30025403920000,BEAMS 15 STATE,2
30025402500000,PADDY 15 STATE,3
30025401270000,WINTHROP 24 STATE,1
30025400750000,PADDY 15 STATE,2
30025399190000,BEAMS 15 STATE,1
30025398860000,PADDY 24 FEDERAL,2
30025398550000,HENRY 24,1
30025397370000,ABENAKI 10 STATE,1
30025396030000,PADDY 18 STATE,3
30025394920000,PADDY 19 STATE,5
30025393660000,PADDY 19 STATE,4
30025392460000,PADDY 15 STATE,1
30025390050000,PADDY 18 STATE,2
30025387900000,JFC 25 STATE,1
30025385910000,PADDY 19 STATE,3
30025384180001,PADDY 19 STATE,2
30025384180000,PADDY 19 STATE,2
30025383480000,COOPER 24 FEDERAL COM,2
30025382770000,AMBROSE 36 STATE COM,1
30025382280000,PADDY 24 FEDERAL,002H
30025382270001,PADDY 19 STATE,1
30025382270000,PADDY 19 STATE,1
30025379440001,PADDY 18 STATE,1
30025379440000,PADDY 18 STATE,1
30025378410000,COOPER 24 FEDERAL,1
30025378230000,GEN MONTCALM 25 STATE,1
30025375670000,BOUGAINVILLEA 33 STATE,1
30025373810000,NORTH TWINBERRY 5 STATE,1
30025373780001,PADDY 24 FEDERAL,1
30025373780000,PADDY 24 FEDERAL,1
30025372920000,MUNRO 5 STATE,1
30025372910000,NATHANIEL 29 STATE,1
30025368430001,PADDY 13 STATE,1
30025368430000,PADDY 13 STATE,1
30025364190000,MOHICAN 28 STATE,1
30025362240001,HEYWARD 32 STATE COM,1
30025362240000,HEYWARD 32 STATE COM,1
30025347810003,HAWKEYE 30 STATE,1
30025347810002,HAWKEYE 30 STATE,1
30025347810001,HAWKEYE 30 STATE,1
30025347810000,HAWKEYE 30 STATE,1
30025325080000,TRIPLE A FEDERAL,3
30025287720001,ROSE,2
30025287720000,ROSE,2
