Well Name,Fluid Above Pump (ft),Gas Free Above Pump (ft),Date,Time
Richard#1,341,341,1/30/2023,10:17:22 AM
Richard#1,,,3/1/2023,2:57:45 PM
Richard#1,2170,421,3/1/2023,3:18:27 PM
,,,3/1/2023,3:18:27 PM
Richard#1,,,8/3/2023,12:09:36 PM
Richard#1,814,203,8/3/2023,12:20:49 PM
Richard#1,,,1/26/2024,12:25:08 PM
Richard#1,45,28,1/26/2024,12:30:16 PM
Richardson#1,838,838,7/8/2022,8:54:39 AM
Richardson#1,,,4/21/2023,12:33:22 PM
Richardson#1,675,675,4/21/2023,12:41:10 PM
Richardson#1,,,12/5/2023,12:40:16 PM
Richardson#1,520,520,1/6/2024,2:23:06 PM
Richardson#1,,,1/6/2024,2:26:04 PM
Ronald#1,,,7/18/2022,1:53:25 PM
Ronald#1,25,25,7/18/2022,2:02:27 PM
Ruth #1,,,7/14/2023,10:56:17 AM
Ruth #1,4,4,7/14/2023,11:10:37 AM
Ruth #1,,,11/14/2023,3:20:48 PM
Ruth #1,915,915,11/14/2023,3:42:53 PM
Ruth #1,,,11/16/2023,2:34:12 PM
Ruth #1,,,11/20/2023,3:08:03 PM
Ruth #1,694,694,11/20/2023,3:13:18 PM
Ruth #1,,,11/27/2023,10:41:50 AM
Ruth #1,431,431,11/27/2023,11:05:10 AM
Ruth #1,,,11/29/2023,1:01:28 PM
Ruth #1,624,624,11/29/2023,1:25:41 PM
Ruth #1,,,11/29/2023,1:33:58 PM
Ruth #1,,,12/4/2023,2:52:39 PM
Ruth #1,,,12/4/2023,3:03:15 PM
Ruth #1,,,12/4/2023,3:11:56 PM
Ruth #1,962,939,12/5/2023,11:14:17 AM
Ruth #1,,,12/5/2023,11:17:36 AM
Ruth #1,797,653,12/8/2023,8:52:52 AM
Ruth #1,,,12/8/2023,9:00:35 AM
Ruth #1,,,12/11/2023,3:02:31 PM
Ruth #1,871,871,12/11/2023,3:16:01 PM
Ruth #1,,,1/6/2024,3:22:12 PM
Ruth #1,775,707,1/6/2024,3:26:43 PM
Ruth #1,,,1/26/2024,3:30:07 PM
Ruth #1,628,628,1/26/2024,3:33:33 PM
Ruth #1,,,1/26/2024,3:40:27 PM
Ruth #1,,,1/31/2024,10:18:41 AM
Ruth #1,614,614,1/31/2024,10:21:51 AM
Ruth #1,,,3/5/2024,10:26:19 AM
Ruth #1,,,3/5/2024,10:29:18 AM
Ruth #1,405,118,3/5/2024,10:32:54 AM
Ruth #1,481,130,3/5/2024,10:47:39 AM
Ruth #1,,,3/29/2024,2:03:36 PM
Ruth #1,387,118,3/29/2024,2:06:30 PM
Ruth #1,,,4/1/2024,11:40:10 AM
Ruth #1,377,304,4/1/2024,11:44:06 AM
Ruth #1,,,4/4/2024,2:01:03 PM
Ruth #1,408,262,4/4/2024,2:05:27 PM
Ruth #1,,,4/25/2024,2:22:03 PM
Ruth #1,305,270,4/25/2024,2:24:45 PM
RuthPick#1,,,7/7/2022,8:33:04 AM
RuthPick#1,40,12,7/7/2022,8:45:04 AM
RuthPick#1,,,7/12/2022,9:41:43 AM
RuthPick#1,794,236,7/12/2022,9:52:39 AM
RuthPick#1,,,7/14/2022,11:57:13 AM
RuthPick#1,758,197,7/14/2022,12:09:51 PM
RuthPick#1,,,7/18/2022,8:51:38 AM
RuthPick#1,748,204,7/18/2022,9:08:59 AM
RuthPick#1,,,11/9/2022,9:59:57 AM
RuthPick#1,,,1/30/2023,11:31:14 AM
RuthPick#1,1082,223,1/30/2023,11:45:15 AM
RuthPick#1,848,204,7/13/2023,10:41:10 AM
RuthPick#1,81,81,7/27/2023,2:26:14 PM
RuthPick#1,66,16,7/31/2023,9:20:22 AM
RuthPick#1,118,36,8/2/2023,2:23:18 PM
RuthPick#1,118,30,8/7/2023,9:46:27 AM
RuthPick#1,35,9,8/14/2023,9:25:05 AM
RuthPick#1,,,8/21/2023,11:57:57 AM
RuthPick#1,200,200,8/21/2023,12:20:47 PM
RuthPick#1,,,11/2/2023,12:43:18 PM
RuthPick#1,112,28,11/2/2023,1:00:17 PM
RuthPick#1,,,12/22/2023,10:27:33 AM
SagoBowers,5179,5179,11/28/2023,3:25:40 PM
Solansky#1,,,4/18/2023,10:25:19 AM
Solansky#1,49,49,4/18/2023,10:39:47 AM
Thalman#1,,,8/9/2023,8:08:49 AM
Thompson#2,,,6/16/2022,8:40:02 AM
Thompson#2,604,137,6/16/2022,8:54:28 AM
Thompson#2,,,8/17/2023,1:56:39 PM
Thompson#2,360,107,8/17/2023,2:10:47 PM
Thompson#2,,,3/6/2024,12:00:09 PM
Thompson#2,822,694,3/6/2024,12:03:35 PM
Thompson#2,,,3/29/2024,12:31:33 PM
Thompson#2,435,435,3/29/2024,12:34:21 PM
Thuss #1,,,6/7/2022,9:36:04 AM
Thuss #1,285,71,6/7/2022,9:52:49 AM
Thuss #1,,,6/15/2022,10:54:48 AM
Thuss #1,16,4,6/15/2022,11:06:36 AM
Thuss #1,,,6/21/2022,3:05:48 PM
Thuss #1,4,1,6/21/2022,3:17:38 PM
Thuss #1,,,7/29/2022,12:57:37 PM
Thuss #1,31,7,7/29/2022,1:15:06 PM
Thuss #1,,,8/17/2023,10:46:09 AM
Thuss #1,21,6,8/17/2023,11:01:57 AM
TLAPEK,,,6/7/2023,12:52:10 PM
TLAPEK,63,63,6/7/2023,1:04:06 PM
TLAPEK,,,7/6/2023,10:51:58 AM
TLAPEK,63,63,7/6/2023,11:08:32 AM
Tortuga B #2 RE,694,694,3/28/2024,4:31:02 PM
TrippleJ#2,169,169,1/7/2024,2:15:38 PM
Trotter #1,,,7/14/2023,9:41:45 AM
Trotter #1,73,59,7/14/2023,10:02:18 AM
Vermillion#1,,,6/28/2022,2:55:42 PM
Vermillion#1,49,37,6/28/2022,3:07:11 PM
Vermillion#1,1431,1431,4/20/2023,12:26:08 PM
Verna#1,115,115,7/11/2022,10:05:48 AM
Verna#1,32,32,8/7/2023,1:10:07 PM
Verna#1,,,9/19/2023,2:39:06 PM
Verna#1,845,528,9/19/2023,2:59:16 PM
Verna#1,,,9/19/2023,3:16:56 PM
Verna#1,235,218,12/5/2023,12:20:44 PM
Verna#1,319,319,1/6/2024,1:10:09 PM
Verna#1,,,1/8/2024,10:50:32 AM
Verna#1,1055,797,1/8/2024,10:55:43 AM
Verna#1,843,639,1/8/2024,11:04:48 AM
Verna#1,,,1/10/2024,11:14:58 AM
Verna#1,369,369,1/10/2024,11:18:30 AM
Verna#1,,,1/26/2024,2:43:21 PM
Verna#1,14,14,1/26/2024,2:47:32 PM
,,,1/26/2024,2:47:32 PM
Verna#1,1,1,3/5/2024,9:01:54 AM
VRE Minerals #1,,,6/6/2022,11:07:16 AM
VRE Minerals #1,7,2,6/6/2022,11:20:41 AM
VRE Minerals #1,,,6/9/2022,1:48:06 PM
VRE Minerals #1,177,98,6/9/2022,2:00:48 PM
VRE Minerals #1,,,6/24/2022,2:12:23 PM
VRE Minerals #1,,,6/24/2022,2:25:04 PM
VRE Minerals #1,,,7/15/2022,8:39:27 AM
VRE Minerals #1,,,7/15/2022,8:53:23 AM
VRE Minerals #1,,,7/26/2022,2:48:35 PM
VRE Minerals #1,,,7/26/2022,3:00:45 PM
VRE Minerals #1,,,5/3/2023,2:15:34 PM
VRE Minerals #1,116,35,5/3/2023,2:32:59 PM
VRE Minerals #1,214,214,2/2/2024,9:49:36 AM
VRE Minerals #1,,,2/2/2024,9:54:14 AM
VRE Minerals #1,0,0,3/6/2024,11:21:22 AM
VRE Minerals #1,43,43,4/1/2024,9:44:46 AM
Whittington#1,82,64,6/9/2022,9:37:38 AM
Whittington#1,,,6/14/2022,10:51:52 AM
Whittington#1,,,6/14/2022,11:03:48 AM
Whittington#1,,,6/23/2022,11:34:11 AM
Whittington#1,89,66,6/23/2022,11:46:54 AM
Whittington#1,,,7/27/2022,10:01:26 AM
Whittington#1,,,7/27/2022,10:13:43 AM
Whittington#1,630,630,6/7/2023,2:07:16 PM
