,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-04-30,0.84,380,87.67,0,0,
1,CL Moore 8,2020-04-30,0.0,0,0.0,0,0,Bs.i.
2,CL Moore 6,2020-04-29,0.0,382,78.66,0,0,
3,CL Moore 8,2020-04-29,0.0,0,0.0,0,0,S.i.
4,CL Moore 6,2020-04-28,2.51,399,82.32,0,0,
5,CL Moore 8,2020-04-28,0.0,0,0.0,0,0,S.i.
6,CL Moore 6,2020-04-27,1.16,398,103.7,0,0,1 load call in
7,CL Moore 8,2020-04-27,0.0,0,0.0,0,0,
8,CL Moore 6,2020-04-26,0.0,405,99.67,0,0,1 load call in
9,CL Moore 8,2020-04-26,0.0,0,0.0,0,0,Si.
10,CL Moore 6,2020-04-25,1.16,422,92.67,0,0,1 load call in
11,CL Moore 8,2020-04-25,0.0,0,0.0,0,0,Si
12,CL Moore 6,2020-04-24,0.0,405,89.0,0,0,1 load call in
13,CL Moore 8,2020-04-24,0.0,0,0.0,0,0,
14,CL Moore 6,2020-04-23,1.16,398,89.25,0,0,Comp dn 1 hr low  1 load call in
15,CL Moore 8,2020-04-23,0.0,0,0.0,0,0,S.i.
16,CL Moore 6,2020-04-22,3.34,437,88.65,0,0,Ct 1 load call in
17,CL Moore 8,2020-04-22,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-04-21,1.47,429,89.99,0,0,
19,CL Moore 8,2020-04-21,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-04-20,1.67,433,90.0,0,0,
21,CL Moore 8,2020-04-20,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-04-19,0.0,438,79.1,0,0,
23,CL Moore 8,2020-04-19,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-04-18,1.67,445,94.81,0,0,
25,CL Moore 8,2020-04-18,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-04-17,3.34,450,81.83,0,0,
27,CL Moore 8,2020-04-17,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-04-16,0.0,437,56.58,0,0,
29,CL Moore 8,2020-04-16,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-04-15,3.34,258,106.88,0,0,"Dump stuck, pm compressor"
31,CL Moore 8,2020-04-15,0.0,0,0.0,0,0,S.i.
32,CL Moore 6,2020-04-14,0.0,468,60.12,0,0,
33,CL Moore 8,2020-04-14,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-04-13,0.0,432,51.25,0,0,
35,CL Moore 8,2020-04-13,0.0,0,0.0,0,0,S.i.
36,CL Moore 6,2020-04-12,0.0,425,65.13,0,0,
37,CL Moore 8,2020-04-12,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-04-11,0.0,414,75.15,0,0,
39,CL Moore 8,2020-04-11,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-04-10,0.0,464,53.44,0,0,
41,CL Moore 8,2020-04-10,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-04-09,0.0,362,56.78,0,0,Comp dn 3 hrs low suc.
43,CL Moore 8,2020-04-09,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-04-08,2.32,459,56.78,0,0,Ct
45,CL Moore 8,2020-04-08,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-04-07,1.67,483,20.04,0,0,
47,CL Moore 8,2020-04-07,0.0,0,0.0,0,0,S.i.
48,CL Moore 6,2020-04-06,0.0,483,10.02,0,0,
49,CL Moore 8,2020-04-06,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-04-05,0.0,490,8.35,0,0,
51,CL Moore 8,2020-04-05,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-04-04,0.0,495,8.35,0,0,
53,CL Moore 8,2020-04-04,0.0,0,0.0,0,0,S.i.
54,CL Moore 6,2020-04-03,2.83,510,6.68,0,0,
55,CL Moore 8,2020-04-03,0.0,0,0.0,0,0,S.i.
56,CL Moore 6,2020-04-02,0.0,513,10.02,0,0,
57,CL Moore 8,2020-04-02,0.0,0,0.0,0,0,S.i.
58,CL Moore 6,2020-04-01,2.83,529,10.02,0,0,
59,CL Moore 8,2020-04-01,0.0,0,0.0,0,0,S.i.
