,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-06-30,0.0,172,42.32,0,0,C.t.
1,CL Moore 8,2020-06-30,0.0,0,0.0,0,0,S.i.
2,CL Moore 6,2020-06-29,0.0,172,51.01,0,0,
3,CL Moore 8,2020-06-29,0.0,0,0.0,0,0,S.i.
4,CL Moore 6,2020-06-28,0.0,173,50.67,0,0,
5,CL Moore 8,2020-06-28,0.0,0,0.0,0,0,S.i.
6,CL Moore 6,2020-06-27,3.34,171,41.33,0,0,
7,CL Moore 8,2020-06-27,0.0,0,0.0,0,0,S.i.
8,CL Moore 6,2020-06-26,0.0,172,44.0,0,0,
9,CL Moore 8,2020-06-26,0.0,0,0.0,0,0,S.i.
10,CL Moore 6,2020-06-25,1.67,175,38.66,0,0,
11,CL Moore 8,2020-06-25,0.0,0,0.0,0,0,S.i.
12,CL Moore 6,2020-06-24,1.67,181,46.0,0,0,
13,CL Moore 8,2020-06-24,0.0,0,0.0,0,0,S.i.
14,CL Moore 6,2020-06-23,0.0,174,43.67,0,0,Comp dn 3 hrs eng oil press started ok
15,CL Moore 8,2020-06-23,0.0,0,0.0,0,0,S.i.
16,CL Moore 6,2020-06-22,1.67,184,50.0,0,0,
17,CL Moore 8,2020-06-22,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-06-21,2.83,180,46.67,0,0,
19,CL Moore 8,2020-06-21,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-06-20,2.83,177,42.67,0,0,
21,CL Moore 8,2020-06-20,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-06-19,0.0,144,40.0,0,0,
23,CL Moore 8,2020-06-19,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-06-18,0.0,102,25.0,0,0,Well down blown fuse
25,CL Moore 8,2020-06-18,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-06-17,1.53,202,50.14,0,0,C.t.
27,CL Moore 8,2020-06-17,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-06-16,1.67,205,53.0,0,0,
29,CL Moore 8,2020-06-16,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-06-15,2.83,207,57.67,0,0,
31,CL Moore 8,2020-06-15,0.0,0,0.0,0,0,S.i.
32,CL Moore 6,2020-06-14,0.0,207,59.67,0,0,
33,CL Moore 8,2020-06-14,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-06-13,0.0,207,49.32,0,0,
35,CL Moore 8,2020-06-13,0.0,0,0.0,0,0,S.i.
36,CL Moore 6,2020-06-12,1.67,207,57.67,0,0,
37,CL Moore 8,2020-06-12,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-06-11,0.0,177,51.34,0,0,
39,CL Moore 8,2020-06-11,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-06-10,1.67,198,45.0,0,0,
41,CL Moore 8,2020-06-10,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-06-09,0.0,209,55.67,0,0,
43,CL Moore 8,2020-06-09,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-06-08,1.16,210,49.66,0,0,
45,CL Moore 8,2020-06-08,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-06-07,1.67,210,52.67,0,0,
47,CL Moore 8,2020-06-07,0.0,0,0.0,0,0,S.i.
48,CL Moore 6,2020-06-06,4.5,208,48.66,0,0,
49,CL Moore 8,2020-06-06,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-06-05,1.67,202,55.0,0,0,Credit run ticket oil to #12121.91
51,CL Moore 8,2020-06-05,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-06-04,1.12,190,51.67,0,0,Credit oil ticket to #12
53,CL Moore 8,2020-06-04,0.0,0,0.0,0,0,#8 si.
54,CL Moore 6,2020-06-03,1.67,145,45.0,0,0,Pulled 30 bbls from tank 15834 on ticket 8687559 ct
55,CL Moore 8,2020-06-03,0.33,0,0.0,0,0,S.i. Credit oil to #12on run ticket
56,CL Moore 6,2020-06-02,1.67,152,25.0,0,0,Elect off 10:00 pm
57,CL Moore 8,2020-06-02,20.04,0,0.0,0,0,#12 prod in tank 153830#8 si
58,CL Moore 6,2020-06-01,1.67,200,53.67,0,0,
59,CL Moore 8,2020-06-01,36.74,0,0.0,0,0,#12 prod in tank 153830#8 s.i.
