,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-01-31,13.5,538,155,0,0,
1,CL Moore 8,2019-01-31,16.7,308,3,0,0,
2,CL Moore 6,2019-01-30,9.65,539,150,0,0,
3,CL Moore 8,2019-01-30,16.7,313,5,0,0,
4,CL Moore 6,2019-01-29,5.15,541,141,0,0,
5,CL Moore 8,2019-01-29,16.7,319,0,0,0,
6,CL Moore 6,2019-01-28,11.32,543,145,0,0,
7,CL Moore 8,2019-01-28,16.7,330,5,0,0,
8,CL Moore 6,2019-01-27,8.49,547,125,0,0,
9,CL Moore 8,2019-01-27,15.03,336,0,0,0,
10,CL Moore 6,2019-01-26,11.83,545,110,0,0,Thrash in water counter
11,CL Moore 8,2019-01-26,16.7,330,5,0,0,
12,CL Moore 6,2019-01-25,6.31,545,86,0,0,
13,CL Moore 8,2019-01-25,15.03,214,0,0,0,
14,CL Moore 6,2019-01-24,9.14,548,90,0,0,
15,CL Moore 8,2019-01-24,13.36,312,4,0,0,
16,CL Moore 6,2019-01-23,5.15,526,92,0,0,
17,CL Moore 8,2019-01-23,13.36,387,0,0,0,
18,CL Moore 6,2019-01-22,7.89,498,88,0,0,
19,CL Moore 8,2019-01-22,15.03,413,4,0,0,
20,CL Moore 6,2019-01-21,11.92,523,84,0,0,
21,CL Moore 8,2019-01-21,11.69,429,0,0,0,
22,CL Moore 6,2019-01-20,16.16,524,115,0,0,
23,CL Moore 8,2019-01-20,8.35,427,5,0,0,
24,CL Moore 6,2019-01-19,8.49,518,125,0,0,
25,CL Moore 8,2019-01-19,10.02,441,3,0,0,
26,CL Moore 6,2019-01-18,10.16,501,165,0,0,
27,CL Moore 8,2019-01-18,13.36,446,0,0,0,
28,CL Moore 6,2019-01-17,9.65,450,105,0,0,Est. gas meter not correct
29,CL Moore 8,2019-01-17,11.69,473,4,0,0,
30,CL Moore 6,2019-01-16,1.67,12,150,0,0,
31,CL Moore 8,2019-01-16,10.02,483,0,0,0,
32,CL Moore 6,2019-01-15,1.67,179,201,0,0,Pu. Off6 hrs
33,CL Moore 8,2019-01-15,11.69,480,0,0,0,
34,CL Moore 6,2019-01-14,0.0,52,0,0,0,"PU down, started @ 8:30am"
35,CL Moore 8,2019-01-14,10.84,501,0,0,0,
36,CL Moore 6,2019-01-13,1.81,581,90,0,0,Fuse blown on power pole
37,CL Moore 8,2019-01-13,13.36,490,0,0,0,
38,CL Moore 6,2019-01-12,6.31,579,120,0,0,
39,CL Moore 8,2019-01-12,15.03,480,8,0,0,
40,CL Moore 6,2019-01-11,5.15,575,125,0,0,
41,CL Moore 8,2019-01-11,10.02,360,0,0,0,
42,CL Moore 6,2019-01-10,6.31,575,120,0,0,
43,CL Moore 8,2019-01-10,8.35,327,0,0,0,
44,CL Moore 6,2019-01-09,8.49,546,132,0,0,
45,CL Moore 8,2019-01-09,10.02,341,0,0,0,
46,CL Moore 6,2019-01-08,8.49,565,145,0,0,
47,CL Moore 8,2019-01-08,10.02,345,0,0,0,
48,CL Moore 6,2019-01-07,8.49,564,120,0,0,
49,CL Moore 8,2019-01-07,7.1,361,0,0,0,
50,CL Moore 6,2019-01-06,7.98,563,170,0,0,
51,CL Moore 8,2019-01-06,11.69,382,0,0,0,
52,CL Moore 6,2019-01-05,4.64,563,144,0,0,
53,CL Moore 8,2019-01-05,11.69,394,0,0,0,
54,CL Moore 6,2019-01-04,13.13,565,170,0,0,
55,CL Moore 8,2019-01-04,11.69,400,0,0,0,
56,CL Moore 6,2019-01-03,8.49,547,145,0,0,
57,CL Moore 8,2019-01-03,10.02,396,0,0,0,
58,CL Moore 6,2019-01-02,14.66,511,140,0,0,
59,CL Moore 8,2019-01-02,11.69,246,0,0,0,Cd eng oil press
60,CL Moore 6,2019-01-01,7.98,540,175,0,0,
61,CL Moore 8,2019-01-01,10.02,99,0,0,0,Cd eng oil press called etc
