,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-08-31,0.0,0,0,0,0,
1,CL Moore 8,2019-08-31,0.0,0,0,0,0,
2,CL Moore 6,2019-08-30,0.0,0,0,0,0,
3,CL Moore 8,2019-08-30,0.0,0,0,0,0,
4,CL Moore 6,2019-08-29,0.0,0,0,0,0,
5,CL Moore 8,2019-08-29,0.0,0,0,0,0,
6,CL Moore 6,2019-08-28,0.0,0,0,0,0,
7,CL Moore 8,2019-08-28,0.0,0,0,0,0,
8,CL Moore 6,2019-08-27,0.0,0,0,0,0,
9,CL Moore 8,2019-08-27,0.0,0,0,0,0,
10,CL Moore 6,2019-08-26,0.0,0,0,0,0,
11,CL Moore 8,2019-08-26,0.0,0,0,0,0,
12,CL Moore 6,2019-08-25,0.0,0,0,0,0,
13,CL Moore 8,2019-08-25,0.0,0,0,0,0,
14,CL Moore 6,2019-08-24,0.0,0,0,0,0,Si for pipeline
15,CL Moore 8,2019-08-24,0.0,0,0,0,0,
16,CL Moore 6,2019-08-23,0.0,477,6,0,0,Pipeline SI @1:00pm
17,CL Moore 8,2019-08-23,0.0,0,0,0,0,
18,CL Moore 6,2019-08-22,0.0,0,0,0,0,Brought well on @12:00pm
19,CL Moore 8,2019-08-22,0.0,0,0,0,0,SI waiting on W/O rig
20,CL Moore 6,2019-08-21,0.0,0,0,0,0,
21,CL Moore 8,2019-08-21,0.0,0,0,0,0,
22,CL Moore 6,2019-08-20,0.0,0,0,0,0,Pipeline SI
23,CL Moore 8,2019-08-20,0.0,0,0,0,0,SI waiting on rig
24,CL Moore 6,2019-08-19,0.0,0,0,0,0,Pipeline SI
25,CL Moore 8,2019-08-19,0.0,0,0,0,0,SI waiting on rig
26,CL Moore 6,2019-08-18,0.0,0,0,0,0,Pipeline SI
27,CL Moore 8,2019-08-18,0.0,0,0,0,0,Waiting on rig
28,CL Moore 6,2019-08-17,0.0,119,0,0,0,Si for pipeline
29,CL Moore 8,2019-08-17,0.0,0,0,0,0,
30,CL Moore 6,2019-08-16,1.67,470,8,0,0,Pipeline SI @1:00pm
31,CL Moore 8,2019-08-16,0.0,0,0,0,0,SI
32,CL Moore 6,2019-08-15,0.0,469,11,0,0,
33,CL Moore 8,2019-08-15,0.0,0,0,0,0,
34,CL Moore 6,2019-08-14,0.0,474,11,0,0,
35,CL Moore 8,2019-08-14,0.0,0,0,0,0,
36,CL Moore 6,2019-08-13,0.0,476,10,0,0,
37,CL Moore 8,2019-08-13,0.0,0,0,0,0,
38,CL Moore 6,2019-08-12,0.0,472,11,0,0,
39,CL Moore 8,2019-08-12,0.0,0,0,0,0,SI
40,CL Moore 6,2019-08-11,0.0,443,8,0,0,
41,CL Moore 8,2019-08-11,0.0,0,0,0,0,
42,CL Moore 6,2019-08-10,0.0,471,10,0,0,Electric out for 7 hours
43,CL Moore 8,2019-08-10,0.0,0,0,0,0,
44,CL Moore 6,2019-08-09,0.0,478,11,0,0,
45,CL Moore 8,2019-08-09,0.0,0,0,0,0,
46,CL Moore 6,2019-08-08,0.0,499,10,0,0,
47,CL Moore 8,2019-08-08,0.0,0,0,0,0,
48,CL Moore 6,2019-08-07,0.0,473,16,0,0,
49,CL Moore 8,2019-08-07,0.0,0,0,0,0,
50,CL Moore 6,2019-08-06,0.0,475,15,0,0,
51,CL Moore 8,2019-08-06,0.0,0,0,0,0,
52,CL Moore 6,2019-08-05,0.0,489,15,0,0,
53,CL Moore 8,2019-08-05,0.0,0,0,0,0,
54,CL Moore 6,2019-08-04,1.16,596,19,0,0,
55,CL Moore 8,2019-08-04,0.0,0,0,0,0,
56,CL Moore 6,2019-08-03,2.32,647,17,0,0,
57,CL Moore 8,2019-08-03,0.0,0,0,0,0,
58,CL Moore 6,2019-08-02,1.16,484,15,0,0,
59,CL Moore 8,2019-08-02,0.0,0,0,0,0,
60,CL Moore 6,2019-08-01,0.0,401,10,0,0,Belts off #6/ PU back on @ 3:30
61,CL Moore 8,2019-08-01,0.0,0,0,0,0,SI
