,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2018-11-30,0.65,612,12.73,0,0,
1,CL Moore 8,2018-11-30,10.02,440,0.0,0,0,
2,CL Moore 6,2018-11-29,3.48,575,98.29,0,0,
3,CL Moore 8,2018-11-29,10.02,100,0.0,0,0,Cd eng oil lev called mech
4,CL Moore 6,2018-11-28,3.48,522,115.0,0,0,
5,CL Moore 8,2018-11-28,10.02,476,0.0,0,0,
6,CL Moore 6,2018-11-27,7.33,599,99.96,0,0,
7,CL Moore 8,2018-11-27,10.02,225,0.0,0,0,Meter not reading called tech. Cd eng oil lev called mech started up
8,CL Moore 6,2018-11-26,3.48,629,110.0,0,0,
9,CL Moore 8,2018-11-26,13.36,477,0.0,0,0,
10,CL Moore 6,2018-11-25,3.48,634,116.16,0,0,
11,CL Moore 8,2018-11-25,10.02,107,0.0,0,0,C.d. 18hrs eng. oil press start up
12,CL Moore 6,2018-11-24,3.48,639,115.0,0,0,
13,CL Moore 8,2018-11-24,13.36,500,0.0,0,0,
14,CL Moore 6,2018-11-23,1.16,643,133.37,0,0,
15,CL Moore 8,2018-11-23,11.69,505,0.0,0,0,
16,CL Moore 6,2018-11-22,2.83,638,119.49,0,0,
17,CL Moore 8,2018-11-22,10.02,514,0.0,0,0,
18,CL Moore 6,2018-11-21,11.32,634,142.86,0,0,
19,CL Moore 8,2018-11-21,8.35,509,0.0,0,0,
20,CL Moore 6,2018-11-20,3.99,594,108.31,0,0,
21,CL Moore 8,2018-11-20,11.69,503,0.0,0,0,I
22,CL Moore 6,2018-11-19,2.32,553,123.0,0,0,
23,CL Moore 8,2018-11-19,6.68,445,0.0,0,0,
24,CL Moore 6,2018-11-18,3.34,595,121.99,0,0,
25,CL Moore 8,2018-11-18,5.01,452,0.0,0,0,
26,CL Moore 6,2018-11-17,6.96,684,120.0,0,0,
27,CL Moore 8,2018-11-17,11.69,436,0.0,0,0,
28,CL Moore 6,2018-11-16,18.0,691,119.98,0,0,
29,CL Moore 8,2018-11-16,10.02,320,0.0,0,0,Comp dn 6hrs eng oil lev
30,CL Moore 6,2018-11-15,17.49,686,114.96,0,0,
31,CL Moore 8,2018-11-15,10.02,320,0.0,0,0,
32,CL Moore 6,2018-11-14,20.18,695,112.78,0,0,
33,CL Moore 8,2018-11-14,10.02,474,0.0,0,0,
34,CL Moore 6,2018-11-13,10.67,695,124.13,0,0,
35,CL Moore 8,2018-11-13,8.35,487,0.0,0,0,
36,CL Moore 6,2018-11-12,25.19,695,98.29,0,0,
37,CL Moore 8,2018-11-12,6.68,500,0.0,0,0,
38,CL Moore 6,2018-11-11,21.34,691,120.02,0,0,
39,CL Moore 8,2018-11-11,10.02,491,0.0,0,0,
40,CL Moore 6,2018-11-10,14.01,717,135.02,0,0,
41,CL Moore 8,2018-11-10,8.35,491,0.0,0,0,
42,CL Moore 6,2018-11-09,9.0,684,132.0,0,0,Elec. off 2 hrs
43,CL Moore 8,2018-11-09,6.68,511,0.0,0,0,
44,CL Moore 6,2018-11-08,2.32,663,137.16,0,0,Dump hung open on Seperator
45,CL Moore 8,2018-11-08,10.02,509,0.0,0,0,
46,CL Moore 6,2018-11-07,6.12,659,134.99,0,0,#8-tst-8.35/0/501
47,CL Moore 8,2018-11-07,5.57,501,0.0,0,0,
48,CL Moore 6,2018-11-06,18.37,490,0.0,0,0,#8-470/8.35/0/490
49,CL Moore 6,2018-11-05,13.36,437,0.0,0,0,#8in test/cd EOP
50,CL Moore 6,2018-11-04,8.35,252,0.0,0,0,#8n test cd over speed
51,CL Moore 6,2018-11-03,18.37,551,0.0,0,0,#8- 8.35/0/551
52,CL Moore 6,2018-11-02,23.38,534,138.0,0,0,#8 n test
53,CL Moore 6,2018-11-01,10.02,491,8.35,0,0,#8n test
