,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-05-31,1.67,154,40.0,0,0,Dump hung open
1,CL Moore 8,2020-05-31,36.74,0,0.0,0,0,#8 si. #12 prod in tank 153830
2,CL Moore 6,2020-05-30,0.0,208,50.67,0,0,
3,CL Moore 8,2020-05-30,38.41,0,0.0,0,0,#12 prod in tank 153830s.i.
4,CL Moore 6,2020-05-29,0.0,209,44.32,0,0,
5,CL Moore 8,2020-05-29,35.07,0,0.0,0,0,"S,I. #12 prod in tank 3830"
6,CL Moore 6,2020-05-28,0.0,204,51.34,0,0,
7,CL Moore 8,2020-05-28,35.07,0,0.0,0,0,#12 prod in tank 153830#8 s.i.
8,CL Moore 6,2020-05-27,15.03,177,34.96,0,0,#12 prod in tank 153834
9,CL Moore 8,2020-05-27,11.69,0,0.0,0,0,#12 prod in tank 153830#8 si.
10,CL Moore 6,2020-05-26,16.7,60,20.04,0,0,#12 prod in tank 153834 # 6 PU dn vibr.
11,CL Moore 8,2020-05-26,0.0,0,0.0,0,0,S.i.
12,CL Moore 6,2020-05-25,25.05,175,33.32,0,0,#12 prod in tank # 153834 elec. off 3:00am called s con
13,CL Moore 8,2020-05-25,0.0,0,0.0,0,0,
14,CL Moore 6,2020-05-24,26.72,211,50.0,0,0,Tank #153834 #12 prod
15,CL Moore 8,2020-05-24,0.0,0,0.0,0,0,S.i
16,CL Moore 6,2020-05-23,28.39,216,68.35,0,0,#12 prod in 153834
17,CL Moore 8,2020-05-23,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-05-22,33.4,214,59.99,0,0,Oil prod is #12 well
19,CL Moore 8,2020-05-22,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-05-21,36.74,198,66.5,0,0,153834 prod is for #12
21,CL Moore 8,2020-05-21,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-05-20,35.07,224,53.32,0,0,C.t./ 153834 prod is for #12
23,CL Moore 8,2020-05-20,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-05-19,30.06,182,59.94,0,0,153834 prod is for #12
25,CL Moore 8,2020-05-19,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-05-18,33.4,68,20.04,0,0,PU Dn on vibration  /153834 prod is for #12
27,CL Moore 8,2020-05-18,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-05-17,31.73,222,48.33,0,0,153834 prod is for #12
29,CL Moore 8,2020-05-17,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-05-16,25.05,222,54.99,0,0,153834 prod is for #12
31,CL Moore 8,2020-05-16,0.0,0,0.0,0,0,S.i.
32,CL Moore 6,2020-05-15,0.0,236,67.34,0,0,
33,CL Moore 8,2020-05-15,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-05-14,1.16,236,88.02,0,0,
35,CL Moore 8,2020-05-14,0.0,0,0.0,0,0,S.i.
36,CL Moore 6,2020-05-13,0.0,231,58.32,0,0,
37,CL Moore 8,2020-05-13,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-05-12,0.0,235,75.01,0,0,
39,CL Moore 8,2020-05-12,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-05-11,0.0,243,63.67,0,0,
41,CL Moore 8,2020-05-11,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-05-10,0.0,234,61.34,0,0,
43,CL Moore 8,2020-05-10,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-05-09,0.0,233,51.32,0,0,
45,CL Moore 8,2020-05-09,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-05-08,4.5,260,77.01,0,0,
47,CL Moore 8,2020-05-08,0.0,0,0.0,0,0,
48,CL Moore 6,2020-05-07,0.0,242,66.67,0,0,
49,CL Moore 8,2020-05-07,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-05-06,0.0,279,69.32,0,0,C.t.
51,CL Moore 8,2020-05-06,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-05-05,0.0,286,81.68,0,0,
53,CL Moore 8,2020-05-05,0.0,0,0.0,0,0,S.i.
54,CL Moore 6,2020-05-04,0.0,378,74.31,0,0,Switch compressor’s
55,CL Moore 8,2020-05-04,0.0,0,0.0,0,0,S.i.
56,CL Moore 6,2020-05-03,0.0,382,83.67,0,0,
57,CL Moore 8,2020-05-03,0.0,0,0.0,0,0,S.i.
58,CL Moore 6,2020-05-02,0.0,377,84.67,0,0,
59,CL Moore 8,2020-05-02,0.0,0,0.0,0,0,S.i
60,CL Moore 6,2020-05-01,0.0,384,89.68,0,0,
61,CL Moore 8,2020-05-01,0.0,0,0.0,0,0,S.i.
