,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-07-31,0.0,518,18.0,0,0,
1,CL Moore 8,2019-07-31,0.0,0,0.0,0,0,
2,CL Moore 6,2019-07-30,2.32,536,20.0,0,0,
3,CL Moore 8,2019-07-30,0.0,0,0.0,0,0,
4,CL Moore 6,2019-07-29,2.32,645,20.0,0,0,
5,CL Moore 8,2019-07-29,0.0,0,0.0,0,0,
6,CL Moore 6,2019-07-28,5.8,775,25.0,0,0,
7,CL Moore 8,2019-07-28,0.0,0,0.0,0,0,
8,CL Moore 6,2019-07-27,6.96,745,28.0,0,0,
9,CL Moore 8,2019-07-27,0.0,0,0.0,0,0,
10,CL Moore 6,2019-07-26,0.0,0,0.0,0,0,T.w.o.
11,CL Moore 8,2019-07-26,0.0,0,0.0,0,0,
12,CL Moore 6,2019-07-25,0.0,0,0.0,0,0,
13,CL Moore 8,2019-07-25,0.0,0,0.0,0,0,
14,CL Moore 6,2019-07-24,0.0,0,0.0,0,0,SI
15,CL Moore 8,2019-07-24,0.0,0,0.0,0,0,SI
16,CL Moore 6,2019-07-23,0.0,0,0.0,0,0,
17,CL Moore 8,2019-07-23,0.0,0,0.0,0,0,
18,CL Moore 6,2019-07-22,0.0,478,30.0,0,0,Swi for pipeline
19,CL Moore 8,2019-07-22,0.0,0,0.0,0,0,Well down
20,CL Moore 6,2019-07-21,0.0,479,32.0,0,0,
21,CL Moore 8,2019-07-21,0.0,0,0.0,0,0,Well down
22,CL Moore 6,2019-07-20,0.0,425,30.0,0,0,
23,CL Moore 8,2019-07-20,0.0,0,0.0,0,0,Well down
24,CL Moore 6,2019-07-19,0.0,430,28.0,0,0,
25,CL Moore 8,2019-07-19,0.0,29,0.0,0,0,
26,CL Moore 6,2019-07-18,0.0,440,32.0,0,0,
27,CL Moore 8,2019-07-18,3.34,131,14.0,0,0,
28,CL Moore 6,2019-07-17,0.0,469,30.0,0,0,
29,CL Moore 8,2019-07-17,3.34,150,44.0,0,0,
30,CL Moore 6,2019-07-16,0.0,462,31.0,0,0,
31,CL Moore 8,2019-07-16,5.01,160,48.0,0,0,
32,CL Moore 6,2019-07-15,1.67,463,28.0,0,0,
33,CL Moore 8,2019-07-15,5.01,161,45.0,0,0,
34,CL Moore 6,2019-07-14,0.0,465,30.0,0,0,
35,CL Moore 8,2019-07-14,6.68,161,47.0,0,0,
36,CL Moore 6,2019-07-13,0.0,466,32.0,0,0,
37,CL Moore 8,2019-07-13,5.01,161,49.0,0,0,
38,CL Moore 6,2019-07-12,2.32,480,-23.38,0,0,
39,CL Moore 8,2019-07-12,3.34,162,47.0,0,0,
40,CL Moore 6,2019-07-11,2.83,496,28.0,0,0,
41,CL Moore 8,2019-07-11,1.67,162,38.0,0,0,
42,CL Moore 6,2019-07-10,2.32,588,28.0,0,0,
43,CL Moore 8,2019-07-10,0.0,162,42.0,0,0,
44,CL Moore 6,2019-07-09,2.32,734,35.0,0,0,
45,CL Moore 8,2019-07-09,0.0,166,45.0,0,0,
46,CL Moore 6,2019-07-08,4.64,747,31.0,0,0,
47,CL Moore 8,2019-07-08,0.0,170,50.0,0,0,
48,CL Moore 6,2019-07-07,4.64,537,24.03,0,0,
49,CL Moore 8,2019-07-07,0.0,168,51.0,0,0,
50,CL Moore 6,2019-07-06,1.67,430,30.0,0,0,
51,CL Moore 8,2019-07-06,0.0,164,58.0,0,0,
52,CL Moore 6,2019-07-05,0.0,424,30.0,0,0,
53,CL Moore 8,2019-07-05,0.0,162,49.0,0,0,
54,CL Moore 6,2019-07-04,0.0,423,28.0,0,0,
55,CL Moore 8,2019-07-04,0.0,161,45.0,0,0,
56,CL Moore 6,2019-07-03,5.01,431,30.0,0,0,
57,CL Moore 8,2019-07-03,1.67,160,47.0,0,0,
58,CL Moore 6,2019-07-02,0.0,434,30.0,0,0,
59,CL Moore 8,2019-07-02,0.0,158,50.0,0,0,
60,CL Moore 6,2019-07-01,6.17,467,22.0,0,0,
61,CL Moore 8,2019-07-01,0.0,152,48.0,0,0,
