,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-04-30,0.0,370,21.0,0,0,
1,CL Moore 8,2019-04-30,0.0,0,0.0,0,0,
2,CL Moore 6,2019-04-29,0.0,387,20.04,0,0,
3,CL Moore 8,2019-04-29,0.0,0,0.0,0,0,Rig on
4,CL Moore 6,2019-04-28,1.67,394,28.0,0,0,
5,CL Moore 8,2019-04-28,0.0,0,0.0,0,0,
6,CL Moore 6,2019-04-27,0.0,425,22.0,0,0,
7,CL Moore 8,2019-04-27,0.0,0,0.0,0,0,
8,CL Moore 6,2019-04-26,0.0,413,25.0,0,0,
9,CL Moore 8,2019-04-26,0.0,0,0.0,0,0,
10,CL Moore 6,2019-04-25,0.0,467,41.0,0,0,
11,CL Moore 8,2019-04-25,0.0,0,0.0,0,0,Rig on we
12,CL Moore 6,2019-04-24,3.34,473,45.0,0,0,
13,CL Moore 8,2019-04-24,0.0,0,0.0,0,0,
14,CL Moore 6,2019-04-23,1.67,337,35.0,0,0,
15,CL Moore 8,2019-04-23,0.0,0,8.0,0,0,
16,CL Moore 6,2019-04-22,1.67,0,42.0,0,0,
17,CL Moore 8,2019-04-22,0.0,0,18.0,0,0,
18,CL Moore 6,2019-04-21,1.67,395,46.0,0,0,
19,CL Moore 8,2019-04-21,0.0,1,6.0,0,0,
20,CL Moore 6,2019-04-20,1.67,428,47.0,0,0,
21,CL Moore 8,2019-04-20,0.0,0,10.0,0,0,
22,CL Moore 6,2019-04-19,5.01,481,46.0,0,0,
23,CL Moore 8,2019-04-19,0.0,0,3.0,0,0,
24,CL Moore 6,2019-04-18,3.34,541,48.0,0,0,
25,CL Moore 8,2019-04-18,0.0,0,0.0,0,0,Rig on well
26,CL Moore 6,2019-04-17,5.01,500,45.0,0,0,
27,CL Moore 8,2019-04-17,0.0,0,2.0,0,0,
28,CL Moore 6,2019-04-16,6.68,557,59.0,0,0,
29,CL Moore 8,2019-04-16,0.0,0,16.0,0,0,
30,CL Moore 6,2019-04-15,5.01,623,65.0,0,0,
31,CL Moore 8,2019-04-15,0.0,0,17.0,0,0,
32,CL Moore 6,2019-04-14,10.02,841,66.0,0,0,
33,CL Moore 8,2019-04-14,0.0,0,16.0,0,0,
34,CL Moore 6,2019-04-13,0.0,938,96.0,0,0,
35,CL Moore 8,2019-04-13,0.0,0,1.0,0,0,
36,CL Moore 6,2019-04-12,0.0,28,119.0,0,0,
37,CL Moore 8,2019-04-12,0.0,0,16.0,0,0,
38,CL Moore 6,2019-04-11,0.0,0,6.68,0,0,Electricity off to unit
39,CL Moore 8,2019-04-11,1.67,0,12.0,0,0,
40,CL Moore 6,2019-04-10,0.0,0,0.0,0,0,
41,CL Moore 8,2019-04-10,0.0,16,1.0,0,0,Electricity off at 8 pm Ct
42,CL Moore 6,2019-04-09,0.0,0,0.0,0,0,
43,CL Moore 8,2019-04-09,6.68,5,22.0,0,0,
44,CL Moore 6,2019-04-08,0.0,0,0.0,0,0,
45,CL Moore 8,2019-04-08,28.39,0,16.7,0,0,
46,CL Moore 6,2019-04-07,0.0,0,0.0,0,0,
47,CL Moore 8,2019-04-07,35.07,0,15.03,0,0,
48,CL Moore 6,2019-04-06,0.0,0,0.0,0,0,
49,CL Moore 8,2019-04-06,25.05,0,28.39,0,0,
50,CL Moore 6,2019-04-05,0.0,0,0.0,0,0,
51,CL Moore 8,2019-04-05,10.02,0,0.0,0,0,
52,CL Moore 6,2019-04-04,0.0,0,0.0,0,0,
53,CL Moore 8,2019-04-04,36.74,0,75.15,0,0,
54,CL Moore 6,2019-04-03,0.0,0,0.0,0,0,Ct
55,CL Moore 8,2019-04-03,0.0,0,0.0,0,0,Put PU on @ 8:00am
56,CL Moore 6,2019-04-02,6.68,0,50.0,0,0,
57,CL Moore 8,2019-04-02,0.0,0,0.0,0,0,Rig on well
58,CL Moore 6,2019-04-01,0.0,0,0.0,0,0,
59,CL Moore 8,2019-04-01,0.0,0,0.0,0,0,
