,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-06-30,1.16,583,28.0,0,0,
1,CL Moore 8,2019-06-30,0.0,131,54.0,0,0,
2,CL Moore 6,2019-06-29,4.13,750,25.0,0,0,
3,CL Moore 8,2019-06-29,0.0,129,55.0,0,0,
4,CL Moore 6,2019-06-28,2.6,698,30.0,0,0,
5,CL Moore 8,2019-06-28,0.0,117,60.0,0,0,
6,CL Moore 6,2019-06-27,6.68,546,31.0,0,0,
7,CL Moore 8,2019-06-27,0.0,113,55.0,0,0,
8,CL Moore 6,2019-06-26,3.34,532,30.0,0,0,
9,CL Moore 8,2019-06-26,0.0,103,57.0,0,0,
10,CL Moore 6,2019-06-25,1.16,558,25.0,0,0,
11,CL Moore 8,2019-06-25,0.0,101,61.0,0,0,
12,CL Moore 6,2019-06-24,2.32,680,26.0,0,0,
13,CL Moore 8,2019-06-24,1.67,102,57.0,0,0,
14,CL Moore 6,2019-06-23,3.48,741,29.0,0,0,
15,CL Moore 8,2019-06-23,1.67,101,59.0,0,0,
16,CL Moore 6,2019-06-22,1.16,580,30.06,0,0,
17,CL Moore 8,2019-06-22,0.0,93,62.0,0,0,
18,CL Moore 6,2019-06-21,1.67,530,29.0,0,0,
19,CL Moore 8,2019-06-21,0.0,91,61.0,0,0,
20,CL Moore 6,2019-06-20,1.67,533,27.0,0,0,
21,CL Moore 8,2019-06-20,0.0,88,59.0,0,0,
22,CL Moore 6,2019-06-19,3.34,547,26.0,0,0,
23,CL Moore 8,2019-06-19,0.0,87,56.0,0,0,
24,CL Moore 6,2019-06-18,2.83,609,30.0,0,0,
25,CL Moore 8,2019-06-18,0.0,87,60.0,0,0,
26,CL Moore 6,2019-06-17,3.9,767,28.0,0,0,
27,CL Moore 8,2019-06-17,0.0,98,55.0,0,0,
28,CL Moore 6,2019-06-16,4.64,686,28.0,0,0,
29,CL Moore 8,2019-06-16,1.67,94,58.0,0,0,
30,CL Moore 6,2019-06-15,1.67,529,32.0,0,0,
31,CL Moore 8,2019-06-15,0.0,80,65.0,0,0,
32,CL Moore 6,2019-06-14,2.32,532,30.0,0,0,
33,CL Moore 8,2019-06-14,0.0,77,62.0,0,0,
34,CL Moore 6,2019-06-13,2.32,543,29.0,0,0,
35,CL Moore 8,2019-06-13,0.0,72,59.0,0,0,
36,CL Moore 6,2019-06-12,3.99,595,1.67,0,0,
37,CL Moore 8,2019-06-12,0.0,68,62.0,0,0,
38,CL Moore 6,2019-06-11,4.64,750,25.0,0,0,
39,CL Moore 8,2019-06-11,0.0,73,58.0,0,0,
40,CL Moore 6,2019-06-10,4.64,644,30.0,0,0,
41,CL Moore 8,2019-06-10,0.0,55,61.0,0,0,
42,CL Moore 6,2019-06-09,4.64,533,28.0,0,0,
43,CL Moore 8,2019-06-09,0.0,55,61.0,0,0,
44,CL Moore 6,2019-06-08,4.64,508,28.0,0,0,
45,CL Moore 8,2019-06-08,0.0,55,60.0,0,0,
46,CL Moore 6,2019-06-07,4.64,550,21.0,0,0,
47,CL Moore 8,2019-06-07,0.0,55,55.0,0,0,
48,CL Moore 6,2019-06-06,0.0,73,10.0,0,0,Elect off
49,CL Moore 8,2019-06-06,0.0,28,15.0,0,0,Elect off
50,CL Moore 6,2019-06-05,0.0,603,25.0,0,0,
51,CL Moore 8,2019-06-05,0.0,41,45.0,0,0,
52,CL Moore 6,2019-06-04,0.0,528,25.0,0,0,
53,CL Moore 8,2019-06-04,0.0,36,43.0,0,0,
54,CL Moore 6,2019-06-03,6.31,555,29.0,0,0,
55,CL Moore 8,2019-06-03,1.67,31,40.0,0,0,
56,CL Moore 6,2019-06-02,0.0,505,30.0,0,0,
57,CL Moore 8,2019-06-02,1.67,27,0.0,0,0,
58,CL Moore 6,2019-06-01,0.0,586,20.0,0,0,Elect off
59,CL Moore 8,2019-06-01,0.0,11,44.0,0,0,Elect off
