,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-10-31,0,405,4,0,0,
1,CL Moore 8,2019-10-31,0,0,0,0,0,Well down
2,CL Moore 6,2019-10-30,0,396,4,0,0,
3,CL Moore 8,2019-10-30,0,0,0,0,0,Well down
4,CL Moore 6,2019-10-29,0,397,5,0,0,
5,CL Moore 8,2019-10-29,0,0,0,0,0,
6,CL Moore 6,2019-10-28,0,455,6,0,0,
7,CL Moore 8,2019-10-28,0,0,0,0,0,Well down
8,CL Moore 6,2019-10-27,0,434,5,0,0,
9,CL Moore 8,2019-10-27,0,0,0,0,0,Well down
10,CL Moore 6,2019-10-26,0,429,4,0,0,
11,CL Moore 8,2019-10-26,0,0,0,0,0,Well down
12,CL Moore 6,2019-10-25,0,437,6,0,0,Electricity off called center point
13,CL Moore 8,2019-10-25,0,0,0,0,0,Well down
14,CL Moore 6,2019-10-24,0,442,5,0,0,
15,CL Moore 8,2019-10-24,0,0,0,0,0,Well down
16,CL Moore 6,2019-10-23,0,440,5,0,0,
17,CL Moore 8,2019-10-23,0,0,0,0,0,
18,CL Moore 6,2019-10-22,0,441,5,0,0,
19,CL Moore 8,2019-10-22,0,0,0,0,0,
20,CL Moore 6,2019-10-21,0,442,5,0,0,
21,CL Moore 8,2019-10-21,0,0,0,0,0,
22,CL Moore 6,2019-10-20,0,441,6,0,0,
23,CL Moore 8,2019-10-20,0,0,0,0,0,
24,CL Moore 6,2019-10-19,0,451,5,0,0,
25,CL Moore 8,2019-10-19,0,0,0,0,0,
26,CL Moore 6,2019-10-18,0,440,5,0,0,
27,CL Moore 8,2019-10-18,0,0,0,0,0,
28,CL Moore 6,2019-10-17,0,440,6,0,0,
29,CL Moore 8,2019-10-17,0,0,0,0,0,
30,CL Moore 6,2019-10-16,0,441,5,0,0,
31,CL Moore 8,2019-10-16,0,0,0,0,0,
32,CL Moore 6,2019-10-15,0,447,5,0,0,
33,CL Moore 8,2019-10-15,0,0,0,0,0,
34,CL Moore 6,2019-10-14,0,459,5,0,0,
35,CL Moore 8,2019-10-14,0,0,0,0,0,
36,CL Moore 6,2019-10-13,0,457,6,0,0,
37,CL Moore 8,2019-10-13,0,0,0,0,0,
38,CL Moore 6,2019-10-12,0,460,5,0,0,
39,CL Moore 8,2019-10-12,0,0,0,0,0,
40,CL Moore 6,2019-10-11,0,460,5,0,0,
41,CL Moore 8,2019-10-11,0,0,0,0,0,
42,CL Moore 6,2019-10-10,0,464,5,0,0,
43,CL Moore 8,2019-10-10,0,0,0,0,0,
44,CL Moore 6,2019-10-09,0,461,5,0,0,
45,CL Moore 8,2019-10-09,0,0,0,0,0,
46,CL Moore 6,2019-10-08,0,465,6,0,0,
47,CL Moore 8,2019-10-08,0,0,0,0,0,
48,CL Moore 6,2019-10-07,0,454,6,0,0,
49,CL Moore 8,2019-10-07,0,0,0,0,0,
50,CL Moore 6,2019-10-06,0,456,5,0,0,
51,CL Moore 8,2019-10-06,0,0,0,0,0,
52,CL Moore 6,2019-10-05,0,457,6,0,0,
53,CL Moore 8,2019-10-05,0,0,0,0,0,
54,CL Moore 6,2019-10-04,0,459,5,0,0,
55,CL Moore 8,2019-10-04,0,0,0,0,0,
56,CL Moore 6,2019-10-03,0,458,5,0,0,
57,CL Moore 8,2019-10-03,0,0,0,0,0,
58,CL Moore 6,2019-10-02,0,459,6,0,0,
59,CL Moore 8,2019-10-02,0,0,0,0,0,
60,CL Moore 6,2019-10-01,0,462,5,0,0,
61,CL Moore 8,2019-10-01,0,0,0,0,0,
