,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-07-31,0.0,133,35.0,0,0,
1,CL Moore 8,2020-07-31,0.0,0,0.0,0,0,S.i.
2,CL Moore 6,2020-07-30,0.0,109,30.0,0,0,Comp dn 3 hrs for c.t.
3,CL Moore 8,2020-07-30,0.0,0,0.0,0,0,S.i.
4,CL Moore 6,2020-07-29,0.0,136,37.0,0,0,C.t.
5,CL Moore 8,2020-07-29,0.0,0,0.0,0,0,
6,CL Moore 6,2020-07-28,1.16,137,39.0,0,0,
7,CL Moore 8,2020-07-28,0.0,0,0.0,0,0,S.i.
8,CL Moore 6,2020-07-27,0.0,138,38.0,0,0,
9,CL Moore 8,2020-07-27,0.0,0,0.0,0,0,S.i.
10,CL Moore 6,2020-07-26,1.16,139,38.0,0,0,
11,CL Moore 8,2020-07-26,0.0,0,0.0,0,0,S.i.
12,CL Moore 6,2020-07-25,0.0,139,35.0,0,0,
13,CL Moore 8,2020-07-25,0.0,0,0.0,0,0,S.i.
14,CL Moore 6,2020-07-24,1.16,145,40.0,0,0,
15,CL Moore 8,2020-07-24,0.0,0,0.0,0,0,S.i.
16,CL Moore 6,2020-07-23,1.67,140,40.0,0,0,
17,CL Moore 8,2020-07-23,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-07-22,1.67,146,41.0,0,0,
19,CL Moore 8,2020-07-22,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-07-21,0.0,149,43.0,0,0,
21,CL Moore 8,2020-07-21,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-07-20,0.0,150,45.0,0,0,
23,CL Moore 8,2020-07-20,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-07-19,0.0,151,43.0,0,0,
25,CL Moore 8,2020-07-19,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-07-18,1.67,149,34.0,0,0,Dn 3 hrs for line repair
27,CL Moore 8,2020-07-18,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-07-17,0.0,153,44.0,0,0,
29,CL Moore 8,2020-07-17,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-07-16,1.67,138,42.0,0,0,Dn 2 hrs c.t.
31,CL Moore 8,2020-07-16,0.0,0,0.0,0,0,S.i.
32,CL Moore 6,2020-07-15,0.0,156,39.0,0,0,C.t.
33,CL Moore 8,2020-07-15,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-07-14,0.0,158,41.0,0,0,
35,CL Moore 8,2020-07-14,0.0,0,0.0,0,0,
36,CL Moore 6,2020-07-13,0.0,159,40.0,0,0,
37,CL Moore 8,2020-07-13,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-07-12,1.67,159,40.0,0,0,
39,CL Moore 8,2020-07-12,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-07-11,0.0,159,41.0,0,0,
41,CL Moore 8,2020-07-11,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-07-10,1.67,159,41.0,0,0,
43,CL Moore 8,2020-07-10,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-07-09,0.0,162,42.0,0,0,
45,CL Moore 8,2020-07-09,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-07-08,1.67,162,45.0,0,0,
47,CL Moore 8,2020-07-08,0.0,0,0.0,0,0,S.i.
48,CL Moore 6,2020-07-07,0.0,166,46.0,0,0,
49,CL Moore 8,2020-07-07,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-07-06,1.67,168,46.0,0,0,
51,CL Moore 8,2020-07-06,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-07-05,0.0,169,49.0,0,0,
53,CL Moore 8,2020-07-05,0.0,0,0.0,0,0,S.i.
54,CL Moore 6,2020-07-04,1.67,168,48.0,0,0,
55,CL Moore 8,2020-07-04,0.0,0,0.0,0,0,S.i.
56,CL Moore 6,2020-07-03,1.67,166,45.0,0,0,
57,CL Moore 8,2020-07-03,0.0,0,0.0,0,0,S.i.
58,CL Moore 6,2020-07-02,1.67,150,41.34,0,0,
59,CL Moore 8,2020-07-02,0.0,0,0.0,0,0,S.i.
60,CL Moore 6,2020-07-01,0.0,157,52.0,0,0,Comp dn 2 hrs for ct
61,CL Moore 8,2020-07-01,0.0,0,0.0,0,0,S.i.
