,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-03-31,1.16,541,9.03,0,0,
1,CL Moore 8,2020-03-31,0.0,0,0.0,0,0,S.i.
2,CL Moore 6,2020-03-30,1.16,559,5.01,0,0,
3,CL Moore 8,2020-03-30,0.0,0,0.0,0,0,S.i.
4,CL Moore 6,2020-03-29,0.0,500,6.68,0,0,
5,CL Moore 8,2020-03-29,0.0,0,0.0,0,0,S.i.
6,CL Moore 6,2020-03-28,0.0,510,6.68,0,0,
7,CL Moore 8,2020-03-28,0.0,0,0.0,0,0,S.i.
8,CL Moore 6,2020-03-27,0.0,554,6.68,0,0,
9,CL Moore 8,2020-03-27,0.0,0,0.0,0,0,S.i.
10,CL Moore 6,2020-03-26,1.16,575,9.96,0,0,
11,CL Moore 8,2020-03-26,0.0,0,0.0,0,0,S.i.
12,CL Moore 6,2020-03-25,0.0,580,6.68,0,0,Ct
13,CL Moore 8,2020-03-25,0.0,0,0.0,0,0,S.i.
14,CL Moore 6,2020-03-24,0.0,585,8.35,0,0,
15,CL Moore 8,2020-03-24,0.0,0,0.0,0,0,S.i.
16,CL Moore 6,2020-03-23,1.16,592,10.02,0,0,
17,CL Moore 8,2020-03-23,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-03-22,0.0,592,10.02,0,0,
19,CL Moore 8,2020-03-22,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-03-21,1.16,595,10.02,0,0,
21,CL Moore 8,2020-03-21,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-03-20,1.16,607,10.02,0,0,
23,CL Moore 8,2020-03-20,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-03-19,1.16,617,10.02,0,0,
25,CL Moore 8,2020-03-19,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-03-18,2.83,605,0.0,0,0,
27,CL Moore 8,2020-03-18,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-03-17,2.32,603,10.02,0,0,
29,CL Moore 8,2020-03-17,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-03-16,2.32,620,0.0,0,0,
31,CL Moore 8,2020-03-16,0.0,0,0.0,0,0,S.i.
32,CL Moore 6,2020-03-15,3.99,610,9.18,0,0,
33,CL Moore 8,2020-03-15,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-03-14,1.16,615,21.61,0,0,
35,CL Moore 8,2020-03-14,0.0,0,0.0,0,0,S.i.
36,CL Moore 6,2020-03-13,1.67,331,46.76,0,0,
37,CL Moore 8,2020-03-13,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-03-12,0.0,0,0.0,0,0,Well dn/ well put ON @1:30pm
39,CL Moore 8,2020-03-12,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-03-11,0.0,0,0.0,0,0,Well dn
41,CL Moore 8,2020-03-11,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-03-10,0.0,0,0.0,0,0,Well dn
43,CL Moore 8,2020-03-10,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-03-09,0.0,0,0.0,0,0,Well dn
45,CL Moore 8,2020-03-09,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-03-08,0.0,0,0.0,0,0,Well dn
47,CL Moore 8,2020-03-08,0.0,0,0.0,0,0,S.i.
48,CL Moore 6,2020-03-07,0.0,0,0.0,0,0,Well dn
49,CL Moore 8,2020-03-07,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-03-06,0.0,0,0.0,0,0,Well dn
51,CL Moore 8,2020-03-06,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-03-05,0.0,0,0.0,0,0,Well dn
53,CL Moore 8,2020-03-05,0.0,0,0.0,0,0,S.i
54,CL Moore 6,2020-03-04,0.0,0,0.0,0,0,Well dn
55,CL Moore 8,2020-03-04,0.0,0,0.0,0,0,S.i.
56,CL Moore 6,2020-03-03,0.0,0,0.0,0,0,Well dn
57,CL Moore 8,2020-03-03,0.0,0,0.0,0,0,S.i.
58,CL Moore 6,2020-03-02,0.0,0,0.0,0,0,Well dn
59,CL Moore 8,2020-03-02,0.0,0,0.0,0,0,S.i.
60,CL Moore 6,2020-03-01,0.0,0,0.0,0,0,Well Dn
61,CL Moore 8,2020-03-01,0.0,0,0.0,0,0,S.i.
