,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2018-10-31,8.35,760,131.0,0,0,#6 n test 2.32/2.32
1,CL Moore 6,2018-10-30,6.68,725,138.0,0,0,#6-2.32/0/725
2,CL Moore 6,2018-10-29,8.35,742,135.0,0,0,#6-3.48/135/742
3,CL Moore 6,2018-10-28,14.2,506,0.0,0,0,"#8- 495/0 tnk #153830
#6- tnk# 153831"
4,CL Moore 6,2018-10-27,25.06,0,148.0,0,0,#8 - 11.68/0/510 mcf
5,CL Moore 6,2018-10-26,13.36,0,128.35,0,0,#8 test -498 mcf
6,CL Moore 6,2018-10-25,8.35,0,0.0,0,0,#8
7,CL Moore 6,2018-10-24,0.0,0,130.0,0,0,#6
8,CL Moore 6,2018-10-23,10.02,0,163.4,0,0,#6 285/110/5.80/163/752 #8- 530/0/6.68/0/512
9,CL Moore 6,2018-10-22,13.36,0,134.27,0,0,#6 3.48 oil up csg
10,CL Moore 6,2018-10-21,6.68,0,135.03,0,0,"Casing 6.96 oil
748 gas"
11,CL Moore 6,2018-10-20,0.0,0,159.8,0,0,"# 6 gas 642
# 8 gas 276
Tp 510/0"
12,CL Moore 6,2018-10-19,135.27,0,153.34,0,0,#6 25.27/153.34/ trans 110 oil from #6 csg to tank #1/ 731mcf 4.64 up csg o w
13,CL Moore 6,2018-10-18,1.67,0,153.4,0,0,#6 test 4.64 oil up csg ow.
14,CL Moore 6,2018-10-17,8.35,0,141.69,0,0,#6734 mcf  1.67 oil 142w 4.64 oil up csg o w
15,CL Moore 6,2018-10-16,11.69,0,136.68,0,0,#6 764 mcf from1.16 o w up csg
16,CL Moore 6,2018-10-15,3.34,0,155.05,0,0,#6  3.48/0 casing
17,CL Moore 6,2018-10-14,1.67,0,136.7,0,0,#6810 mcf 3.48 up csg o w
18,CL Moore 6,2018-10-13,8.35,0,143.36,0,0,#6759 2.32 oil up csg o w.
19,CL Moore 6,2018-10-12,18.37,0,131.67,0,0,#6 intest 3.340il 2.32 w. Up  895 mcf
20,CL Moore 6,2018-10-11,11.69,0,123.58,0,0,#6 780 mcf 1.160il 2.32 w up csg
21,CL Moore 6,2018-10-10,18.37,0,63.46,0,0,#6498 mcf #8 416 mcf o oil o w
22,CL Moore 6,2018-10-09,0.0,0,0.0,0,0,#8 550#
23,CL Moore 6,2018-10-08,1.67,0,0.0,0,0,#8
24,CL Moore 6,2018-10-07,0.0,0,0.0,0,0,#8
25,CL Moore 6,2018-10-06,3.34,0,0.0,0,0,# 8
26,CL Moore 6,2018-10-05,0.0,0,0.0,0,0,#8 p.w on 7:30am
27,CL Moore 6,2018-10-04,0.0,0,0.0,0,0,#8 si
28,CL Moore 6,2018-10-03,1.67,0,0.0,0,0,#8
29,CL Moore 6,2018-10-02,35.07,0,33.0,0,0,
30,CL Moore 6,2018-10-01,0.0,0,0.0,0,0,#8
