,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2019-09-30,1.67,462,5,0,0,
1,CL Moore 8,2019-09-30,0.0,0,0,0,0,
2,CL Moore 6,2019-09-29,0.0,467,6,0,0,
3,CL Moore 8,2019-09-29,0.0,0,0,0,0,
4,CL Moore 6,2019-09-28,0.0,468,5,0,0,
5,CL Moore 8,2019-09-28,0.0,0,0,0,0,
6,CL Moore 6,2019-09-27,0.0,467,5,0,0,
7,CL Moore 8,2019-09-27,0.0,0,0,0,0,
8,CL Moore 6,2019-09-26,0.0,469,5,0,0,
9,CL Moore 8,2019-09-26,0.0,0,0,0,0,
10,CL Moore 6,2019-09-25,0.0,465,6,0,0,
11,CL Moore 8,2019-09-25,0.0,0,0,0,0,
12,CL Moore 6,2019-09-24,0.0,462,6,0,0,
13,CL Moore 8,2019-09-24,0.0,0,0,0,0,
14,CL Moore 6,2019-09-23,0.0,466,5,0,0,
15,CL Moore 8,2019-09-23,0.0,0,0,0,0,
16,CL Moore 6,2019-09-22,0.0,463,5,0,0,
17,CL Moore 8,2019-09-22,0.0,0,0,0,0,
18,CL Moore 6,2019-09-21,0.0,463,4,0,0,Elect off 5 hrs
19,CL Moore 8,2019-09-21,0.0,0,0,0,0,
20,CL Moore 6,2019-09-20,0.0,477,5,0,0,
21,CL Moore 8,2019-09-20,0.0,0,0,0,0,
22,CL Moore 6,2019-09-19,0.0,482,7,0,0,
23,CL Moore 8,2019-09-19,0.0,0,0,0,0,
24,CL Moore 6,2019-09-18,0.0,483,7,0,0,
25,CL Moore 8,2019-09-18,0.0,0,0,0,0,
26,CL Moore 6,2019-09-17,0.0,482,8,0,0,
27,CL Moore 8,2019-09-17,0.0,0,0,0,0,
28,CL Moore 6,2019-09-16,1.67,500,7,0,0,
29,CL Moore 8,2019-09-16,0.0,0,0,0,0,
30,CL Moore 6,2019-09-15,1.16,512,8,0,0,
31,CL Moore 8,2019-09-15,0.0,0,0,0,0,
32,CL Moore 6,2019-09-14,0.0,471,7,0,0,
33,CL Moore 8,2019-09-14,0.0,0,0,0,0,
34,CL Moore 6,2019-09-13,0.0,490,8,0,0,
35,CL Moore 8,2019-09-13,0.0,0,0,0,0,
36,CL Moore 6,2019-09-12,0.0,485,10,0,0,
37,CL Moore 8,2019-09-12,0.0,0,0,0,0,
38,CL Moore 6,2019-09-11,1.16,489,10,0,0,
39,CL Moore 8,2019-09-11,0.0,0,0,0,0,
40,CL Moore 6,2019-09-10,1.67,508,10,0,0,
41,CL Moore 8,2019-09-10,0.0,0,0,0,0,
42,CL Moore 6,2019-09-09,0.0,527,9,0,0,
43,CL Moore 8,2019-09-09,0.0,0,0,0,0,SI
44,CL Moore 6,2019-09-08,1.67,582,9,0,0,
45,CL Moore 8,2019-09-08,0.0,0,0,0,0,
46,CL Moore 6,2019-09-07,1.16,524,8,0,0,Well on 9/6 @1:00pm
47,CL Moore 8,2019-09-07,0.0,0,0,0,0,
48,CL Moore 6,2019-09-06,0.0,0,0,0,0,
49,CL Moore 8,2019-09-06,0.0,0,0,0,0,
50,CL Moore 6,2019-09-05,0.0,0,0,0,0,
51,CL Moore 8,2019-09-05,0.0,0,0,0,0,
52,CL Moore 6,2019-09-04,0.0,672,8,0,0,S.w.i for pipeline
53,CL Moore 8,2019-09-04,4.9,0,0,0,0,
54,CL Moore 6,2019-09-03,2.83,629,10,0,0,
55,CL Moore 8,2019-09-03,0.0,0,0,0,0,
56,CL Moore 6,2019-09-02,0.0,0,0,0,0,Brought well on
57,CL Moore 8,2019-09-02,0.0,0,0,0,0,
58,CL Moore 6,2019-09-01,0.0,0,0,0,0,
59,CL Moore 8,2019-09-01,0.0,0,0,0,0,
