,Well Name,Date,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Comments
0,CL Moore 6,2020-08-31,0.0,112,34.0,0,0,
1,CL Moore 8,2020-08-31,0.0,0,0.0,0,0,S.i.
2,CL Moore 6,2020-08-30,0.0,111,30.0,0,0,
3,CL Moore 8,2020-08-30,0.0,0,0.0,0,0,S.i.
4,CL Moore 6,2020-08-29,0.0,110,31.0,0,0,
5,CL Moore 8,2020-08-29,0.0,0,0.0,0,0,S.i.
6,CL Moore 6,2020-08-28,0.0,114,33.0,0,0,
7,CL Moore 8,2020-08-28,0.0,0,0.0,0,0,S.i.
8,CL Moore 6,2020-08-27,1.67,94,32.0,0,0,Comp dn eng oil level called mech
9,CL Moore 8,2020-08-27,0.0,0,0.0,0,0,S.i.
10,CL Moore 6,2020-08-26,0.0,111,34.0,0,0,C.t.
11,CL Moore 8,2020-08-26,0.0,0,0.0,0,0,S.i.
12,CL Moore 6,2020-08-25,1.67,111,34.0,0,0,
13,CL Moore 8,2020-08-25,0.0,0,0.0,0,0,S.i.
14,CL Moore 6,2020-08-24,0.0,115,35.0,0,0,
15,CL Moore 8,2020-08-24,0.0,0,0.0,0,0,S.i.
16,CL Moore 6,2020-08-23,0.0,114,33.0,0,0,
17,CL Moore 8,2020-08-23,0.0,0,0.0,0,0,S.i.
18,CL Moore 6,2020-08-22,0.0,111,32.0,0,0,
19,CL Moore 8,2020-08-22,0.0,0,0.0,0,0,S.i.
20,CL Moore 6,2020-08-21,0.0,114,35.0,0,0,
21,CL Moore 8,2020-08-21,0.0,0,0.0,0,0,S.i.
22,CL Moore 6,2020-08-20,1.67,114,39.0,0,0,
23,CL Moore 8,2020-08-20,0.0,0,0.0,0,0,S.i.
24,CL Moore 6,2020-08-19,0.0,120,38.0,0,0,
25,CL Moore 8,2020-08-19,0.0,0,0.0,0,0,S.i.
26,CL Moore 6,2020-08-18,0.0,115,35.0,0,0,
27,CL Moore 8,2020-08-18,0.0,0,0.0,0,0,S.i.
28,CL Moore 6,2020-08-17,1.67,122,34.0,0,0,
29,CL Moore 8,2020-08-17,0.0,0,0.0,0,0,S.i.
30,CL Moore 6,2020-08-16,0.0,121,36.0,0,0,Comp dn no tattle tales called mech
31,CL Moore 8,2020-08-16,-1.67,0,0.0,0,0,S.i.
32,CL Moore 6,2020-08-15,0.0,120,35.0,0,0,Comp Dn high liquid level called mech
33,CL Moore 8,2020-08-15,0.0,0,0.0,0,0,S.i.
34,CL Moore 6,2020-08-14,0.0,113,32.0,0,0,Comp dn  called mech
35,CL Moore 8,2020-08-14,0.0,0,0.0,0,0,S.i.
36,CL Moore 6,2020-08-13,1.67,107,35.0,0,0,
37,CL Moore 8,2020-08-13,0.0,0,0.0,0,0,S.i.
38,CL Moore 6,2020-08-12,0.0,116,35.0,0,0,C.t.
39,CL Moore 8,2020-08-12,0.0,0,0.0,0,0,S.i.
40,CL Moore 6,2020-08-11,1.67,116,33.0,0,0,
41,CL Moore 8,2020-08-11,0.0,0,0.0,0,0,S.i.
42,CL Moore 6,2020-08-10,1.67,116,32.0,0,0,
43,CL Moore 8,2020-08-10,0.0,0,0.0,0,0,S.i.
44,CL Moore 6,2020-08-09,0.0,119,31.0,0,0,
45,CL Moore 8,2020-08-09,0.0,0,0.0,0,0,S.i.
46,CL Moore 6,2020-08-08,0.0,120,30.0,0,0,
47,CL Moore 8,2020-08-08,0.0,0,0.0,0,0,S.i.
48,CL Moore 6,2020-08-07,1.67,122,33.0,0,0,
49,CL Moore 8,2020-08-07,0.0,0,0.0,0,0,S.i.
50,CL Moore 6,2020-08-06,0.0,120,35.0,0,0,
51,CL Moore 8,2020-08-06,0.0,0,0.0,0,0,S.i.
52,CL Moore 6,2020-08-05,1.67,86,21.96,0,0,
53,CL Moore 8,2020-08-05,0.0,0,0.0,0,0,S.i.
54,CL Moore 6,2020-08-04,0.0,44,20.04,0,0,Dn on vibration reset came on ok
55,CL Moore 8,2020-08-04,0.0,0,0.0,0,0,S.i.
56,CL Moore 6,2020-08-03,0.0,126,31.0,0,0,
57,CL Moore 8,2020-08-03,0.0,0,0.0,0,0,S.i.
58,CL Moore 6,2020-08-02,0.0,130,30.0,0,0,
59,CL Moore 8,2020-08-02,0.0,0,0.0,0,0,S.i.
60,CL Moore 6,2020-08-01,1.67,134,33.0,0,0,
61,CL Moore 8,2020-08-01,0.0,0,0.0,0,0,S.i.
