Well Name,Last Production,Days since 2025-06-04
CL Moore 12,2025-05-29,6
Cl Moore #5,2017-09-19,2815
Dyer #10,2020-05-18,1843
Dyer 'D' #5,2025-05-08,27
JM Moore,2025-06-04,0
JM Moore #192,2025-06-04,0
Lottie #1,2025-06-04,0
Mueller #1,2025-05-08,27
Pratka #1,2025-06-04,0
