Well Name,Last Production,Days since 2025-01-07
CL Moore 12,2024-09-26,103
Dyer 'D' #5,2024-12-29,9
JM Moore,2025-01-07,0
Lottie #1,2025-01-07,0
Mueller #1,2024-10-31,68
Pratka #1,2025-01-06,1
