well,id,run_ticket_number,date,date_string,updated_at,type,total
Beeler Ranch #1,1954818.0,14910,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,WATER,120.0
Beeler Ranch #1,1954188.0,121523,1702620000.0,2023-12-15,1970-01-01 00:00:01.702620000,WATER,120.0
Beeler Ranch #1,1952519.0,014952,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,WATER,130.0
Beeler Ranch #1,1951335.0,014886,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,WATER,120.0
Beeler Ranch #1,1948523.0,12287,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,WATER,120.0
Beeler Ranch #1,1946626.0,13478,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,WATER,120.0
Bermuda #1,1960640.0,2886581,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,185.0
Big Sonny #1,1961542.0,014296,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,WATER,120.0
Big Sonny #1,1948534.0,12286,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,WATER,130.0
Big Sonny #1,1946695.0,2856671,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,190.5
Blackmon #1,1973890.0,2913491,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,188.0
Blackmon #1,1973891.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,73.48
Blackmon #1,1968355.0,,1703916000.0,2023-12-30,1970-01-01 00:00:01.703916000,OIL,76.82
Blackmon #1,1968356.0,2908031,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,191.0
Blackmon #1,1960586.0,2886591,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,185.5
Blackmon #1,1960587.0,,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,80.16
Blackmon #1,1959549.0,,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,OIL,88.51
Blackmon #1,1947463.0,2837681,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,191.0
Bruce Weaver #1,1965880.0,014153,1703743200.0,2023-12-28,1970-01-01 00:00:01.703743200,WATER,100.0
Bruce Weaver #2 Re,1975053.0,2939381,1704607200.0,2024-01-07,1970-01-01 00:00:01.704641489,OIL,190.0
Bruce Weaver #2 Re,1974540.0,2942141,1704520800.0,2024-01-06,1970-01-01 00:00:01.704566112,OIL,180.0
Bruce Weaver #2 Re,1974541.0,,1704520800.0,2024-01-06,1970-01-01 00:00:01.704566113,OIL,59.02
Bruce Weaver #2 Re,1974542.0,2942131,1704520800.0,2024-01-06,1970-01-01 00:00:01.704566113,OIL,190.0
Bruce Weaver #2 Re,1974057.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704500169,OIL,20.43
Bruce Weaver #2 Re,1974058.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704500169,OIL,20.43
Bruce Weaver #2 Re,1974059.0,2939391,1704434400.0,2024-01-05,1970-01-01 00:00:01.704500169,OIL,188.0
Bruce Weaver #2 Re,1974060.0,2939491,1704434400.0,2024-01-05,1970-01-01 00:00:01.704500169,OIL,190.0
Bruce Weaver #2 Re,1973163.0,2932811,1704348000.0,2024-01-04,1970-01-01 00:00:01.704412874,OIL,192.0
Bruce Weaver #2 Re,1972270.0,,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,OIL,172.52
Bruce Weaver #2 Re,1972274.0,2913511,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,OIL,191.0
Bruce Weaver #2 Re,1972275.0,,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,OIL,172.52
Bruce Weaver #2 Re,1972276.0,013158,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,WATER,130.0
Bruce Weaver #2 Re,1970886.0,2917841,1704175200.0,2024-01-02,1970-01-01 00:00:01.704175200,OIL,190.0
Bruce Weaver #2 Re,1969833.0,2913541,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,189.0
Bruce Weaver #2 Re,1969835.0,014109,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,WATER,130.0
Bruce Weaver #2 Re,1968765.0,2910131,1704002400.0,2023-12-31,1970-01-01 00:00:01.704002400,OIL,182.0
Bruce Weaver #2 Re,1968766.0,013991,1704002400.0,2023-12-31,1970-01-01 00:00:01.704002400,WATER,130.0
Bruce Weaver #2 Re,1967025.0,2913521,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,180.0
Bruce Weaver #2 Re,1967026.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,63.56
Bruce Weaver #2 Re,1967027.0,2913531,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,180.0
Bruce Weaver #2 Re,1963241.0,2905821,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,188.0
Bruce Weaver #2 Re,1963242.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,56.75
Bruce Weaver #2 Re,1963243.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,56.75
Bruce Weaver #2 Re,1962047.0,014942,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,WATER,130.0
Bruce Weaver #2 Re,1962048.0,2905831,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,192.0
Bruce Weaver #2 Re,1961194.0,2897831,1703311200.0,2023-12-23,1970-01-01 00:00:01.703311200,OIL,183.0
Bruce Weaver #2 Re,1960088.0,2886621,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,190.0
Bruce Weaver #2 Re,1960089.0,,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,24.97
Bruce Weaver #2 Re,1960090.0,2894461,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,185.0
Bruce Weaver #2 Re,1958948.0,014927,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,WATER,130.0
Bruce Weaver #2 Re,1957874.0,014970,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,WATER,130.0
Bruce Weaver #2 Re,1957875.0,,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,81.72
Bruce Weaver #2 Re,1957876.0,2889901,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,182.0
Bruce Weaver #2 Re,1957877.0,2889911,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,181.0
Bruce Weaver #2 Re,1956758.0,,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,31.78
Bruce Weaver #2 Re,1956759.0,2886601,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,190.0
Bruce Weaver #2 Re,1956760.0,,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,31.78
Bruce Weaver #2 Re,1955982.0,2886611,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,OIL,185.2
Bruce Weaver #2 Re,1955259.0,014265,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,WATER,120.0
Bruce Weaver #2 Re,1954252.0,,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,34.05
Bruce Weaver #2 Re,1954254.0,2879471,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,190.0
Bruce Weaver #2 Re,1954255.0,,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,34.05
Bruce Weaver #2 Re,1952817.0,2877301,1702620000.0,2023-12-15,1970-01-01 00:00:01.702620000,OIL,186.0
Bruce Weaver #2 Re,1951792.0,2875001,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,192.0
Bruce Weaver #2 Re,1950785.0,014897,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,WATER,125.0
Bruce Weaver #2 Re,1950786.0,2871111,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,190.0
Bruce Weaver #2 Re,1950787.0,2871121,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,170.0
Bruce Weaver #2 Re,1950788.0,,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,34.05
Bruce Weaver #2 Re,1948313.0,2868051,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.0
Bruce Weaver #2 Re,1948314.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,27.24
Bruce Weaver #2 Re,1948315.0,2859781,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,184.0
Bruce Weaver #2 Re,1946776.0,,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,97.61
Bruce Weaver #2 Re,1946779.0,2859771,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,185.0
Bruce Weaver #2 Re,1946780.0,,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,97.61
Bruce Weaver #2 Re,1945716.0,,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,133.93
Bruce Weaver #2 Re,1945720.0,2859751,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,188.0
Bruce Weaver #2 Re,1945721.0,12275,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,WATER,130.0
Bruce Weaver #2 Re,1945722.0,,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,133.93
Bruce Weaver #2 Re,1944697.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,43.13
Bruce Weaver #2 Re,1944698.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,43.13
Bruce Weaver #2 Re,1944923.0,2840441,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,190.0
Burns Ranch #2,1974452.0,2932831,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,185.0
Burns Ranch #2,1973431.0,013751,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,WATER,130.0
Burns Ranch #2,1968311.0,2903451,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,192.9
Burns Ranch #2,1961540.0,2897841,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,183.0
Burns Ranch #2,1960638.0,2894471,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,OIL,190.0
Burns Ranch #2,1958419.0,2886641,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,190.5
Burns Ranch #2,1953249.0,014253,1702620000.0,2023-12-15,1970-01-01 00:00:01.702620000,WATER,120.0
Burns Ranch #2,1953248.0,2876901,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,151.0
Burns Ranch #2,1950179.0,2871131,1702360800.0,2023-12-12,1970-01-01 00:00:01.702360800,OIL,188.2
Burns Ranch #2,1948533.0,2868061,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.1
Burns Ranch #2,1948532.0,2865751,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,175.7
Burns Ranch #2,1947512.0,6699,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,WATER,130.0
Burns Ranch #2,1945814.0,2856691,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,190.2
Burns Ranch #2,1944670.0,2853601,1701842400.0,2023-12-06,1970-01-01 00:00:01.701842400,OIL,186.2
CMWW #1,1973608.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,86.84
CMWW #1,1973610.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,86.84
CMWW #1,1973607.0,2932851,1704348000.0,2024-01-04,1970-01-01 00:00:01.704348000,OIL,192.9
CMWW #1,1973609.0,013170,1704348000.0,2024-01-04,1970-01-01 00:00:01.704348000,WATER,130.0
CMWW #1,1971293.0,,1704175200.0,2024-01-02,1970-01-01 00:00:01.704175200,OIL,30.06
CMWW #1,1971294.0,,1704175200.0,2024-01-02,1970-01-01 00:00:01.704175200,OIL,30.06
CMWW #1,1971295.0,2922381,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,180.0
CMWW #1,1970224.0,014110,1704002400.0,2023-12-31,1970-01-01 00:00:01.704002400,WATER,130.0
CMWW #1,1966998.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,38.41
CMWW #1,1967000.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,38.41
CMWW #1,1966999.0,2913601,1703743200.0,2023-12-28,1970-01-01 00:00:01.703743200,OIL,190.5
CMWW #1,1965821.0,014170,1703656800.0,2023-12-27,1970-01-01 00:00:01.703656800,WATER,65.0
CMWW #1,1963981.0,,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,OIL,26.72
CMWW #1,1963982.0,,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,OIL,26.72
CMWW #1,1963984.0,2910171,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,OIL,190.3
CMWW #1,1964500.0,014163,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,WATER,20.0
CMWW #1,1962824.0,2908091,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,185.2
CMWW #1,1962825.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,35.07
CMWW #1,1962826.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,35.07
CMWW #1,1963983.0,014158,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,WATER,100.0
CMWW #1,1962417.0,014989,1703311200.0,2023-12-23,1970-01-01 00:00:01.703311200,WATER,60.0
CMWW #1,1961535.0,2900531,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,190.0
CMWW #1,1961536.0,014984,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,WATER,120.0
CMWW #1,1960632.0,2897861,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,OIL,190.0
CMWW #1,1960633.0,014287,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,WATER,130.0
CMWW #1,1958867.0,014285,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,WATER,130.0
CMWW #1,1958868.0,2894481,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,190.0
CMWW #1,1957801.0,2889931,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,190.6
CMWW #1,1955722.0,,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,OIL,170.34
CMWW #1,1955727.0,,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,OIL,70.14
CMWW #1,1956660.0,014270,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,WATER,30.0
CMWW #1,1954712.0,,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,40.08
CMWW #1,1954717.0,,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,143.62
CMWW #1,1955724.0,014915,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,WATER,120.0
CMWW #1,1955726.0,2884451,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,191.4
CMWW #1,1954714.0,014958,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,WATER,80.0
CMWW #1,1954716.0,2882151,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,182.5
CMWW #1,1954160.0,014905,1702620000.0,2023-12-15,1970-01-01 00:00:01.702620000,WATER,120.0
CMWW #1,1952222.0,2875021,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,185.0
CMWW #1,1951324.0,12292,1702360800.0,2023-12-12,1970-01-01 00:00:01.702360800,WATER,130.0
CMWW #1,1948033.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,30.06
CMWW #1,1948035.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,30.06
CMWW #1,1950177.0,12289,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,WATER,130.0
CMWW #1,1947067.0,,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,20.04
CMWW #1,1947068.0,,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,20.04
CMWW #1,1948034.0,2865771,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,190.6
CMWW #1,1948036.0,014891,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,WATER,130.0
CMWW #1,1947066.0,014877,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,WATER,80.0
CMWW #1,1947070.0,2863761,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,178.0
CMWW #1,1946231.0,2859831,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,190.1
CMWW #1,1946232.0,6693,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,WATER,130.0
CMWW #1,1944007.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,60.12
CMWW #1,1945262.0,2856701,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,190.4
CMWW #1,1945264.0,014864,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,WATER,120.0
CMWW #1,1944005.0,2853621,1701842400.0,2023-12-06,1970-01-01 00:00:01.701842400,OIL,185.4
CMWW #2,1974451.0,2936881,1704520800.0,2024-01-06,1970-01-01 00:00:01.704520800,OIL,188.2
CMWW #2,1973612.0,2932861,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,190.4
CMWW #2,1973613.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,16.7
CMWW #2,1973614.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,16.7
CMWW #2,1973615.0,,1704434400.0,2024-01-05,1970-01-01 00:00:01.704434400,OIL,16.7
CMWW #2,1972637.0,,1704348000.0,2024-01-04,1970-01-01 00:00:01.704348000,OIL,36.74
CMWW #2,1972638.0,,1704348000.0,2024-01-04,1970-01-01 00:00:01.704348000,OIL,36.74
CMWW #2,1972642.0,,1704348000.0,2024-01-04,1970-01-01 00:00:01.704348000,OIL,36.74
CMWW #2,1972641.0,2927361,1704261600.0,2024-01-03,1970-01-01 00:00:01.704261600,OIL,190.1
CMWW #2,1971728.0,2925501,1704175200.0,2024-01-02,1970-01-01 00:00:01.704175200,OIL,191.3
CMWW #2,1970219.0,,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,45.09
CMWW #2,1970220.0,,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,45.09
CMWW #2,1970221.0,,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,45.09
CMWW #2,1970223.0,2925491,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,190.0
CMWW #2,1971296.0,2927371,1704088800.0,2024-01-01,1970-01-01 00:00:01.704088800,OIL,180.0
CMWW #2,1969247.0,2923601,1703916000.0,2023-12-30,1970-01-01 00:00:01.703916000,OIL,190.0
CMWW #2,1967001.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,41.75
CMWW #2,1967002.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,41.75
CMWW #2,1967003.0,,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,41.75
CMWW #2,1967976.0,2917891,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,190.1
CMWW #2,1967006.0,2908111,1703743200.0,2023-12-28,1970-01-01 00:00:01.703743200,OIL,191.4
CMWW #2,1964501.0,,1703656800.0,2023-12-27,1970-01-01 00:00:01.703656800,OIL,61.79
CMWW #2,1964503.0,,1703656800.0,2023-12-27,1970-01-01 00:00:01.703656800,OIL,61.79
CMWW #2,1964507.0,,1703656800.0,2023-12-27,1970-01-01 00:00:01.703656800,OIL,61.79
CMWW #2,1964502.0,014163,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,WATER,100.0
CMWW #2,1964506.0,2910201,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,OIL,190.0
CMWW #2,1962827.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,76.82
CMWW #2,1962831.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,76.82
CMWW #2,1962832.0,,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,76.82
CMWW #2,1963986.0,2908101,1703484000.0,2023-12-25,1970-01-01 00:00:01.703484000,OIL,188.3
CMWW #2,1962410.0,,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,71.81
CMWW #2,1962415.0,,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,71.81
CMWW #2,1962416.0,,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,71.81
CMWW #2,1962830.0,2905861,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,182.4
CMWW #2,1962414.0,2903481,1703311200.0,2023-12-23,1970-01-01 00:00:01.703311200,OIL,190.0
CMWW #2,1961538.0,2900551,1703224800.0,2023-12-22,1970-01-01 00:00:01.703224800,OIL,190.0
CMWW #2,1960634.0,014982,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,WATER,130.0
CMWW #2,1960637.0,2897881,1703138400.0,2023-12-21,1970-01-01 00:00:01.703138400,OIL,184.0
CMWW #2,1957802.0,,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,136.94
CMWW #2,1957803.0,,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,136.94
CMWW #2,1957810.0,,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,136.94
CMWW #2,1958870.0,2894491,1703052000.0,2023-12-20,1970-01-01 00:00:01.703052000,OIL,184.0
CMWW #2,1957809.0,2884481,1702965600.0,2023-12-19,1970-01-01 00:00:01.702965600,OIL,186.2
CMWW #2,1956663.0,2886671,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,OIL,192.9
CMWW #2,1956664.0,014270,1702879200.0,2023-12-18,1970-01-01 00:00:01.702879200,WATER,100.0
CMWW #2,1954718.0,,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,21.71
CMWW #2,1954723.0,,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,21.71
CMWW #2,1954724.0,,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,21.71
CMWW #2,1955729.0,2884491,1702792800.0,2023-12-17,1970-01-01 00:00:01.702792800,OIL,192.9
CMWW #2,1954164.0,,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,18.37
CMWW #2,1954165.0,,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,18.37
CMWW #2,1954167.0,,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,18.37
CMWW #2,1954722.0,2882191,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,191.4
CMWW #2,1954725.0,014958,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,WATER,50.0
CMWW #2,1954163.0,2879511,1702620000.0,2023-12-15,1970-01-01 00:00:01.702620000,OIL,188.3
CMWW #2,1952223.0,,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,18.37
CMWW #2,1952224.0,,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,18.37
CMWW #2,1952225.0,,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,18.37
CMWW #2,1953247.0,2877331,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,191.0
CMWW #2,1952228.0,2875941,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,186.0
CMWW #2,1951326.0,2871161,1702360800.0,2023-12-12,1970-01-01 00:00:01.702360800,OIL,167.0
CMWW #2,1948037.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,20.04
CMWW #2,1948038.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,20.04
CMWW #2,1948040.0,2868101,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.4
CMWW #2,1948041.0,,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,20.04
CMWW #2,1950178.0,2868091,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,157.0
CMWW #2,1947071.0,,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,118.57
CMWW #2,1947072.0,,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,118.57
CMWW #2,1947076.0,2861551,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,192.9
CMWW #2,1947078.0,,1702188000.0,2023-12-10,1970-01-01 00:00:01.702188000,OIL,118.57
CMWW #2,1946234.0,,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,115.23
CMWW #2,1946240.0,,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,115.23
CMWW #2,1946241.0,,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,OIL,115.23
CMWW #2,1947077.0,014877,1702101600.0,2023-12-09,1970-01-01 00:00:01.702101600,WATER,40.0
CMWW #2,1946233.0,013480,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,WATER,120.0
CMWW #2,1946239.0,2859851,1702015200.0,2023-12-08,1970-01-01 00:00:01.702015200,OIL,190.4
CMWW #2,1944008.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,31.73
CMWW #2,1944011.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,31.73
CMWW #2,1944012.0,,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,31.73
CMWW #2,1945266.0,2856731,1701928800.0,2023-12-07,1970-01-01 00:00:01.701928800,OIL,190.0
CMWW #2,1944010.0,2853631,1701842400.0,2023-12-06,1970-01-01 00:00:01.701842400,OIL,185.8
CR #101,1968303.0,2917911,1703829600.0,2023-12-29,1970-01-01 00:00:01.703829600,OIL,192.0
CR #101,1952156.0,2868111,1702360800.0,2023-12-12,1970-01-01 00:00:01.702360800,OIL,192.2
CR #201,1954696.0,2882201,1702706400.0,2023-12-16,1970-01-01 00:00:01.702706400,OIL,190.9
CR #301,1963930.0,2905871,1703570400.0,2023-12-26,1970-01-01 00:00:01.703570400,OIL,186.4
CR #301,1953211.0,2877351,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,182.0
CR #302,1966513.0,2905881,1703656800.0,2023-12-27,1970-01-01 00:00:01.703656800,OIL,190.0
CR #302,1948583.0,2868121,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.0
CR #401,1950114.0,2868131,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.0
CR #501,1948582.0,2868141,1702274400.0,2023-12-11,1970-01-01 00:00:01.702274400,OIL,190.0
CR #939,1962368.0,2894531,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,188.2
CR #939,1962369.0,,1703397600.0,2023-12-24,1970-01-01 00:00:01.703397600,OIL,77.18
CR #939,1961458.0,,1703311200.0,2023-12-23,1970-01-01 00:00:01.703311200,OIL,77.18
CR #939,1961459.0,2900571,1703311200.0,2023-12-23,1970-01-01 00:00:01.703311200,OIL,190.4
CR #939,1952158.0,,1702533600.0,2023-12-14,1970-01-01 00:00:01.702533600,OIL,81.72
CR #939,1952157.0,2875051,1702447200.0,2023-12-13,1970-01-01 00:00:01.702447200,OIL,188.2
