,id,name,type,capacity,multiplier,created_at,updated_at
1156,23914,Klnmann 1 Water Remo,OIL/WATER,400,1.67,1571847859,1734468637
1157,7123,Knotts 1H Oil 1,OIL/WATER,436,2.27,1449522098,1721764915
1158,7124,Knotts 1H Oil 2,OIL/WATER,436,2.27,1449522098,1721764915
1159,7125,Knotts 1H Water 1,WATER,300,1.67,1449522098,1721764915
1160,7126,Knotts 1H Water 2,WATER,210,1.16,1449522098,1721764915
1161,7128,KnottsYeager 1 Oil 2,OIL/WATER,436,2.27,1449522196,1748345058
1162,7129,KnottsYeager1 Water1,WATER,200,1.67,1449522196,1748345057
1163,7130,KnottsYeager1 Water2,WATER,200,1.67,1449522196,1748345057
1164,8037,Koonsman 677 Water,WATER,500,2.75,1456343254,1748376633
1165,6814,Kresta 1 Water 1,WATER,210,1.16,1449169866,1721764914
1166,16506,Kylie Water,WATER,400,1.67,1528207714,1748379032
1167,4988,La Rosita 1 Water,WATER,200,1.67,1440771888,1748380716
1168,32096,La Rosita 1 Water Re,WATER,200,1.67,1612935236,1722972392
1169,24521,Lackey 5 Oil 1,OIL,400,1.67,1575297275,1748295450
1170,24522,Lackey 5 Oil 2,OIL,400,1.67,1575297275,1748295450
1171,24523,Lackey 5 Oil 3,OIL,400,1.67,1575297275,1748295450
1172,24524,Lackey 5 Oil 4,OIL,400,1.67,1575297275,1734468637
1173,24525,Lackey 5 Water 1,WATER,400,1.67,1575297275,1748295450
1174,24507,Lackey Remote Oil 1,OIL,400,1.67,1574797073,1722972392
1175,24508,Lackey Remote Oil 2,OIL,400,1.67,1574797073,1722972392
1176,24509,Lackey Remote Water,WATER,400,1.67,1574797073,1722972392
1177,41946,Lamb Oil 1,OIL,400,1.67,1685716621,1737569450
1178,41947,Lamb Oil 2,OIL,400,1.67,1685716621,1737569450
1179,41948,Lamb Oil 3,OIL,400,1.67,1685716621,1737569450
1180,41949,Lamb Oil 4,OIL,400,1.67,1685716621,1737569450
1181,42678,Lamb OT1,OIL,400,1.67,1690811413,1748350870
1182,41950,Lamb Water 1,WATER,400,1.67,1685716621,1737569450
1183,42679,Lamb WT1,OIL/WATER,400,1.67,1690811413,1748350870
1184,18085,Lander Water Remote,OIL/WATER,400,1.67,1540496999,1734468637
1185,12817,Landers Water,WATER,400,1.67,1506709111,1748379031
1186,13956,Landers Water 2,WATER,400,1.67,1516632286,1734468637
1187,4983,Lansford 1 262475,OIL,400,1.67,1440771820,1721764913
1188,4984,Lansford 1 262476,OIL,400,1.67,1440771820,1721764913
1189,4985,Lansford 1 Water,WATER,200,1.67,1440771820,1721764913
1190,6911,Lastly 1 Oil 1,OIL/WATER,436,2.27,1449243758,1721764915
1191,6912,Lastly 1 Oil 2,OIL/WATER,436,2.27,1449243758,1721764915
1192,6913,Lastly 1 Water 1,WATER,200,1.67,1449243758,1721764915
1193,6914,Lastly 1 Water 2,WATER,200,1.67,1449243758,1721764915
1194,6772,Lee 1H Water 1,WATER,210,1.16,1449114881,1721764914
1195,13811,Leon T-Bar-X Oil 2,OIL/WATER,436,2.27,1514918798,1748345050
1196,6887,Leon T-Bar-X Water 1,WATER,200,1.67,1449243060,1748345050
1197,5113,Lisa 1 Water,WATER,210,1.17,1440779424,1721764914
1198,34694,Little 179 Oil 1,OIL,400,1.67,1636669956,1748358847
1199,34695,Little 179 Oil 2,OIL,400,1.67,1636669956,1748358847
1200,34696,Little 179 Oil 3,OIL,400,1.67,1636669956,1748038078
1201,34697,Little 179 Oil 4,OIL,400,1.67,1636669956,1748038078
1202,34698,Little 179 Water 1,WATER,400,1.67,1636669956,1748358847
1203,8040,LLB 15 Water,WATER,500,2.75,1456343321,1748375403
1204,8044,LLB 21 Water,WATER,500,2.75,1456343401,1720555504
1205,6980,Lloyd 1 Oil 1,OIL/WATER,436,2.27,1449263047,1739553787
1206,6981,Lloyd 1 Oil 2,OIL/WATER,436,2.27,1449263047,1739553787
1207,6982,Lloyd 1 Water 1,WATER,200,1.67,1449263047,1739553787
1208,32919,Lochte 1 Oil 1,OIL,400,1.67,1620246076,1748368681
1209,32920,Lochte 1 Oil 2,OIL,400,1.67,1620246076,1748368681
1210,32921,Lochte 1 Oil 3,OIL,400,1.67,1620246076,1748368681
1211,32922,Lochte 1 Oil 4,OIL,400,1.67,1620246076,1748368681
1212,32923,Lochte 1 Water 1,WATER,400,1.67,1620246076,1748368681
1213,33765,Lochte Remote Oil 1,OIL/WATER,400,1.67,1626964204,1748380576
1214,33770,Lochte Remote Water,OIL/WATER,400,1.67,1626969363,1748380577
1215,5026,LT 1 Water,WATER,210,1.17,1440776861,1748362915
1216,10598,LT Water 1,WATER,400,1.67,1481817767,1748362915
1217,49289,M-Smith Oil 3,OIL/WATER,436,2.27,1747402746,1748345054
1218,5092,Marguerite 1 Water,WATER,200,1.67,1440779045,1748379031
1219,32064,Marguerite 1 Water R,OIL,200,1.67,1612904074,1722972392
1220,5104,Marpick Water,WATER,200,1.67,1440779257,1748379032
1221,37578,Marrs Oil 1,OIL,400,1.67,1653321588,1748358847
1222,37579,Marrs Oil 2,OIL,400,1.67,1653321588,1748358847
1223,37580,Marrs Oil 3,OIL,400,1.67,1653321588,1748038078
1224,37581,Marrs Oil 4,OIL,400,1.67,1653321588,1748038078
1225,39800,Marrs Oil Remote,OIL/WATER,400,1.67,1669223185,1748343779
1226,37622,Marrs Remote Oil 1,OIL/WATER,400,1.67,1654096813,1669760897
1227,37623,Marrs Remote Water,OIL/WATER,400,1.67,1654096813,1669760897
1228,39799,Marrs Water Remote,OIL/WATER,400,1.67,1669223185,1748343779
1229,37582,Marrs Wtr 1,WATER,400,1.67,1653321588,1748358847
1230,8294,Martin 11 St 1 Water,WATER,500,2.75,1461010145,1748314078
1231,7132,McDuffie 1 Water 1,WATER,200,1.67,1449522293,1748345053
1232,5041,McLean McLean Water,WATER,200,1.67,1440777370,1721764914
1233,29230,MCWF Tank 1,WATER,500,2.79,1595248718,1734468638
1234,29231,MCWF Tank 2,WATER,500,2.79,1595248718,1748314078
1235,28511,MDB Oil 1,OIL,400,1.67,1585836796,1748295448
1236,28512,MDB Oil 2,OIL,400,1.67,1585836796,1748295448
1237,28513,MDB Oil 3,OIL,400,1.67,1585836796,1748295448
1238,28514,MDB Water,WATER,400,1.67,1585836796,1748295448
1239,4993,Molak 1 Water,WATER,200,1.67,1440771975,1748375262
1240,29919,Molak 1 Water Remote,WATER,200,1.67,1604683878,1722972392
1241,12866,Molok 1,OIL,208,1.16,1507218545,1722972391
1242,12867,Molok 2,OIL,208,1.16,1507218545,1722972391
1243,4996,Montemayor 1 Water,WATER,200,1.67,1440772092,1721764913
1244,15267,Montemayor Remote,WATER,200,1.67,1522355605,1721764916
1245,5170,Moreland 1 Water,WATER,200,1.67,1440782437,1748375261
1246,32083,Moreland 1 Water Rem,OIL,200,1.67,1612934804,1722974144
1247,41165,Moreland Drip Oil,OIL,400,1.67,1677450012,1748380716
1248,6985,Mosley 1 Water 1,WATER,200,1.67,1449263106,1748345053
1249,6988,MS 1 Water 1,WATER,200,1.67,1449263205,1748345054
1250,6989,MS 1 Water 2,WATER,200,1.67,1449263205,1748345054
1251,7064,MT 1H Water 1,WATER,210,1.16,1449266641,1748345058
1252,6963,Mueller 1 Water 1,WATER,200,1.67,1449244893,1748351775
1253,8049,Muleshoe Rch 1 Water,WATER,500,2.75,1456344170,1748375403
1254,7136,Myrtle 1 Water 1,WATER,300,1.67,1449522487,1748345058
1255,8339,N Twinb 5 Water 1,WATER,250,2.75,1461078135,1720555556
1256,29732,Nathaniel Oil 1,OIL,500,2.79,1600948459,1720555573
1257,29731,Nathaniel Oil 2,OIL,500,2.79,1600948459,1720555573
1258,29733,Nathaniel Water,WATER,500,2.79,1600948459,1720555573
1259,7138,Nevill 1 Oil 1,OIL/WATER,436,2.27,1449522804,1748345054
1260,7139,Nevill 1 Oil 2,OIL/WATER,436,2.27,1449522804,1748345054
1261,7140,Nevill 1 Water 1,WATER,210,1.16,1449522804,1748345054
1262,43787,New La Rosita Oil Tk,OIL,400,1.67,1698766835,1748380716
1263,8056,North JUWF Water,WATER,500,2.75,1456344450,1748375404
1264,8064,Nwton 28 SWD Water 1,WATER,1000,5.5,1456346241,1746131401
1265,8065,Nwton 28 SWD Water 2,WATER,500,2.75,1456346241,1748375403
1266,7099,OIL 3,OIL/WATER,436,2.27,1449271877,1748345056
1267,11916,Oil Frac Tank,OIL,500,4.62,1496673376,1734468639
1268,38217,Oil Tank 1,OIL,400,1.67,1660140307,1660140354
1269,38218,Oil Tank 2,OIL,400,1.67,1660140307,1660140354
1270,38219,Oil Tank 3,OIL,400,1.67,1660140307,1660140354
1271,38220,Oil Tank 4,OIL,400,1.67,1660140307,1660140354
1272,10005,Oil Tank Test - Zedi,OIL/WATER,500,2.79,1473782062,1722972391
1273,6891,Ortiz 1 Water 1,WATER,200,1.67,1449243137,1748345050
1274,6918,Owen 1 Water 1,WATER,300,1.67,1449243817,1748361544
1275,8298,Paddy 13 St 1 Water,WATER,500,2.75,1461010709,1748314078
1276,8301,Paddy 15 St 1 Water,WATER,500,2.75,1461011122,1748314078
1277,8304,Paddy 18 St 1 Water,WATER,300,1.67,1461017554,1748314078
1278,8307,Paddy 18 St 2 Water,WATER,500,2.75,1461076338,1748314078
1279,8310,Paddy 19 St 1 Water,WATER,500,2.75,1461076641,1748314079
1280,8315,Paddy 19 St 2 Water,WATER,150,1.68,1461076765,1748314079
1281,8318,Paddy 20 St 1 Water,WATER,500,2.75,1461076852,1748314078
1282,8321,Paddy 23 St 1 Water,WATER,500,2.75,1461076915,1747261108
1283,8324,Paddy 24 Fed 1 Water,WATER,500,2.75,1461076983,1720555591
1284,16828,Palm Remote 2,OIL,400,1.67,1531856861,1721764916
1285,17545,Palm Water,WATER,400,1.67,1535638704,1721764916
1286,16829,Palm Water Remote,OIL/WATER,400,1.67,1531856861,1748380572
1287,8066,Parks 677 SWD Water,WATER,250,2.5,1456346322,1748376633
1288,10987,Parkway Test Oil 1,OIL,400,1.67,1488549805,1722972391
1289,10988,Parkway Test Oil 2,OIL,400,1.67,1488549805,1722972391
1290,10989,Parkway Test Oil 3,OIL,400,1.67,1488549805,1722972391
1291,10990,Parkway Test Oil 4,OIL,400,1.67,1488549805,1722972391
1292,10991,Parkway Test Water,WATER,400,1.67,1488549805,1722972391
1293,10912,Parkway Water,WATER,400,1.67,1486787598,1748295452
1294,19936,Parkway Water Remote,OIL/WATER,400,1.67,1553011814,1734468638
1295,5251,PC-1 Water,WATER,200,1.67,1440790037,1748379032
1296,32106,PC-1 Water Remote,OIL,200,1.67,1612997987,1722972393
1297,17622,Pckns W Remote Water,OIL/WATER,400,1.67,1536252507,1748380568
1298,29845,Pecan Gr Remote Oil,OIL/WATER,400,1.67,1603810908,1748380571
1299,29846,Pecan Gr Remote Wate,OIL/WATER,500,1.67,1603810908,1722541365
1300,11808,Pecan Oil 1 Water,WATER,210,1.16,1496243444,1743628805
1301,13107,Pecan Water 2,WATER,210,1.16,1510257406,1743628805
1302,6992,Peters 5 Oil 1,OIL/WATER,436,2.27,1449263394,1748345054
1303,6993,Peters 5 Oil 2,OIL/WATER,436,2.27,1449263394,1748345054
1304,6994,Peters 5 Water 1,WATER,200,1.67,1449263394,1748345054
1305,6995,Peters 5 Water 2,WATER,200,1.67,1449263394,1748345054
1306,6998,Peters 6 Oil 3,OIL/WATER,436,2.27,1449263482,1744889368
1307,6999,Peters 6 Water 1,WATER,300,1.67,1449263482,1748345054
1308,7002,Peters 7 Oil 3,OIL/WATER,436,2.27,1449263538,1744889369
1309,7003,Peters 7 Water 1,WATER,300,1.67,1449263539,1748345054
1310,6990,Peters EE A Oil 1,OIL/WATER,436,2.27,1449263294,1721764915
1311,6991,Peters EE A Water 1,WATER,210,1.16,1449263294,1721764915
1312,5118,Pfeiffer 1 Water,WATER,210,1.16,1440779515,1748295447
1313,36577,Pfeiffer 2 Oil 1,OIL,436,2.27,1646686369,1743719457
1314,36578,Pfeiffer 2 Oil 2,OIL,436,2.27,1646686369,1743719457
1315,36579,Pfeiffer 2 Water,WATER,210,1.16,1646686369,1743719457
1316,44458,Pfeiffer Byrd Oil 1,OIL,400,1.67,1702931512,1748362915
1317,44518,Pfeiffer Byrd Oil 2,OIL,400,1.67,1703886792,1748362915
1318,44519,Pfeiffer Byrd Oil 3,OIL,400,1.67,1703886792,1748362915
1319,44459,Pfeiffer Byrd Water1,WATER,400,1.67,1702931512,1748362915
1320,5084,Pickens #1 Water,WATER,200,1.67,1440778899,1748379032
1321,17619,Pickens Water,WATER,400,1.67,1536252362,1748379032
1322,5096,Pickwill Water,WATER,210,1.17,1440779114,1748379032
1323,32068,Pickwill Water Remot,WATER,210,1.17,1612906338,1722972392
1324,6817,Pierce Ranch 4 Water,WATER,200,1.67,1449169939,1721764914
1325,7143,Post Oak 1 Oil 3,OIL/WATER,436,2.27,1449522863,1748345058
1326,7144,Post Oak 1 Water 1,WATER,300,1.67,1449522863,1748345058
1327,7148,Post Oak 2 Water 1,WATER,300,1.67,1449522914,1748345058
1328,6820,Pratka 1 Water 1,WATER,400,1.67,1449170001,1748377131
1329,7634,Preston Water 1,WATER,400,1.67,1452112568,1721764915
1330,5031,Pritchett 220,OIL,210,1.16,1440777044,1721764913
1331,5032,Pritchett Water,WATER,210,1.16,1440777044,1721764913
1332,7151,RA #1-3,OIL/WATER,400,1.67,1449522991,1748345058
1333,7150,RA 1 Oil 2,OIL/WATER,400,1.67,1449522991,1748345058
1334,7152,RA 1 Water 1,WATER,400,1.67,1449522991,1748345059
1335,33987,RAB 1 Oil 1,OIL,400,1.67,1631026178,1748119428
1336,33988,RAB 1 Oil 2,OIL,400,1.67,1631026178,1748038080
1337,33989,RAB 1 Oil 3,OIL,400,1.67,1631026178,1748361986
1338,33990,RAB 1 Oil 4,OIL,400,1.67,1631026178,1748361986
1339,33991,RAB 1 Water 1,WATER,400,3.34,1631026178,1748361986
1340,38212,Rab 2 Oil 1,OIL,400,1.67,1660137971,1748358846
1341,38213,Rab 2 Oil 2,OIL,400,1.67,1660137971,1748358846
1342,38214,Rab 2 Oil 3,OIL,400,1.67,1660137971,1748038079
1343,38215,Rab 2 Oil 4,OIL,400,1.67,1660137971,1748038079
1344,42407,RAB 2 OT,OIL,400,1.67,1689170051,1748351151
1345,38216,Rab 2 Water,WATER,400,1.67,1660137971,1748358846
1346,38207,Rab 3 Oil 1,OIL,400,1.67,1660137872,1748358846
1347,38208,Rab 3 Oil 2,OIL,400,1.67,1660137872,1748358846
1348,38209,Rab 3 Oil 3,OIL,400,1.67,1660137872,1748038079
1349,38210,Rab 3 Oil 4,OIL,400,1.67,1660137872,1748038079
1350,42408,RAB 3 OT,OIL,400,1.67,1689170078,1748351152
1351,38211,Rab 3 Water,WATER,400,1.67,1660137872,1748358846
1352,35291,Rab1 Remote Oil 1,OIL/WATER,400,1.67,1639673164,1748343663
1353,35292,Rab1 Remote Water,OIL/WATER,400,1.67,1639673164,1748343663
1354,17354,Raider 9 #2 Water,WATER,500,2.75,1534423378,1720555606
1355,11609,Raider Water,WATER,500,2.75,1493931569,1748314078
1356,41650,Remote 271275,OIL,400,3.34,1681858589,1748379778
1357,39804,Remote tank1,OIL/WATER,400,1.67,1669223780,1748343780
1358,39805,Remote tank2,OIL/WATER,400,1.67,1669223780,1747519266
1359,10998,Rhodes Test Oil 1,OIL,400,1.67,1488549986,1722972391
1360,10999,Rhodes Test Oil 2,OIL,400,1.67,1488549986,1722972391
1361,11000,Rhodes Test Oil 3,OIL,400,1.67,1488549986,1722972391
1362,11001,Rhodes Test Oil 4,OIL,400,1.67,1488549986,1722972391
1363,11002,Rhodes Test Water,WATER,400,1.67,1488549986,1722972391
1364,10673,Rhodes Water,WATER,400,1.67,1483984982,1721764915
1365,29924,Rhodes Water Remote,WATER,400,1.67,1604684720,1722972392
1366,5138,Richards Water,WATER,210,1.17,1440779815,1748295450
1367,32073,Richards Water Remot,OIL,210,1.17,1612906782,1722972392
1368,5001,Richardson 1 Water,WATER,200,1.67,1440772191,1748380716
1369,32088,Richardson 1 Water R,OIL,200,1.67,1612934950,1722972392
1370,5149,Ronald Water,WATER,200,1.67,1440780002,1748295449
1371,7230,Roney 1 Oil 1,OIL/WATER,400,1.67,1450213647,1721764915
1372,7231,Roney 1 Water 1,WATER,210,1.16,1450213647,1721764915
1373,7159,Ruen #2-3,OIL/WATER,436,2.27,1449523117,1748345059
1374,7156,Ruen 1 Water,WATER,300,1.67,1449523055,1748345059
1375,7160,Ruen 2 Water 1,WATER,300,1.67,1449523117,1748345059
1376,7164,Ruen 3X Water 1,WATER,300,1.67,1449523178,1748345059
1377,7163,Ruen 3X-3,OIL/WATER,436,2.27,1449523178,1748345059
1378,5167,Russell Water,WATER,200,1.67,1440780250,1748380715
1379,16372,Russell Water Remote,WATER,200,1.67,1526050283,1722972391
1380,5005,Ruth 1 Water,WATER,200,1.67,1440772278,1748375263
1381,29891,Ruth 1 Water Remote,OIL,200,1.67,1604604521,1722972392
1382,15272,Ruth Pick Remote,WATER,210,1.17,1522355681,1722972391
1383,5089,Ruthpick 1 Water,WATER,210,1.17,1440778979,1748379032
1384,6894,Sandifer 1 Water 1,WATER,200,1.67,1449243216,1748345050
1385,6895,Sandifer 1 Water 2,WATER,200,1.67,1449243216,1748345050
1386,40864,Sansom Oil 1,OIL,400,1.67,1674160403,1748295448
1387,40865,Sansom Oil 2,OIL,400,1.67,1674160403,1748295448
1388,40866,Sansom Oil 3,OIL,400,1.67,1674160403,1748295448
1389,40867,Sansom Oil 4,OIL,400,1.67,1674160403,1748295448
1390,40868,Sansom Water 1,WATER,400,1.67,1674160403,1748295448
1391,18772,Shannon Water,WATER,500,2.75,1547046275,1720555493
1392,37467,Slaughter B Water,WATER,500,2.75,1651843349,1734468639
1393,6898,Smith G Water 1,WATER,200,1.67,1449243288,1748345049
1394,6902,Soell 1 Water 1,WATER,200,1.67,1449243366,1745846515
1395,5185,Solansky 1 Water,WATER,200,1.67,1440782786,1748368681
1396,8060,South JUWF Water,WATER,500,2.75,1456344530,1748376633
1397,6905,Spiller T Bar X #1-3,OIL/WATER,436,2.27,1449243459,1745846515
1398,6906,Spiller Water 1,WATER,200,1.67,1449243460,1745846515
1399,40557,ST265609,OIL,436,2.27,1673377164,1744840312
1400,40558,ST265610,OIL,436,2.27,1673377164,1744840312
1401,40559,ST265611,OIL,436,2.27,1673377164,1744840312
1402,6781,Stange 1D Oil 1,OIL/WATER,210,1.16,1449115282,1721764914
1403,8052,Stone 1 Water 1,WATER,500,2.75,1456344357,1720555475
1404,46721,Sugar Ranch Oil 1,OIL,400,1.67,1722635623,1748362916
1405,47203,Sugar Ranch Oil 2,OIL,400,1.67,1724965695,1748362916
1406,47204,Sugar Ranch Oil 3,OIL,400,1.67,1724965695,1748362916
1407,46722,Sugar Ranch Water 1,WATER,400,1.67,1722635623,1748362916
1408,5009,Sugarland 1 Water,WATER,200,1.67,1440776338,1748375263
1409,7167,Sutton #1-3,OIL/WATER,436,2.27,1449523242,1748345059
1410,7171,Sutton #2-3,OIL/WATER,436,2.27,1449523312,1748345060
1411,7173,Sutton #3-1,OIL/WATER,436,2.27,1449523368,1748345060
1412,7174,Sutton #3-2,OIL/WATER,436,2.27,1449523368,1748345060
1413,7175,Sutton #3-3,OIL/WATER,436,2.27,1449523368,1748345060
1414,7168,Sutton 1 Water,WATER,300,1.67,1449523242,1748345059
1415,7172,Sutton 2 Water,WATER,300,1.67,1449523312,1748345060
1416,7176,Sutton 3 Water 1,WATER,300,1.67,1449523368,1748345060
1417,38674,Tank 1,WATER,500,2.75,1662730376,1746131401
1418,39806,Tank 1 179,OIL/WATER,400,1.67,1669224386,1748379674
1419,38675,Tank 2,WATER,500,2.75,1662730376,1748375403
1420,39807,Tank 2 179,OIL/WATER,400,1.67,1669224386,1734468637
1421,11323,Tech 16 Water Tank,WATER,500,2.75,1489162002,1748314078
1422,6784,Terrell 1 Water 1,WATER,200,1.67,1449115366,1721764914
1423,46532,Thalmann Re Oil 1,OIL,400,1.67,1718386629,1748368681
1424,46533,Thalmann Re Oil 2,OIL,400,1.67,1718386629,1748368681
1425,46534,Thalmann Re Oil 3,OIL,400,1.67,1718386629,1748368681
1426,46535,Thalmann Re Water 1,WATER,400,1.67,1718386629,1748368681
1427,5013,Thalmann Water,WATER,200,1.67,1440776403,1727289640
1428,5079,Thompson 1 Water,WATER,210,1.17,1440778839,1722541365
1429,5058,Thompson 2 Water,WATER,200,1.67,1440778267,1748362914
1430,29888,Thompson 2 Water Rem,OIL,200,1.67,1604594395,1722974144
1431,28759,Thuss 1 Oil 1,OIL,400,1.67,1588771426,1748295448
1432,28761,Thuss 1 Oil 2,OIL,400,1.67,1588771456,1748295448
1433,28762,Thuss 1 Water,WATER,400,1.67,1588771456,1748295448
1434,6910,Timothy 1 Water 1,WATER,200,1.67,1449243605,1748345050
1435,47802,TJN Unit #1 Oil 1,OIL,400,1.67,1733247394,1748368681
1436,47803,TJN Unit #1 Oil 2,OIL,400,1.67,1733247395,1748368681
1437,47804,TJN Unit #1 Oil 3,OIL,400,1.67,1733247395,1748368681
1438,47805,TJN Unit #1 Water 1,WATER,400,1.67,1733247395,1748368681
1439,5037,Tlapek 1 Water,WATER,200,1.67,1440777172,1748362915
1440,8342,Triple A Fed 3 Water,WATER,210,2.75,1461078471,1479164084
1441,5075,Triple J 2 Water,WATER,200,1.67,1440778517,1741968979
1442,5017,Trotter 1 Water,WATER,200,1.67,1440776524,1748380717
1443,29895,Trotter 1 Water Remo,WATER,200,1.67,1604610231,1722972392
1444,49320,Urso RE Oil 1,OIL/WATER,436,2.27,1748380474,1748380734
1445,49321,Urso RE Oil 2,OIL/WATER,436,2.27,1748380474,1748380734
1446,49322,Urso RE Water 1,WATER,300,1.67,1748380474,1748380734
1447,22852,Vermillion Oil Remot,OIL,400,1.67,1568666438,1721764916
1448,10938,Vermillion Water,WATER,400,1.67,1487604553,1721764915
1449,22853,Vermillion Water Rem,WATER,400,1.67,1568666458,1721764916
1450,5022,Verna 1 Water,WATER,200,1.67,1440776598,1748375263
1451,32093,Verna 1 Water Remote,WATER,200,1.67,1612935107,1722972392
1452,8061,Voss 1 SWD Water 1,WATER,500,2.75,1456345928,1748376632
1453,33767,VRE Min Remote Oil 1,OIL/WATER,400,1.67,1626966848,1741626378
1454,33768,VRE Min Remote Water,OIL/WATER,400,1.67,1626967635,1741298436
1455,32924,VRE Minerals 1 Oil 1,OIL,400,1.67,1620246306,1737586977
1456,32925,VRE Minerals 1 Oil 2,OIL,400,1.67,1620246306,1737586977
1457,32926,VRE Minerals 1 Oil 3,OIL,400,1.67,1620246306,1737586977
1458,32927,VRE Minerals 1 Oil 4,OIL,400,1.67,1620246306,1737586977
1459,32928,VRE Minerals 1 Wtr 1,WATER,400,1.67,1620246306,1737586977
1460,6833,W S 1 Water 1,WATER,210,1.16,1449170212,1721764915
1461,6825,W-R 1 Water 1,WATER,210,1.16,1449170146,1721764915
1462,6826,W-R 1 Water 2,WATER,210,1.16,1449170146,1721764915
1463,7005,Warren 1H Water 1,WATER,200,1.67,1449263583,1748345054
1464,46277,Water,WATER,500,2.75,1713528962,1747976932
1465,38221,Water Tank 1,WATER,400,1.67,1660140307,1660140354
1466,7067,Watson Buck 1H Oil 3,OIL/WATER,436,2.27,1449266712,1748345055
1467,7068,Watson Buck 1H Water,WATER,300,1.67,1449266712,1748345055
1468,6800,Wayne 1 Oil 1,OIL/WATER,210,1.16,1449115756,1721764914
1469,7179,Webb 1 Oil 3,OIL/WATER,436,2.27,1449523447,1748345060
1470,7180,Webb 1 Water 1,WATER,300,1.67,1449523447,1748345060
1471,6842,Wendel 1 Water 1,WATER,210,1.16,1449178140,1721764915
1472,6843,Wendel 1 Water 2,WATER,210,1.16,1449178142,1721764915
1473,14836,White Marlin Oil 1,OIL,500,1.67,1520256941,1721764915
1474,14840,White Marlin Water,WATER,500,1.67,1520257054,1721764915
1475,16826,Whittington Remote W,WATER,400,1.67,1531856807,1722972392
1476,16750,Whittington Water 1,WATER,400,1.67,1531232020,1748295450
1477,7006,Wickson 1 Oil 1,OIL/WATER,436,2.27,1449263662,1729103530
1478,7007,Wickson 1 Oil 2,OIL/WATER,436,2.27,1449263662,1729103530
1479,7008,Wickson 1 Water 1,WATER,200,1.67,1449263662,1729103530
1480,7009,Wickson 1 Water 2,WATER,400,1.67,1449263662,1729103530
1481,7072,Wiese 1H Water 1,WATER,300,1.67,1449266797,1748345055
1482,7186,William 1 Oil 2,OIL/WATER,436,2.27,1449524037,1748345060
1483,7187,William 1 Oil 3,OIL/WATER,436,2.27,1449524037,1748345060
1484,7188,William 1 Water 1,WATER,300,1.67,1449524037,1748345060
1485,7190,Willie 1 Oil 2,OIL/WATER,436,2.27,1449524161,1748345060
1486,7191,Willie 1 Oil 3,OIL/WATER,436,2.27,1449524161,1748345060
1487,7192,Willie 1 Water 1,WATER,300,1.67,1449524161,1748345060
1488,7011,Wilson 1 Oil 2,OIL/WATER,436,2.27,1449263728,1748345055
1489,7012,Wilson 1 Water 1,WATER,200,1.67,1449263728,1748345055
1490,7013,Wilson 1 Water 2,WATER,200,1.67,1449263728,1748345055
1491,7182,WS 1 Oil 2,OIL/WATER,436,2.27,1449523546,1748345055
1492,7183,WS 1 Oil 3,OIL/WATER,436,2.27,1449523546,1748345055
1493,7184,WS 1 Water 1,WATER,200,1.67,1449523546,1748345055
1494,7195,WS Oil Tk 3,OIL/WATER,436,2.27,1449524380,1748345061
1495,7196,WS Water Tk 1,WATER,300,1.67,1449524393,1748345060
