Well Name,Last Production,Days since 2024-12-08
CL Moore 12,9/26/2024,73
Dyer 'D' #5,11/27/2024,11
JM Moore,12/8/2024,0
Lottie #1,12/8/2024,0
Mueller #1,10/31/2024,38
Pratka #1,12/8/2024,0
